School,Teacher,Teacher ID,Teacher Age Group,Experience,Grade,Class size,Income Type,Ethnicity,% of low,% of multi,AveAca,AveSocio,Cluster,Gifted
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,-1.19563979,-1.181155777,2,0
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,1.408724109,1.380386872,6,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-0.485358726,-0.327308227,12,0
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,-1.669160498,-1.465771627,14,0
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,0.698443045,0.241923472,10,0
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,-1.905920853,-1.465771627,14,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-1.669160498,-1.181155777,14,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,0.224922337,-0.896539927,4,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-0.011838018,0.241923472,5,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,1.645484463,1.949618572,6,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-0.248598372,-0.327308227,0,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-0.485358726,-0.042692377,0,0
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,0.461682691,1.949618572,13,0
3,4,15,30.0,1.0,5,20,1,2,35.0,5.0,0.224922337,0.241923472,5,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,0.9352034,-0.327308227,10,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-1.264085582,-1.293600913,2,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.088827636,0.380470857,5,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,1.141093471,0.194462882,10,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-1.264085582,-1.293600913,2,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.539798708,0.752486805,1,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-1.715056655,-1.293600913,14,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.990769781,1.124502754,1,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,1.141093471,1.124502754,1,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.84044609,0.752486805,1,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.211819746,0.008454908,0,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.9634382,-0.921584964,2,0
3,5,16,30.0,1.0,5,22,2,1,18.18,4.55,-1.865380346,-2.595656733,3,0
3,5,16,30.0,1.0,5,22,1,2,18.18,4.55,0.990769781,0.566478831,10,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.990769781,1.310510728,13,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.990769781,0.752486805,1,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.061496055,-0.363561041,0,0
3,5,16,30.0,1.0,5,22,2,1,18.18,4.55,-0.81311451,-0.73557699,8,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.990769781,0.752486805,1,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.061496055,0.566478831,5,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.061496055,-0.177553066,0,0
3,5,16,30.0,1.0,5,22,2,1,18.18,4.55,-0.9634382,-0.177553066,17,0
3,5,16,30.0,1.0,5,22,2,1,18.18,4.55,0.539798708,0.566478831,10,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,1.170577527,-0.59360568,16,1
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-1.404693032,-1.192657284,2,0
3,6,17,30.0,1.0,4,22,2,1,9.1,9.09,-0.320368586,0.604497528,11,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,0.357334192,0.484687207,5,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-0.591449698,-1.072846964,8,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-0.049287475,-0.713416001,12,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,0.221793637,0.364876886,5,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-1.269152476,-1.072846964,2,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-0.726990253,-0.953036643,8,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-1.404693032,-0.833226322,2,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,1.848280305,1.443169773,6,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,1.71273975,1.562980094,6,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,1.170577527,1.562980094,13,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,0.628415304,0.96392849,1,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-1.404693032,-1.312467605,2,0
3,6,17,30.0,1.0,4,22,1,2,9.1,9.09,0.628415304,0.724307849,1,0
3,6,17,30.0,1.0,4,22,1,2,9.1,9.09,-0.049287475,0.245066565,5,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-0.998071365,-1.432277926,7,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-0.320368586,-0.234174718,0,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,1.035036971,1.323359453,13,0
3,6,17,30.0,1.0,4,22,2,1,9.1,9.09,-0.455909142,0.125256244,0,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,0.221793637,0.005445924,5,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.700349495,1.040867752,1,0
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,-0.867597135,-0.960801001,8,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.606272697,-1.961635378,7,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,1.48432281,0.540450563,9,0
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,-1.390246012,-1.961635378,7,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,2.268296125,1.040867752,9,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.439025056,0.540450563,5,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.344948259,0.540450563,11,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.961673933,1.040867752,1,0
4,1,18,30.0,1.0,3,25,1,2,20.0,8.0,-1.128921574,0.040033375,17,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,1.222998372,-0.460383813,16,1
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.606272697,-0.960801001,8,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.606272697,0.540450563,11,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.867597135,-0.460383813,17,0
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,-1.651570451,0.040033375,17,0
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,-0.344948259,-0.460383813,12,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.439025056,2.542119316,13,0
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,0.177700618,0.540450563,5,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.177700618,0.040033375,5,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.344948259,-0.460383813,12,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-1.651570451,-0.960801001,14,0
4,1,18,30.0,1.0,3,25,1,2,20.0,8.0,0.439025056,1.040867752,15,0
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,0.700349495,0.040033375,10,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.700349495,-0.460383813,4,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.700349495,-0.460383813,4,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-1.272221756,-0.764256954,2,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-0.126478186,-0.313891249,0,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-0.126478186,-0.013647446,0,0
4,2,19,30.0,1.0,4,22,2,2,22.73,9.09,0.364554772,-0.464013151,4,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-1.108544103,-1.064500757,2,0
4,2,19,30.0,1.0,4,22,2,1,22.73,9.09,-1.272221756,-0.914378856,2,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.200877119,-0.313891249,4,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.364554772,-0.313891249,4,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-1.435899409,-0.914378856,2,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.85558773,0.736962063,1,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,1.346620689,1.037205866,9,0
4,2,19,30.0,1.0,4,22,2,2,22.73,9.09,-0.781188797,-1.214622659,8,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,1.182943036,1.637693473,13,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.364554772,0.887083965,15,0
4,2,19,30.0,1.0,4,22,2,1,22.73,9.09,-1.272221756,-0.313891249,17,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-0.781188797,-0.914378856,8,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.037199467,-0.464013151,4,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,1.182943036,0.286596358,10,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,1.182943036,0.887083965,1,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,1.182943036,1.637693473,13,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,1.182943036,2.088059178,13,0
4,2,19,30.0,1.0,4,22,2,1,22.73,9.09,-1.272221756,-1.214622659,2,0
4,3,20,,,4,22,2,1,13.64,13.64,-1.219913512,-0.10146391,17,0
4,3,20,,,4,22,1,1,13.64,13.64,0.813275675,-0.771125718,16,1
4,3,20,,,4,22,2,1,13.64,13.64,-1.42323243,-0.994346321,2,0
4,3,20,,,4,22,1,1,13.64,13.64,-1.016594593,-1.440787526,7,0
4,3,20,,,4,22,1,1,13.64,13.64,-4.51e-16,1.237859706,15,0
4,3,20,,,4,22,1,1,13.64,13.64,-4.51e-16,1.461080308,15,0
4,3,20,,,4,22,1,1,13.64,13.64,0.203318919,0.344977295,5,0
4,3,20,,,4,22,1,1,13.64,13.64,2.439827024,-0.324684513,9,0
4,3,20,,,4,22,1,1,13.64,13.64,-0.406637837,-0.547905116,12,0
4,3,20,,,4,22,1,1,13.64,13.64,-0.813275675,-0.547905116,17,0
4,3,20,,,4,22,1,1,13.64,13.64,-4.51e-16,-0.547905116,4,0
4,3,20,,,4,22,1,1,13.64,13.64,-0.406637837,-1.217566924,8,0
4,3,20,,,4,22,1,1,13.64,13.64,-0.609956756,-0.994346321,8,0
4,3,20,,,4,22,1,1,13.64,13.64,-0.609956756,-0.324684513,12,0
4,3,20,,,4,22,1,1,13.64,13.64,-0.813275675,-0.994346321,8,0
4,3,20,,,4,22,2,1,13.64,13.64,-0.813275675,-0.324684513,17,0
4,3,20,,,4,22,1,1,13.64,13.64,0.609956756,1.014639103,1,0
4,3,20,,,4,22,1,1,13.64,13.64,1.626551349,1.684300911,6,0
4,3,20,,,4,22,1,1,13.64,13.64,-0.203318919,1.461080308,15,0
4,3,20,,,4,22,1,1,13.64,13.64,-4.51e-16,-0.324684513,4,0
4,3,20,,,4,22,1,1,13.64,13.64,1.626551349,0.7914185,9,0
4,3,20,,,4,22,1,1,13.64,13.64,1.016594593,1.461080308,13,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-0.146937062,-1.121619444,8,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-1.689776213,-0.940434765,14,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-1.346923068,-1.121619444,2,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-2.032629357,-1.846358162,3,0
5,1,21,30.0,1.0,3,21,2,2,23.81,23.81,-0.489790207,-0.396880726,12,0
5,1,21,30.0,1.0,3,21,2,1,23.81,23.81,0.367342655,0.87141203,15,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,1.738755233,0.146673312,9,0
5,1,21,30.0,1.0,3,21,2,1,23.81,23.81,0.7101958,1.233781389,1,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.367342655,-0.759250085,4,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.538769227,-0.578065406,4,0
5,1,21,30.0,1.0,3,21,2,1,23.81,23.81,-1.175496496,-1.121619444,2,0
5,1,21,30.0,1.0,3,21,2,1,23.81,23.81,0.7101958,-0.215696047,4,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.195916083,0.87141203,15,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,1.053048944,1.596150748,13,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,1.395902089,1.777335427,6,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-0.146937062,0.509042671,5,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-0.489790207,-0.034511368,0,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.881622372,1.233781389,1,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.538769227,0.327857991,10,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-0.318363634,-0.034511368,0,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-0.661216779,-0.396880726,17,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-1.136280085,-1.38721149,7,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.866413565,-1.106817678,8,0
5,2,22,40.0,2.0,3,19,1,2,21.05,21.06,0.213052516,-0.265636243,4,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,1.832251636,1.416726628,6,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,1.292518596,-0.826423866,16,1
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.326680524,0.295151381,11,0
5,2,22,40.0,2.0,3,19,2,1,21.05,21.06,1.022652076,1.416726628,13,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.056814004,0.575545192,5,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.056814004,0.575545192,5,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.056814004,0.014757569,0,0
5,2,22,40.0,2.0,3,19,1,2,21.05,21.06,-0.866413565,0.295151381,11,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,0.213052516,0.855939004,15,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,1.022652076,1.416726628,13,0
5,2,22,40.0,2.0,3,19,1,2,21.05,21.06,-0.056814004,0.014757569,0,0
5,2,22,40.0,2.0,3,19,2,1,21.05,21.06,0.213052516,-0.265636243,4,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.056814004,-0.265636243,0,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,0.482919036,-0.265636243,4,0
5,2,22,40.0,2.0,3,19,2,1,21.05,21.06,-0.056814004,0.014757569,0,0
5,2,22,40.0,2.0,3,19,2,2,21.05,21.06,-2.755479205,-2.508786737,3,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.893278254,0.691124903,1,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,1.089603145,0.92149987,1,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-1.85527022,-1.842999741,3,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.893278254,0.691124903,1,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-0.284671092,-0.460749935,12,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-0.873645765,-0.691124903,17,0
5,3,23,50.0,3.0,4,20,2,1,10.0,10.0,-1.658945329,-1.382249806,14,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-0.480995983,-0.460749935,12,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-1.266295547,-0.92149987,2,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-1.069970656,-1.151874838,2,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,1.089603145,1.382249806,13,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-0.284671092,-0.460749935,12,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.10797869,-0.230374968,4,0
5,3,23,50.0,3.0,4,20,2,2,10.0,10.0,0.696953363,1.382249806,13,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.500628472,0.691124903,1,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.304303581,0.691124903,5,0
5,3,23,50.0,3.0,4,20,1,2,10.0,10.0,-0.088346201,-0.460749935,12,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.696953363,0.691124903,1,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-0.284671092,-0.691124903,12,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,1.874902709,1.612624773,6,0
5,4,24,20.0,0.0,4,19,2,1,5.26,0.0,-1.324239645,-0.261711453,17,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-1.019263242,-2.0376106,7,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.658106975,1.159007864,1,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-1.934192451,-1.860020685,3,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.505618774,0.62623812,5,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.20064237,-0.616891283,4,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.048154169,0.093468376,5,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,1.573036185,0.98141795,9,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.810595177,0.093468376,10,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-1.171751444,-1.327250941,2,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-0.866775041,-0.084121539,17,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.20064237,0.448648205,5,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.658106975,0.803828035,1,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.658106975,-0.084121539,10,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-1.019263242,-0.439301368,17,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.963083378,1.159007864,1,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.963083378,1.691777608,13,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.963083378,0.093468376,10,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-0.866775041,-0.439301368,17,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.245252905,-0.512838767,4,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.045417205,-0.327880523,4,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,-1.153596998,-0.882755255,2,0
5,5,25,40.0,2.0,5,22,1,2,18.18,9.09,-1.353432699,-1.992504719,7,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.245252905,-0.142922279,4,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.844760007,-0.327880523,4,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.245252905,1.151785428,15,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.045417205,1.336743672,15,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.045417205,-1.067713499,12,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.445088606,-0.697797011,4,0
5,5,25,40.0,2.0,5,22,2,1,18.18,9.09,-1.553268399,-0.882755255,2,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.644924306,0.411952453,10,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.844760007,0.966827184,1,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.445088606,1.336743672,15,0
5,5,25,40.0,2.0,5,22,2,1,18.18,9.09,-2.152775501,-0.882755255,14,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,-1.353432699,-0.697797011,2,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.245252905,1.151785428,15,0
5,5,25,40.0,2.0,5,22,2,1,18.18,9.09,0.245252905,0.596910696,5,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.045417205,-0.512838767,4,0
5,5,25,40.0,2.0,5,22,1,2,18.18,9.09,1.644102809,1.151785428,6,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,1.843938509,1.521701916,6,0
5,5,25,40.0,2.0,5,22,2,1,18.18,9.09,-0.554089897,-0.697797011,12,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,1.000261387,1.56150596,13,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.388990539,-0.599068324,4,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.592747488,1.345448531,13,0
5,6,26,30.0,1.0,5,22,1,2,4.54,9.09,0.18523359,-0.599068324,4,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-1.241065054,-0.599068324,17,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-0.018523359,-0.166953467,0,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,2.426560031,1.56150596,6,0
5,6,26,30.0,1.0,5,22,2,1,4.54,9.09,-1.241065054,-0.815125753,2,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.592747488,-0.383010896,4,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-0.222280308,-0.166953467,0,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-1.444822003,-1.679355466,7,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-1.037308105,-1.031183181,2,0
5,6,26,30.0,1.0,5,22,1,2,4.54,9.09,0.18523359,0.265161389,5,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.592747488,0.697276246,1,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-1.241065054,-1.247240609,2,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.796504438,0.913333675,1,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-0.426037257,-1.031183181,8,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.592747488,1.129391103,1,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-0.833551156,-0.166953467,17,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-1.241065054,-1.031183181,2,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.388990539,1.129391103,15,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,1.204018336,0.913333675,1,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.699257223,0.694701217,1,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-0.765853149,-1.030074218,8,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.166489815,-0.167686501,4,0
5,7,27,30.0,1.0,6,24,2,1,16.67,0.0,-0.366277593,-0.167686501,0,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.699257223,0.407238644,10,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-0.765853149,0.407238644,11,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.566065371,-0.311417787,4,0
5,7,27,30.0,1.0,6,24,2,1,16.67,0.0,-0.765853149,-0.742611645,8,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,1.23202463,0.55096993,9,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-2.097771668,-2.179924507,3,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.832449074,0.838432503,1,0
5,7,27,30.0,1.0,6,24,2,1,16.67,0.0,-1.298620556,-0.886342932,2,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.566065371,0.838432503,1,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,1.098832778,0.982163789,1,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.033297963,0.694701217,5,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.832449074,1.125895075,1,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-0.632661297,0.119776072,11,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.832449074,0.838432503,1,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.432873519,-0.311417787,4,0
5,7,27,30.0,1.0,6,24,2,1,16.67,0.0,-2.097771668,-2.179924507,3,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-0.099893889,-0.742611645,12,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,1.23202463,1.413357648,13,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-1.165428704,-1.173805504,2,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.832449074,0.982163789,1,0
5,8,28,20.0,0.0,6,24,2,1,16.67,0.0,-1.816284885,-1.610453026,3,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,-1.993483411,-2.310016331,3,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,1.018891521,0.663127716,1,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.310097419,-1.610453026,16,1
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,1.018891521,0.838018543,1,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,1.018891521,-0.561108068,16,1
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.487295945,0.663127716,1,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,-0.044299631,-0.211326415,0,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,1.196090046,1.362691022,13,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.487295945,0.838018543,1,0
5,8,28,20.0,0.0,6,24,2,1,16.67,0.0,-1.816284885,-1.085780547,14,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,-1.993483411,-0.91088972,14,0
5,8,28,20.0,0.0,6,24,2,1,16.67,0.0,-0.044299631,0.838018543,15,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,-0.221498157,0.48823689,11,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.66449447,1.187800195,1,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,-0.221498157,-0.91088972,12,0
5,8,28,20.0,0.0,6,24,2,1,16.67,0.0,0.132898894,0.138455238,5,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,-0.398696682,0.138455238,0,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.132898894,-0.211326415,4,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.132898894,-0.386217241,4,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,1.373288572,1.012909369,9,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.310097419,1.187800195,15,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.66449447,0.313346064,10,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,-0.398696682,0.138455238,0,0
