School,Teacher,Teacher ID,Teacher Age Group,Experience,Grade,Class size,Income Type,Ethnicity,% of low,% of multi,AveAca,AveSocio,Cluster,Gifted_Prob,Gifted
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,0.390732333,0.217186121,1,0.6959652660517107,0
8,7,48,40.0,2.0,6,20,1,1,20.0,20.0,0.245764753,0.417266508,1,0.6928920222536886,0
3,2,13,,,4,22,2,1,40.9,13.64,0.015859143,0.56235127,1,0.6909666556146375,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.20064237,0.448648205,1,0.6894178626911389,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,0.270363029,-1.158052434,1,0.6887717651116322,0
2,5,10,20.0,0.0,6,19,1,1,15.79,42.1,0.453440424,-0.281016403,1,0.6873279299892059,0
2,2,7,40.0,2.0,3,19,1,1,5.26,63.15,-0.071157808,0.585526574,1,0.686087671501028,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,0.391339604,0.15519505,1,0.6838572126691886,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,0.433259691,-0.01032557,1,0.683414963696058,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.056814004,0.575545192,1,0.683133912696971,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.056814004,0.575545192,1,0.683133912696971,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,-0.98739517,0.610738558,1,0.6782589584716764,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.061496055,0.566478831,1,0.6771103391283041,0
8,3,44,30.0,1.0,4,22,2,1,27.27,18.18,0.426895181,-0.067520538,1,0.6744969275040087,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.367342655,-0.759250085,1,0.6736700676532009,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.432873519,-0.311417787,1,0.673394525007735,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,0.141233171,0.455289454,1,0.673182190348368,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,0.141233171,0.455289454,1,0.673182190348368,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,-0.094067462,0.570010196,1,0.6729053330927112,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,-0.013515845,0.536870619,1,0.6709574747790267,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,0.356559367,0.175975517,1,0.6703390524717874,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,-0.047057967,0.547003289,1,0.6691258401532392,0
9,2,50,20.0,0.0,3,20,2,1,15.0,15.0,-0.047057967,0.547003289,1,0.6691258401532392,0
7,7,40,20.0,0.0,6,22,2,1,22.73,4.55,0.297401006,0.274512719,1,0.6670934371949658,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,0.077492302,0.481795285,1,0.6662462408879286,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,0.077492302,0.481795285,1,0.6662462408879286,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,0.221793637,0.364876886,1,0.6651825891384783,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.388990539,-0.599068324,1,0.6644097114006527,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,-0.447138855,0.617627965,1,0.6632955718375182,0
3,6,17,30.0,1.0,4,22,2,1,9.1,9.09,-0.320368586,0.604497528,1,0.6629705916164389,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,0.384537998,-0.58199263,1,0.6581732746840432,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,0.02242569,0.493677301,1,0.6570790298001323,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,0.270363029,0.262491885,1,0.6514262521808709,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,0.270363029,0.262491885,1,0.6514262521808709,0
2,4,9,40.0,2.0,5,20,1,1,5.0,70.0,0.387461511,-0.053532809,1,0.6509038424930684,0
4,3,20,,,4,22,1,1,13.64,13.64,0.203318919,0.344977295,1,0.6507457075743054,0
3,2,13,,,4,22,1,1,40.9,13.64,-0.216741614,0.56235127,1,0.6472287432701661,0
8,1,42,30.0,1.0,3,16,1,2,18.75,18.75,0.384574639,-0.308040036,1,0.6372703271825249,0
8,1,42,30.0,1.0,3,16,2,1,18.75,18.75,0.384574639,-0.308040036,1,0.6372703271825249,0
8,1,42,30.0,1.0,3,16,1,2,18.75,18.75,0.384574639,-0.308040036,1,0.6372703271825249,0
8,1,42,30.0,1.0,3,16,1,1,18.75,18.75,0.384574639,-0.308040036,1,0.6372703271825249,0
6,2,30,30.0,1.0,4,23,2,2,8.7,13.04,0.178305873,0.334286541,1,0.6368737178628363,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,0.145040026,0.362777835,1,0.6353869596165745,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,0.209592487,0.275530714,1,0.6286052765891083,0
8,6,47,50.0,3.0,6,21,2,1,23.81,0.0,0.209592487,0.275530714,1,0.6286052765891083,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,0.209592487,0.275530714,1,0.6286052765891083,0
4,2,19,30.0,1.0,4,22,2,2,22.73,9.09,0.364554772,-0.464013151,1,0.6285317357746188,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-0.146937062,0.509042671,1,0.6258141068904916,0
2,5,10,20.0,0.0,6,19,1,1,15.79,42.1,0.273953589,0.163926235,1,0.625374669296876,0
3,4,15,30.0,1.0,5,20,1,2,35.0,5.0,0.224922337,0.241923472,1,0.6243080276098099,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.088827636,0.380470857,1,0.622719103016443,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.364554772,-0.313891249,1,0.622125080142759,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,-0.270316896,0.536870619,1,0.6218640230494338,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,-0.126156712,0.495002933,1,0.6216956186674245,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,-0.126156712,0.495002933,1,0.6216956186674245,0
7,6,39,40.0,2.0,6,21,2,1,19.05,4.76,-4.34e-16,0.434372243,1,0.6202257101558261,0
5,6,26,30.0,1.0,5,22,1,2,4.54,9.09,0.18523359,0.265161389,1,0.6143106902040846,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.344948259,0.540450563,1,0.6140940191644587,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.072653239,0.373234784,1,0.6137738149266966,0
2,1,6,40.0,2.0,3,22,1,1,13.64,77.27,0.072653239,0.373234784,1,0.6137738149266966,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,-0.221498157,0.48823689,1,0.5975237523957351,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.606272697,0.540450563,1,0.5934817390905429,0
6,4,32,30.0,1.0,5,23,1,2,26.09,26.09,0.303893388,-0.618856306,1,0.591936920898295,0
1,2,2,20.0,0.0,4,19,2,1,15.78,5.26,0.243285206,-0.920349632,1,0.5902140483353193,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,-0.267286236,0.488364302,1,0.5890149122212562,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,0.223538852,0.107624401,1,0.5839392822433107,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.300991989,-0.156517813,1,0.5829985539062684,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,0.135956794,0.222199902,1,0.5767329049660089,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,0.230457282,-0.918975687,1,0.5766840769892718,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,0.2776673,-0.665012315,1,0.5740883261268885,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,0.145040026,0.199172144,1,0.5726548072721759,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,0.270363029,-0.092644195,1,0.5702717214777805,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,-0.212333818,0.443341543,1,0.5701785705840582,0
6,5,33,40.0,2.0,6,20,1,2,10.0,15.0,-0.426088119,0.493677301,1,0.5689200796846606,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,-0.426088119,0.493677301,1,0.5689200796846606,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,0.253546276,-0.04453424,1,0.5673581548103914,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,0.224922337,-0.896539927,1,0.5656597298909546,0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,0.064042027,0.263062664,1,0.5616831308099324,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,0.264867308,-0.14073765,1,0.5599863444696905,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,0.282156815,-0.306683837,1,0.5589846099763238,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,0.221793637,0.005445924,1,0.5579544884198714,0
3,1,12,40.0,2.0,3,20,1,2,20.0,10.0,-0.560071305,0.493801413,1,0.5560237028159727,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.245252905,-0.142922279,1,0.5463681526437771,0
5,8,28,20.0,0.0,6,24,2,1,16.67,0.0,0.132898894,0.138455238,1,0.5459630144886911,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,0.178305873,0.049523932,1,0.5435178977524179,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,-0.078008819,0.334286541,1,0.543035829644304,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,-0.293504703,0.426786387,1,0.541787790074674,0
7,6,39,40.0,2.0,6,21,1,2,19.05,4.76,0.195366166,4.82e-16,1,0.5410215930230959,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,-0.006202226,0.278700696,1,0.5407169329033837,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.177700618,0.040033375,1,0.5406756548778017,0
9,4,52,20.0,0.0,4,25,2,1,16.0,16.0,0.230428612,-0.11628038,1,0.5403426353809474,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,-0.391317114,0.447063571,1,0.5384878089645683,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,0.188231866,0.0,1,0.5368029062238749,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,0.084515425,0.17813696,1,0.5366199023704558,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,-0.094067462,0.330605914,1,0.5358040890542336,0
6,1,29,40.0,2.0,3,23,1,2,8.7,26.08,0.224520438,-0.124310913,1,0.535168825257182,0
3,2,13,,,4,22,1,1,40.9,13.64,-0.333041993,0.427875967,1,0.5347535730732245,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.245252905,-0.512838767,1,0.5304224291959437,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,0.125221476,0.101961867,1,0.5301667244341521,0
1,2,2,20.0,0.0,4,19,2,1,15.78,5.26,0.243285206,-0.434609548,1,0.5264048334140219,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,0.230457282,-0.237488099,1,0.5250003999679419,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,-0.046958054,0.274512719,1,0.523329370927586,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,0.218649541,-0.690717375,1,0.5223541621274151,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-0.011838018,0.241923472,1,0.5214519391024218,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,0.048917451,0.15519505,1,0.511304976317056,0
8,6,47,50.0,3.0,6,21,2,1,23.81,0.0,-0.083836995,0.275530714,1,0.5103912522453856,0
5,2,22,40.0,2.0,3,19,1,2,21.05,21.06,0.213052516,-0.265636243,1,0.5097128988023473,0
5,2,22,40.0,2.0,3,19,2,1,21.05,21.06,0.213052516,-0.265636243,1,0.5097128988023473,0
3,6,17,30.0,1.0,4,22,1,2,9.1,9.09,-0.049287475,0.245066565,1,0.5082006122415123,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,0.218649541,-0.394695643,1,0.5067030711578441,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,0.209592487,-0.303083785,1,0.504084456178892,0
3,3,14,20.0,0.0,5,23,2,1,26.09,4.3,-0.290453151,0.364160951,1,0.5005032701113924,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.20064237,-0.616891283,0,0.4980720354719456,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.200877119,-0.313891249,0,0.49676664791237396,0
8,1,42,30.0,1.0,3,16,1,1,18.75,18.75,0.104883993,0.020536002,0,0.49451623767590314,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,0.02242569,0.141050657,0,0.4935280335231148,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.166489815,-0.167686501,0,0.4895768974946184,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.048154169,0.093468376,0,0.4881882572701441,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,0.178305873,-0.235238677,0,0.48801902988469953,0
5,6,26,30.0,1.0,5,22,1,2,4.54,9.09,0.18523359,-0.599068324,0,0.48304880191642696,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,0.108532673,-0.067520538,0,0.473278312063251,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-0.765853149,0.407238644,0,0.46869057791514057,0
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,0.167705098,-0.361063595,0,0.46852663395808386,0
2,6,11,30.0,1.0,6,20,1,2,15.0,20.0,0.146398038,-0.216406121,0,0.46848409552170894,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,0.099756448,-0.082429559,0,0.46447758489800905,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,-0.084515425,0.17813696,0,0.46295749188149515,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,-0.276550154,0.295310073,0,0.46049881536274884,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.132898894,-0.211326415,0,0.4601346646694435,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,0.094052272,-0.089037243,0,0.4595035834749148,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,-0.05249582,0.13577333,0,0.45775235725861174,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,-0.006179854,0.080238854,0,0.45693688647017194,0
8,1,42,30.0,1.0,3,16,1,1,18.75,18.75,-0.454497301,0.349112041,0,0.455726575700638,0
8,1,42,30.0,1.0,3,16,2,1,18.75,18.75,-0.454497301,0.349112041,0,0.455726575700638,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,0.141233171,-0.291852214,0,0.45513511813827634,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,-0.050648581,0.118160942,0,0.4512522565616217,0
2,6,11,30.0,1.0,6,20,1,2,15.0,20.0,0.146398038,-0.592764593,0,0.4489279488196083,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,-0.574726448,0.364160951,0,0.44835804957880726,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.326680524,0.295151381,0,0.4471481217021366,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,0.145040026,-0.455250616,0,0.4467165504495978,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,0.104991641,-0.207232978,0,0.44231006042211074,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.132898894,-0.386217241,0,0.44062910127999283,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.10797869,-0.230374968,0,0.4404897781846693,0
6,4,32,30.0,1.0,5,23,2,1,26.09,26.09,-0.649226783,0.362777835,0,0.43863711848738257,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,0.108532673,-0.253202018,0,0.4374080804015619,0
2,1,6,40.0,2.0,3,22,2,2,13.64,77.27,0.072653239,-0.156517813,0,0.4314544272677127,0
6,3,31,20.0,0.0,5,22,2,1,13.64,4.55,0.037104915,-0.078158358,0,0.4291723614793303,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,0.035766216,-1.147993605,0,0.4284039355473038,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,-0.232476906,0.214131238,0,0.4271001239469155,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,-0.590638204,0.334286541,0,0.42306741060587977,0
8,1,42,30.0,1.0,3,16,2,1,18.75,18.75,-0.734187948,0.349112041,0,0.419753246464983,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.045417205,-1.067713499,0,0.41864253634452836,0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,-0.012463491,-0.02243992,0,0.4186331225531817,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,-0.375667523,0.2586159,0,0.41190772256276864,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.056814004,0.014757569,0,0.409016107477718,0
5,2,22,40.0,2.0,3,19,2,1,21.05,21.06,-0.056814004,0.014757569,0,0.409016107477718,0
5,2,22,40.0,2.0,3,19,1,2,21.05,21.06,-0.056814004,0.014757569,0,0.409016107477718,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,-0.047057967,0.0,0,0.40862495344834143,0
2,4,9,40.0,2.0,5,20,1,1,5.0,70.0,0.077492302,-0.321196857,0,0.4071522116786562,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,-0.230428612,0.17442057,0,0.406932378718787,0
7,3,36,30.0,1.0,4,22,2,1,27.27,9.1,0.094052272,-0.524330432,0,0.40509129802619226,0
1,4,4,40.0,2.0,5,21,2,1,33.33,4.76,-0.535930098,0.291718965,0,0.4001526354927982,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,0.0,-0.11628038,0,0.3983996701414635,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,0.077492302,-0.588860904,0,0.3917161341319297,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,0.077492302,-0.588860904,0,0.3917161341319297,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,0.037104915,-0.269212122,0,0.38807425238781057,0
8,3,44,30.0,1.0,4,22,2,2,27.27,18.18,-0.050648581,-0.067520538,0,0.3851490405463639,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.045417205,-0.327880523,0,0.38471316424633006,0
2,6,11,30.0,1.0,6,20,1,1,15.0,20.0,-0.078829713,-0.028226885,0,0.3837252354003993,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-0.018523359,-0.166953467,0,0.3754938194230268,0
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,-0.08584017,-0.046727246,0,0.37426453625051026,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,-0.006179854,-0.203683244,0,0.3742418389641247,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,-0.783918998,0.294000577,0,0.3705493518347248,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.045417205,-0.512838767,0,0.3685119714632465,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-0.126478186,-0.013647446,0,0.3666601365738522,0
7,3,36,30.0,1.0,4,22,1,2,27.27,9.1,-0.282156815,0.128609351,0,0.3665730807961035,0
5,2,22,40.0,2.0,3,19,1,2,21.05,21.06,-0.866413565,0.295151381,0,0.3660730479074606,0
9,6,55,20.0,0.0,6,20,1,2,30.0,5.0,-0.212333818,0.073890257,0,0.3658608267058387,0
2,3,8,50.0,2.0,4,19,1,1,10.53,78.95,-0.167705098,0.030948308,0,0.365671467638211,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.037199467,-0.464013151,0,0.36534447157778166,0
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-0.503115295,0.226954259,0,0.3628721728960692,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,0.031195734,-0.447780274,0,0.3623493792804358,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,-0.133008598,-1.524946846,0,0.3602987191192163,0
8,1,42,30.0,1.0,3,16,1,1,18.75,18.75,-0.174806654,0.020536002,0,0.35865334682704914,0
4,3,20,,,4,22,1,1,13.64,13.64,-4.51e-16,-0.324684513,0,0.35595768956895485,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,-0.044299631,-0.211326415,0,0.3509387842241485,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.061496055,-0.177553066,0,0.3494507342182122,0
3,2,13,,,4,22,1,1,40.9,13.64,-0.100441236,-0.110025249,0,0.34766187278141375,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,-0.126156712,-0.078158358,0,0.34510895390448204,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,-0.094067462,-0.148202651,0,0.3401218734590589,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.211819746,0.008454908,0,0.3390233387489911,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,-0.398696682,0.138455238,0,0.3365096095805767,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,-0.398696682,0.138455238,0,0.3365096095805767,0
4,3,20,,,4,22,1,1,13.64,13.64,-4.51e-16,-0.547905116,0,0.3343264006769837,0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,-0.071157808,-0.220633202,0,0.33420430165731313,0
8,7,48,40.0,2.0,6,20,1,1,20.0,20.0,-0.573451091,0.203283683,0,0.33400809436364826,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.056814004,-0.265636243,0,0.332612045711121,0
7,7,40,20.0,0.0,6,22,2,2,22.73,4.55,-0.391317114,0.101961867,0,0.31985229392271447,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,-0.649226783,0.199172144,0,0.31831940406265646,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,-0.219421149,-0.041406004,0,0.31731621130505294,0
2,6,11,30.0,1.0,6,20,1,1,15.0,20.0,-0.529285214,0.159952351,0,0.31665408104502746,0
3,6,17,30.0,1.0,4,22,2,1,9.1,9.09,-0.455909142,0.125256244,0,0.31451339983991866,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.061496055,-0.363561041,0,0.3130081152530343,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,-0.603408159,0.175975517,0,0.31153644410029085,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,-0.603408159,0.175975517,0,0.31153644410029085,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,-0.062471297,-0.394695643,0,0.3080024006967086,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,-0.219137584,-0.070588985,0,0.30723117124452654,0
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-0.335410197,0.030948308,0,0.304007304595664,0
9,2,50,20.0,0.0,3,20,1,2,15.0,15.0,-0.047057967,-0.547003289,0,0.3025428380915601,0
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,-0.08584017,-0.342666472,0,0.3024780475562334,0
8,7,48,40.0,2.0,6,20,1,1,20.0,20.0,-0.300379143,-0.010699141,0,0.29864714511360246,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-0.049287475,-0.713416001,0,0.29655451729716004,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,-1.468075488,0.197347822,0,0.2961590169092992,0
8,4,45,30.0,1.0,4,18,2,1,16.67,11.11,-1.468075488,0.197347822,0,0.2961590169092992,0
2,6,11,30.0,1.0,6,20,2,1,15.0,20.0,-0.304057464,-0.028226885,0,0.29058147937280693,0
2,6,11,30.0,1.0,6,20,1,2,15.0,20.0,-0.078829713,-0.969123065,0,0.2886722349390584,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,-0.230428612,-0.11628038,0,0.2877525218209125,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-0.126478186,-0.313891249,0,0.28590436880294,0
5,3,23,50.0,3.0,4,20,1,2,10.0,10.0,-0.088346201,-0.460749935,0,0.28469526720637944,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-0.318363634,-0.034511368,0,0.28326113344414794,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,-0.290453151,-0.061722195,0,0.2830641689342504,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,-0.175147535,-0.237488099,0,0.2784582351674901,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,-0.513189573,0.079914159,0,0.2773534805416078,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-0.222280308,-0.166953467,0,0.27604804080014633,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,-0.195366166,-0.217186121,0,0.2742656127931702,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,-0.195366166,-0.217186121,0,0.2742656127931702,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,-0.390732333,4.82e-16,0,0.2737428736613003,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-0.632661297,0.119776072,0,0.27351670327601063,0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,-0.143330143,-0.336598806,0,0.2731611348105835,0
2,5,10,20.0,0.0,6,19,1,2,15.79,42.1,-0.085020079,-0.72595904,0,0.27198265449253456,0
6,1,29,40.0,2.0,3,23,1,2,8.7,26.08,-0.267286236,-0.124310913,0,0.2707644958351902,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,-0.209983282,-0.207232978,0,0.2704143930060355,0
9,3,51,20.0,0.0,4,24,2,1,29.17,4.17,-0.209983282,-0.207232978,0,0.2704143930060355,0
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,-0.221753772,-0.194696859,0,0.26868656409779335,0
7,3,36,30.0,1.0,4,22,2,2,27.27,9.1,-0.094052272,-0.741977026,0,0.2659854952973263,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,-0.094052272,-0.741977026,0,0.2659854952973263,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,-0.293504703,-1.745944312,0,0.2659799536219093,0
8,1,42,30.0,1.0,3,16,1,2,18.75,18.75,-0.174806654,-0.308040036,0,0.2632816859675692,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-0.099893889,-0.742611645,0,0.26214171992041646,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-0.146937062,-1.121619444,0,0.2533417355583281,0
1,2,2,20.0,0.0,4,19,1,2,15.78,5.26,-0.270316896,-0.191739507,0,0.24992324300349614,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,-0.396942449,-0.065576634,0,0.2464835941912214,0
1,3,3,20.0,0.0,6,21,2,1,19.05,9.52,-0.396942449,-0.065576634,0,0.2464835941912214,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,-0.396942449,-0.065576634,0,0.2464835941912214,0
7,8,41,30.0,1.0,6,21,2,1,19.05,0.0,-0.313558207,-0.148202651,0,0.24640212654160426,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,-0.590638204,0.049523932,0,0.24558307313753555,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,-0.133008598,-0.659436474,0,0.24347971741122995,0
2,5,10,20.0,0.0,6,19,1,1,15.79,42.1,-0.443993748,-0.058545084,0,0.23545485571067146,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,-0.397731796,-0.098760283,0,0.23460949900117795,0
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-0.335410197,-0.165057643,0,0.2337905627914521,0
