School,Teacher,Teacher ID,Teacher Age Group,Experience,Grade,Class size,Income Type,Ethnicity,% of low,% of multi,AveAca,AveSocio,Cluster,Gifted_Prob,Gifted
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,1.018891521,0.838018543,1,0.9425426641601485,0
7,5,38,30.0,1.0,5,21,2,1,23.8,9.5,0.798051586,1.07158427,1,0.9422785756043306,0
9,3,51,20.0,0.0,4,24,1,2,29.17,4.17,0.892428948,0.993289102,1,0.9416834991660131,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,0.892428948,0.993289102,1,0.9416834991660131,0
3,1,12,40.0,2.0,3,20,1,2,20.0,10.0,1.063323782,0.691321979,1,0.9409880213644635,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,1.098160197,0.362777835,1,0.9408902089345874,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,0.96223045,0.896814446,1,0.9403751403639327,0
2,5,10,20.0,0.0,6,19,1,2,15.79,42.1,0.991900927,0.831340191,1,0.9391732445942125,0
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,1.001468649,-0.194696859,1,0.9390722507718678,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,0.783895518,1.048818761,1,0.9388475073011981,0
4,3,20,,,4,22,1,1,13.64,13.64,0.813275675,-0.771125718,1,0.93883837327992,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.310097419,1.187800195,1,0.9388071807058379,0
8,5,46,30.0,1.0,5,22,2,2,22.73,9.09,1.041666916,-0.01032557,1,0.9386407350065703,0
6,1,29,40.0,2.0,3,23,2,1,8.7,26.08,0.96223045,-0.328535985,1,0.9385095503356267,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.592747488,1.129391103,1,0.9378889036951704,0
9,6,55,20.0,0.0,6,20,2,1,30.0,5.0,0.114333594,1.182244116,1,0.9364561993086592,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,0.658811531,1.094006578,1,0.936367219434072,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,0.745257689,1.046568341,1,0.9358508782271614,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,0.599084124,1.112118805,1,0.9356999860621702,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.832449074,0.982163789,1,0.9355510052355874,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.844760007,0.966827184,1,0.935088544256562,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,0.80314603,0.99598952,1,0.934520186107649,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.990769781,0.752486805,1,0.9343551568596274,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.990769781,0.752486805,1,0.9343551568596274,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,1.018891521,0.663127716,1,0.9337785453168203,0
2,1,6,40.0,2.0,3,22,1,1,13.64,77.27,0.072653239,1.167863678,1,0.9334964892233873,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,0.691285835,1.04652342,1,0.9320529896342462,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.700349495,1.040867752,1,0.9319429083448779,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,0.9352034,-0.327308227,1,0.9316133968398435,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,0.904438943,0.860886861,1,0.9314063443819696,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.245252905,1.151785428,1,0.9309537191436352,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.245252905,1.151785428,1,0.9309537191436352,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,0.433259691,1.125487077,1,0.930664958736026,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,0.576305256,1.086363109,1,0.9306352579128837,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,1.035771704,0.450839361,1,0.9303902197987888,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.388990539,1.129391103,1,0.9298790854092104,0
2,3,8,50.0,2.0,4,19,1,1,10.53,78.95,1.00623059,0.030948308,1,0.9291038514075968,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,0.591607978,1.068821762,1,0.9287919199907191,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.986008239,0.638111082,1,0.9277166533662338,0
3,5,16,30.0,1.0,5,22,1,2,18.18,4.55,0.990769781,0.566478831,1,0.9254613993779855,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,0.230457282,1.125487077,1,0.9251545654204276,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.796504438,0.913333675,1,0.9246864312202582,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,0.564404773,1.048818761,1,0.9239106937257253,0
3,2,13,,,4,22,1,1,40.9,13.64,0.713661413,0.965777182,1,0.9230123657600042,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,0.658365902,0.999195728,1,0.9229451296641888,0
7,3,36,30.0,1.0,4,22,2,1,27.27,9.1,0.658365902,0.999195728,1,0.9229451296641888,0
8,7,48,40.0,2.0,6,20,2,1,20.0,20.0,0.518836701,1.059214982,1,0.9229103650097221,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,-0.97834901,0.969969062,1,0.922185361614132,0
4,3,20,,,4,22,1,1,13.64,13.64,0.609956756,1.014639103,1,0.9215229605408684,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.832449074,0.838432503,1,0.9207259589239977,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.832449074,0.838432503,1,0.9207259589239977,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,0.420230091,1.073966193,1,0.9204748106205306,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,0.780891217,-0.690717375,1,0.9198786065600457,0
3,2,13,,,4,22,2,1,40.9,13.64,0.829961792,0.831301878,1,0.9196785543362956,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.986008239,0.373234784,1,0.9196767811037919,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,0.623719789,0.99598952,1,0.9196475989419486,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.757669489,0.90298738,1,0.9192778506590575,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,0.982572271,0.313953218,1,0.9184728483964449,0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,0.875241032,0.746758529,1,0.9179110977832163,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,0.781464665,0.868744486,1,0.9178380253079329,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,0.932539883,0.610738558,1,0.9174553558234484,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.963083378,0.093468376,1,0.9164410629083504,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,0.641760066,0.964716126,1,0.9162942570689866,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.893278254,0.691124903,1,0.9161937835158678,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.893278254,0.691124903,1,0.9161937835158678,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,0.780453474,0.853594905,1,0.9159239489079329,0
8,4,45,30.0,1.0,4,18,1,2,16.67,11.11,0.218649541,1.085413018,1,0.9157411727013274,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,0.628415304,0.96392849,1,0.9149595277916693,0
4,1,18,30.0,1.0,3,25,1,2,20.0,8.0,0.439025056,1.040867752,1,0.9148676240884988,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.85558773,0.736962063,1,0.9140980157911706,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,0.96223045,0.28413923,1,0.9137439690561356,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,0.813939596,0.792165274,1,0.9134307939947856,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,0.813939596,0.792165274,1,0.9134307939947856,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.84044609,0.752486805,1,0.9132562647394711,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,0.932539883,-0.041406004,1,0.9131364967948039,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,0.760638829,0.846150561,1,0.9125352941103443,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,0.925841821,0.522471667,1,0.9116191713410088,0
7,2,35,30.0,1.0,3,21,2,1,14.29,4.76,0.356559367,1.045501599,1,0.9114995428052312,0
7,5,38,30.0,1.0,5,21,2,1,23.8,9.5,-0.133008598,1.07158427,1,0.9101954880780367,0
6,3,31,20.0,0.0,5,22,2,1,13.64,4.55,0.853413048,0.686056697,1,0.9092212257152129,0
2,6,11,30.0,1.0,6,20,1,1,15.0,20.0,0.82208129,0.724490058,1,0.9076540233151732,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,0.509530323,0.972764044,1,0.9062061378876347,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,0.931002123,0.2586159,1,0.9060382311826424,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,0.838864508,0.671162018,1,0.9053993907304398,0
3,2,13,,,4,22,1,1,40.9,13.64,0.713661413,0.831301878,1,0.9044410320682343,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.844760007,-0.327880523,1,0.9042092233380752,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,0.853413048,-0.269212122,1,0.9023822981902391,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,-0.027427644,1.045501599,1,0.9013971325021828,0
7,7,40,20.0,0.0,6,22,2,1,22.73,4.55,0.641760066,-0.933343244,1,0.9000766841466011,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,0.698443045,0.811155172,1,0.8994664454072199,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,0.499770379,-1.28276084,1,0.8992105953964088,0
7,4,37,30.0,1.0,4,21,2,1,23.8,0.0,0.391339604,0.969969062,1,0.8963224383498296,0
1,3,3,20.0,0.0,6,21,2,2,19.05,9.52,0.384537998,0.967255357,1,0.8951758168965757,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,0.599084124,0.860995204,1,0.8943031407005028,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,0.077492302,1.01712338,1,0.8938686558083206,0
2,4,9,40.0,2.0,5,20,1,1,5.0,70.0,0.077492302,1.01712338,1,0.8938686558083206,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,-0.635926857,0.969969062,1,0.8937525925074644,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.658106975,0.803828035,1,0.8925482648076318,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,0.591607978,0.846150561,1,0.8906485400514828,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,0.738644765,0.691321979,1,0.8895843500942576,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,0.738644765,0.691321979,1,0.8895843500942576,0
7,3,36,30.0,1.0,4,22,2,1,27.27,9.1,0.094052272,0.999195728,1,0.8887377924325,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,0.526889795,0.877110461,1,0.8886727501183324,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,0.685363426,0.749633262,1,0.8883690870636285,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,0.767668417,0.628067187,1,0.8876765689186127,0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,0.772736421,0.605877851,1,0.8863252141178439,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.566065371,0.838432503,1,0.8858261170421909,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,0.433259691,0.898324548,1,0.883050130893295,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.699257223,0.694701217,1,0.8827843959789204,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,0.813939596,0.447063571,1,0.8820896006937663,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.696953363,0.691124903,1,0.8818461251545341,0
7,5,38,30.0,1.0,5,21,2,1,23.8,9.5,0.798051586,0.494577356,1,0.8816486682888188,0
7,4,37,30.0,1.0,4,21,2,1,23.8,0.0,0.048917451,0.969969062,1,0.8778212122370094,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,-0.293504703,0.969969062,1,0.8768398538851389,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,0.756887308,0.536870619,1,0.8755983740795249,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.487295945,0.838018543,1,0.8753414745362683,0
3,6,17,30.0,1.0,4,22,1,2,9.1,9.09,0.628415304,0.724307849,1,0.8745007044092687,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.310097419,-1.610453026,1,0.8737059407053084,0
8,1,42,30.0,1.0,3,16,1,1,18.75,18.75,0.664265286,0.67768808,1,0.873584755961115,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,0.813939596,0.274512719,1,0.8733843590700263,0
8,3,44,30.0,1.0,4,22,2,2,27.27,18.18,0.426895181,0.860886861,1,0.873260505209852,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.364554772,0.887083965,1,0.8731701126878798,0
2,5,10,20.0,0.0,6,19,1,2,15.79,42.1,0.812414093,0.163926235,1,0.8706224375995552,0
6,2,30,30.0,1.0,4,23,2,1,8.7,13.04,0.690935258,0.61904915,1,0.8704588117223907,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.810595177,0.093468376,1,0.8699690700448707,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,0.767668417,0.443341543,1,0.8696736170705672,0
5,1,21,30.0,1.0,3,21,2,1,23.81,23.81,0.367342655,0.87141203,1,0.8692541817100107,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,0.796451452,0.275530714,1,0.8679732131873714,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,0.796451452,0.275530714,1,0.8679732131873714,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.539798708,0.752486805,1,0.8644439638250655,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,0.734941487,0.478779639,1,0.8641494115697387,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.592747488,0.697276246,1,0.8630235299919803,0
2,6,11,30.0,1.0,6,20,1,1,15.0,20.0,0.146398038,0.912669294,1,0.8627051425571014,0
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,0.698443045,0.526539322,1,0.8600165472239708,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,0.733761758,0.426786387,1,0.8587873104419502,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,0.740546377,0.393357037,1,0.8578447044913615,0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,0.772736421,-0.02243992,1,0.8576924697968303,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.700349495,-0.460383813,1,0.8575862733828304,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.700349495,-0.460383813,1,0.8575862733828304,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,0.685363426,0.522471667,1,0.8561366328485959,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,0.685363426,0.522471667,1,0.8561366328485959,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,0.756887308,0.294000577,1,0.8561047866035146,0
2,5,10,20.0,0.0,6,19,1,1,15.79,42.1,0.632927258,0.608868873,1,0.8559587022965571,0
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,0.321900637,0.841090432,1,0.8555605730642809,0
2,4,9,40.0,2.0,5,20,1,1,5.0,70.0,0.697430719,0.481795285,1,0.8543437669475084,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.195916083,0.87141203,1,0.8523481558378362,0
9,4,52,20.0,0.0,4,25,1,2,16.0,16.0,0.691285835,0.46512152,1,0.8506797737623835,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,0.738644765,0.296280848,1,0.8502015876675458,0
6,5,33,40.0,2.0,6,20,1,2,10.0,15.0,0.246682595,0.846303945,1,0.8488366150419824,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,0.213052516,0.855939004,1,0.848661212168605,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,0.444885031,0.749633262,1,0.8477345881118304,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,0.209592487,0.854145213,1,0.8477162220501947,0
8,6,47,50.0,3.0,6,21,2,1,23.81,0.0,0.209592487,0.854145213,1,0.8477162220501947,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.699257223,0.407238644,1,0.8466765521746076,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,0.704503387,0.364160951,1,0.8441632876365656,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.500628472,0.691124903,1,0.8437202655524488,0
9,6,54,30.0,1.0,6,21,2,1,38.1,9.52,0.623719789,0.541298652,1,0.8427593014142822,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,0.734941487,-0.035729824,1,0.8422468021155196,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,0.716327113,0.28413923,1,0.8418017124776109,0
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,0.670820393,0.422960211,1,0.8397020382125605,0
5,1,21,30.0,1.0,3,21,2,1,23.81,23.81,0.7101958,-0.215696047,1,0.8391443362782361,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,0.716327113,-0.124310913,1,0.8369210941744849,0
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,0.593727842,0.545151206,1,0.8355042835643516,0
9,5,53,30.0,1.0,5,20,1,2,5.0,20.0,0.591607978,-0.712547841,1,0.8352975068285721,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.487295945,0.663127716,1,0.834431050490651,0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,0.641869769,0.448798408,1,0.8341619140259172,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,0.690151422,0.30394917,1,0.8341226338090054,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,0.084515425,0.846150561,1,0.8336592036899639,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,0.499770379,-0.986739108,1,0.8331421543055094,0
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,0.698443045,0.241923472,1,0.8326096088283268,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.644924306,0.411952453,1,0.8302601225731319,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,0.625461185,0.455289454,1,0.8301098201892443,0
6,4,32,30.0,1.0,5,23,2,1,26.09,26.09,-0.013813336,0.853594905,1,0.8299321113835326,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.505618774,0.62623812,1,0.8299203275452595,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,-0.15200642,0.860995204,1,0.8273437764235948,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,0.658365902,0.346255945,1,0.8270438683310096,0
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,0.700349495,0.040033375,1,0.8263698484483412,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,0.695196405,0.141050657,1,0.8262983409109034,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,0.218649541,0.789391286,1,0.8260264199452325,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.66449447,0.313346064,1,0.8258736057156106,0
3,5,16,30.0,1.0,5,22,2,1,18.18,4.55,0.539798708,0.566478831,1,0.8253954084725332,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,0.691285835,-0.11628038,1,0.8246911524150157,0
3,1,12,40.0,2.0,3,20,2,1,20.0,10.0,0.576305256,0.493801413,1,0.8216325111270608,0
5,8,28,20.0,0.0,6,24,2,1,16.67,0.0,-0.044299631,0.838018543,1,0.821209883123474,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,0.586076435,-0.624564978,1,0.816930577397076,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,0.230428612,0.75582247,1,0.8155372228060205,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,0.422577127,0.623479361,1,0.8099267414242892,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,0.099756448,0.783080813,1,0.8093074898636431,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,0.099756448,0.783080813,1,0.8093074898636431,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,-0.411414654,0.828120078,1,0.8086514107857825,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.658106975,-0.084121539,1,0.8073191002181795,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,0.470261359,0.56390254,1,0.8065267426258765,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.304303581,0.691124903,1,0.8053621903758069,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,-0.997985339,0.749633262,1,0.8015027055818775,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,0.548552872,0.393357037,1,0.7952223302866398,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.439025056,0.540450563,1,0.7921451322967351,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,-0.148316503,0.790044096,1,0.7916307466634211,0
2,5,10,20.0,0.0,6,19,1,1,15.79,42.1,0.453440424,-0.948430359,1,0.7909512010045687,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.592747488,-0.383010896,1,0.788564484721782,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,0.0,0.75582247,1,0.7862401951014042,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,-0.432589799,0.790044096,1,0.7857865273657326,0
3,3,14,20.0,0.0,5,23,2,1,26.09,4.3,0.278093442,0.648083048,1,0.7853299423199568,0
9,6,54,30.0,1.0,6,21,2,1,38.1,9.52,-0.093985174,0.768644086,1,0.7840319370032731,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,0.599084124,0.107624401,1,0.7820996479725645,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.538769227,0.327857991,1,0.7807374914645001,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.538769227,-0.578065406,1,0.7782017456235273,0
3,2,13,,,4,22,2,1,40.9,13.64,0.364760278,0.56235127,1,0.7779055012605692,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,0.599084124,-0.143499201,1,0.7770446320623577,0
8,7,48,40.0,2.0,6,20,2,1,20.0,20.0,0.518836701,-0.652647615,1,0.776535409960829,0
2,2,7,40.0,2.0,3,19,1,1,5.26,63.15,0.46964153,0.424294619,1,0.7737827975163941,0
2,5,10,20.0,0.0,6,19,2,1,15.79,42.1,0.273953589,0.608868873,1,0.770470074469985,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,0.586098499,4.82e-16,1,0.7704626604282301,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,0.433259691,-0.918975687,1,0.7678090455342196,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.566065371,-0.311417787,1,0.7653967222629172,0
2,6,11,30.0,1.0,6,20,1,1,15.0,20.0,-0.078829713,0.724490058,1,0.7621650946549097,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.033297963,0.694701217,1,0.7608724617445793,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,0.500086257,0.294000577,1,0.7595832504953365,0
5,5,25,40.0,2.0,5,22,2,1,18.18,9.09,0.245252905,0.596910696,1,0.7593185376615422,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,0.223538852,0.609871603,1,0.759212179393398,0
8,6,47,50.0,3.0,6,21,2,1,23.81,0.0,0.503021969,0.275530714,1,0.757697953056564,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,0.503021969,-0.592391035,1,0.7548374586830906,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,0.503021969,-0.592391035,1,0.7548374586830906,0
8,7,48,40.0,2.0,6,20,1,2,20.0,20.0,0.518836701,0.203283683,1,0.7538668019145177,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,0.357334192,0.484687207,1,0.7523208067371595,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,0.499770379,0.197347822,1,0.744203670983475,0
9,1,49,30.0,1.0,3,21,2,2,9.52,19.05,0.411311488,-0.896870004,1,0.7441541549261352,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,0.434620565,0.334286541,1,0.7407076877761313,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,0.464051847,-0.665423048,1,0.7375019118926226,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,0.411311488,0.358748002,1,0.737131834068048,0
9,2,50,20.0,0.0,3,20,1,2,15.0,15.0,0.423521699,-0.820504934,1,0.7362433683435137,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.529330739,-0.156517813,1,0.7358178381752905,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,0.461682691,0.241923472,1,0.7338021305528193,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,0.419966564,0.307276485,1,0.7286833572477504,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.445088606,-0.697797011,1,0.7283282377743541,0
2,3,8,50.0,2.0,4,19,1,1,10.53,78.95,0.503115295,0.030948308,1,0.7273081075350082,0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,0.334441695,0.424294619,1,0.7264522110141983,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,-0.05249582,0.650282793,1,0.7253499674695121,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,0.4709395,0.141050657,1,0.7222505486400117,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,-0.175147535,0.671162018,1,0.7216934794869113,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,0.246682595,0.493677301,1,0.7211003451725716,0
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,0.177700618,0.540450563,1,0.7199709965811402,0
1,1,1,40.0,2.0,6,20,1,2,5.0,10.0,0.204406636,0.522471667,1,0.7198837455420609,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,0.444885031,-0.613336305,1,0.7132028277737281,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,0.224520438,0.488364302,1,0.7123807618035647,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,0.482919036,-0.265636243,1,0.7075234404235808,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,0.363628168,0.30394917,1,0.7040091116933568,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,0.422577127,0.17813696,1,0.7038555175223593,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,0.460857224,-0.40698133,1,0.6999941553588088,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,0.4709395,-0.211575986,1,0.6982753513070563,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,0.461682691,-0.042692377,1,0.6977839277117633,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,0.085441067,0.541298652,1,0.6967239469366915,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,0.390732333,0.217186121,1,0.6959652660517107,0
