School,Teacher,Teacher ID,Teacher Age Group,Experience,Grade,Class size,Income Type,Ethnicity,% of low,% of multi,AveAca,AveSocio,Weighted_Score,Cluster,Gifted_Prob,Gifted
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,0.780891217,-0.690717375,0.3394086394,1,0.8393137955209182,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,0.390732333,0.217186121,0.33866846939999995,1,0.8389551068403807,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,0.390732333,0.217186121,0.33866846939999995,1,0.8389551068403807,0
4,3,20,,,4,22,1,1,13.64,13.64,0.813275675,-0.771125718,0.3379552571,1,0.8386088659212508,0
7,4,37,30.0,1.0,4,21,2,1,23.8,0.0,0.048917451,0.969969062,0.3252329343,1,0.8323305282012746,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.529330739,-0.156517813,0.3235761734,1,0.8314986373991783,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,0.246682595,0.493677301,0.3207810068,1,0.8300876239228203,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,0.391339604,0.15519505,0.32049623780000003,1,0.8299433412561746,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,0.084515425,0.846150561,0.31300596579999995,1,0.8261129840185046,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,0.461682691,-0.042692377,0.31037017059999994,1,0.8247488751919506,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,0.099756448,0.783080813,0.3047537575,1,0.8218139126899474,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,0.099756448,0.783080813,0.3047537575,1,0.8218139126899474,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,0.224520438,0.488364302,0.3036735972,1,0.8212450293642658,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.566065371,-0.311417787,0.3028204236,1,0.8207946811772353,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,0.356559367,0.175975517,0.302384212,1,0.820564081712174,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,0.433259691,-0.01032557,0.30018411269999995,1,0.81939745858619,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.592747488,-0.383010896,0.30001997280000003,1,0.8193101835521828,0
1,1,1,40.0,2.0,6,20,1,2,5.0,10.0,0.204406636,0.522471667,0.2998261453,1,0.8192070806510258,0
8,7,48,40.0,2.0,6,20,1,1,20.0,20.0,0.245764753,0.417266508,0.2972152795,1,0.8178137768983801,0
4,3,20,,,4,22,1,1,13.64,13.64,-0.203318919,1.461080308,0.2960008491,1,0.8171628299905626,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,-0.027427644,1.045501599,0.29445112889999997,1,0.8163295250253075,0
7,7,40,20.0,0.0,6,22,2,1,22.73,4.55,0.297401006,0.274512719,0.2905345199,1,0.8142103033130254,0
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,0.177700618,0.540450563,0.2865256015,1,0.8120214942764652,0
8,3,44,30.0,1.0,4,22,2,1,27.27,18.18,0.426895181,-0.067520538,0.27857046529999996,1,0.8076191090395929,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.20064237,0.448648205,0.2750441205,1,0.8056424618883189,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,0.270363029,0.262491885,0.26800168579999994,1,0.8016485375460498,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,0.270363029,0.262491885,0.26800168579999994,1,0.8016485375460498,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,0.4709395,-0.211575986,0.2661848542,1,0.8006081264379191,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,0.221793637,0.364876886,0.2647186117,1,0.799765473189435,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,0.482919036,-0.265636243,0.25835245230000004,1,0.7960756454268585,0
2,4,9,40.0,2.0,5,20,1,1,5.0,70.0,0.387461511,-0.053532809,0.255163215,1,0.7942080895170466,0
6,4,32,30.0,1.0,5,23,2,1,26.09,26.09,-0.013813336,0.853594905,0.24640913630000003,1,0.789016361484832,0
4,3,20,,,4,22,1,1,13.64,13.64,0.203318919,0.344977295,0.24581643179999998,1,0.7886613770432241,0
2,5,10,20.0,0.0,6,19,1,1,15.79,42.1,0.273953589,0.163926235,0.2409453828,1,0.7857273041496292,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,1.089880934,-1.749620034,0.23803064359999992,1,0.7839573822544481,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,0.141233171,0.455289454,0.23545005589999995,1,0.7823814756777364,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,0.141233171,0.455289454,0.23545005589999995,1,0.7823814756777364,0
2,5,10,20.0,0.0,6,19,1,1,15.79,42.1,0.453440424,-0.281016403,0.23310337589999996,1,0.7809411623250171,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.033297963,0.694701217,0.2317189392,1,0.780088203892543,0
3,4,15,30.0,1.0,5,20,1,2,35.0,5.0,0.224922337,0.241923472,0.2300226775,1,0.7790398538356722,0
7,4,37,30.0,1.0,4,21,2,1,23.8,0.0,1.076183912,-1.745944312,0.22954544480000005,1,0.7787442571653982,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,0.209592487,0.275530714,0.22937395509999997,1,0.7786379672056953,0
8,6,47,50.0,3.0,6,21,2,1,23.81,0.0,0.209592487,0.275530714,0.22937395509999997,1,0.7786379672056953,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,0.209592487,0.275530714,0.22937395509999997,1,0.7786379672056953,0
7,5,38,30.0,1.0,5,21,2,1,23.8,9.5,-0.133008598,1.07158427,0.2283692624,1,0.7780145146732946,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,0.0,0.75582247,0.226746741,1,0.7770050046559125,0
6,2,30,30.0,1.0,4,23,2,2,8.7,13.04,0.178305873,0.334286541,0.2251000734,1,0.7759771006071073,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,0.586076435,-0.624564978,0.22288401109999992,1,0.7745884041391564,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,0.085441067,0.541298652,0.2221983425,1,0.7741574847878754,0
5,8,28,20.0,0.0,6,24,2,1,16.67,0.0,-0.044299631,0.838018543,0.2203958212,1,0.773021856686448,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,0.145040026,0.362777835,0.2103613687,1,0.7666257461273082,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.432873519,-0.311417787,0.20958612719999997,1,0.7661263696118564,0
5,6,26,30.0,1.0,5,22,1,2,4.54,9.09,0.18523359,0.265161389,0.20921192970000002,1,0.7658850602066619,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,0.796451452,-1.171005535,0.20621435589999998,1,0.7639457202388394,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.538769227,-0.578065406,0.20371883709999997,1,0.7623226729209203,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,0.460857224,-0.40698133,0.2005056578,1,0.7602214843154543,0
9,5,53,30.0,1.0,5,20,1,2,5.0,20.0,0.591607978,-0.712547841,0.2003612323,1,0.7601267397331751,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,0.077492302,0.481795285,0.19878319690000001,1,0.7590898489109141,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,0.077492302,0.481795285,0.19878319690000001,1,0.7590898489109141,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,0.223538852,0.107624401,0.1887645167,1,0.7524350167003455,0
3,2,13,,,4,22,2,1,40.9,13.64,0.015859143,0.56235127,0.17980678109999998,1,0.7463804018665369,0
8,1,42,30.0,1.0,3,16,1,1,18.75,18.75,0.384574639,-0.308040036,0.17679023649999998,1,0.7443194191898785,0
8,1,42,30.0,1.0,3,16,1,2,18.75,18.75,0.384574639,-0.308040036,0.17679023649999998,1,0.7443194191898785,0
8,1,42,30.0,1.0,3,16,1,2,18.75,18.75,0.384574639,-0.308040036,0.17679023649999998,1,0.7443194191898785,0
8,1,42,30.0,1.0,3,16,2,1,18.75,18.75,0.384574639,-0.308040036,0.17679023649999998,1,0.7443194191898785,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.088827636,0.380470857,0.1763206023,1,0.7439975560873103,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,0.503021969,-0.592391035,0.17439806779999995,1,0.7426771552506332,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,0.503021969,-0.592391035,0.17439806779999995,1,0.7426771552506332,0
8,4,45,30.0,1.0,4,18,2,1,16.67,11.11,-0.343592135,1.381434751,0.1739159308,1,0.7423453186867255,0
7,7,40,20.0,0.0,6,22,2,1,22.73,4.55,0.641760066,-0.933343244,0.16922907299999995,1,0.7391048616755894,0
8,7,48,40.0,2.0,6,20,2,1,20.0,20.0,0.518836701,-0.652647615,0.1673914062,1,0.7378270706603535,0
9,6,54,30.0,1.0,6,21,2,1,38.1,9.52,-0.093985174,0.768644086,0.164803604,1,0.7360207914327224,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,0.253546276,-0.04453424,0.1641221212,1,0.735543779685858,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,0.02242569,0.493677301,0.1638011733,1,0.735318935489695,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.300991989,-0.156517813,0.1637390484,1,0.7352753988177217,0
2,1,6,40.0,2.0,3,22,1,1,13.64,77.27,0.072653239,0.373234784,0.1628277025,1,0.7346362026082882,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.072653239,0.373234784,0.1628277025,1,0.7346362026082882,0
2,6,11,30.0,1.0,6,20,1,1,15.0,20.0,-0.078829713,0.724490058,0.1621662183,1,0.7341716302756016,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,0.135956794,0.222199902,0.16182972639999998,1,0.7339351049481331,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,0.270363029,-0.092644195,0.16146086179999997,1,0.7336756687309339,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,0.145040026,0.199172144,0.1612796614,1,0.7335481641436818,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.364554772,-0.313891249,0.16102096570000002,1,0.7333660607194351,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,-0.05249582,0.650282793,0.1583377639,1,0.7314725651891554,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,0.221793637,0.005445924,0.15688932309999998,1,0.7304468567837252,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,-0.15200642,0.860995204,0.15189406719999998,1,0.7268903855721804,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,-0.013515845,0.536870619,0.1516000942,1,0.7266801660200044,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,0.264867308,-0.14073765,0.1431858206,1,0.7206200860371336,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,0.178305873,0.049523932,0.1396712907,1,0.7180643968447893,0
7,6,39,40.0,2.0,6,21,1,2,19.05,4.76,0.195366166,4.82e-16,0.13675631620000014,1,0.7159338384588229,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.177700618,0.040033375,0.1364004451,1,0.7156730604266961,0
5,8,28,20.0,0.0,6,24,2,1,16.67,0.0,0.132898894,0.138455238,0.1345657972,1,0.7143263414906654,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,-0.148316503,0.790044096,0.1331916767,1,0.7133151413298421,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.056814004,0.575545192,0.13289375479999999,1,0.7130956186292441,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.056814004,0.575545192,0.13289375479999999,1,0.7130956186292441,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,0.188231866,0.0,0.13176230619999998,1,0.712260990219715,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,-0.047057967,0.547003289,0.1311604098,1,0.7118163975320267,0
9,2,50,20.0,0.0,3,20,2,1,15.0,15.0,-0.047057967,0.547003289,0.1311604098,1,0.7118163975320267,0
7,6,39,40.0,2.0,6,21,2,1,19.05,4.76,-4.34e-16,0.434372243,0.13031167289999968,1,0.7111887735373439,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.245252905,-0.142922279,0.1288003498,1,0.7100691510132829,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,0.444885031,-0.613336305,0.12741863019999997,1,0.7090432729608105,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.061496055,0.566478831,0.12689641079999997,1,0.7086549804266798,0
9,4,52,20.0,0.0,4,25,2,1,16.0,16.0,0.230428612,-0.11628038,0.1264159144,1,0.7082974383192737,0
2,2,7,40.0,2.0,3,19,1,1,5.26,63.15,-0.071157808,0.585526574,0.1258475066,1,0.7078741437254352,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,0.464051847,-0.665423048,0.1252093785,1,0.707398493888031,0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,0.064042027,0.263062664,0.1237482181,1,0.7063076423161136,0
6,1,29,40.0,2.0,3,23,1,2,8.7,26.08,0.224520438,-0.124310913,0.11987103269999996,1,0.703401462018519,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,0.125221476,0.101961867,0.11824359329999999,1,0.7021765998813994,0
4,2,19,30.0,1.0,4,22,2,2,22.73,9.09,0.364554772,-0.464013151,0.1159843951,1,0.7004713829472187,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,0.084515425,0.17813696,0.1126018855,1,0.697907769536257,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,0.282156815,-0.306683837,0.10550461939999999,1,0.6924880779564198,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,-0.094067462,0.570010196,0.1051558354,1,0.6922203284863573,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.445088606,-0.697797011,0.10222292089999996,1,0.689963660536167,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,0.384537998,-0.58199263,0.09457880959999998,1,0.6840390418337258,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.388990539,-0.599068324,0.09257288009999998,1,0.6824741491526096,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,0.230457282,-0.237488099,0.0900736677,1,0.6805185736600445,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,-0.293504703,0.969969062,0.08553742650000001,1,0.676952616862305,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,0.048917451,0.15519505,0.08080073069999999,1,0.6732067052480853,0
8,1,42,30.0,1.0,3,16,1,1,18.75,18.75,0.104883993,0.020536002,0.07957959569999999,1,0.6722373315723347,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,-0.006202226,0.278700696,0.0792686506,1,0.671990255567622,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,-0.175147535,0.671162018,0.07874533090000001,1,0.6715742093462547,0
5,2,22,40.0,2.0,3,19,1,2,21.05,21.06,0.213052516,-0.265636243,0.0694458883,1,0.6641359252431664,0
5,2,22,40.0,2.0,3,19,2,1,21.05,21.06,0.213052516,-0.265636243,0.0694458883,1,0.6641359252431664,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.166489815,-0.167686501,0.06623692020000002,1,0.6615496675643897,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-0.011838018,0.241923472,0.06429042900000001,1,0.6599761029468161,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.048154169,0.093468376,0.061748431099999994,1,0.6579157233809881,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,-0.126156712,0.495002933,0.060191181499999996,1,0.6566505189025231,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,-0.126156712,0.495002933,0.060191181499999996,1,0.6566505189025231,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,0.02242569,0.141050657,0.0580131801,1,0.6548771878271606,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,0.209592487,-0.303083785,0.055789605399999984,1,0.6530622274534486,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,0.108532673,-0.067520538,0.05571670969999999,1,0.6530026504999012,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,0.178305873,-0.235238677,0.054242507999999995,1,0.6517967573127311,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,0.499770379,-0.986739108,0.05381753290000002,1,0.6514487609237443,0
9,2,50,20.0,0.0,3,20,1,2,15.0,15.0,0.423521699,-0.820504934,0.05031370909999999,1,0.6485733825637923,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-0.146937062,0.509042671,0.04985685790000001,1,0.6481976587798811,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,-0.046958054,0.274512719,0.0494831779,1,0.6478901980564491,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.200877119,-0.313891249,0.04644660860000001,1,0.6453871349181461,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,-0.078008819,0.334286541,0.045679789,1,0.6447537532250587,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,0.099756448,-0.082429559,0.045100645899999986,1,0.644275047702778,0
1,2,2,20.0,0.0,4,19,2,1,15.78,5.26,0.243285206,-0.434609548,0.039916779799999996,1,0.6399772195457359,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,0.094052272,-0.089037243,0.03912541750000001,1,0.6393190864656977,0
3,6,17,30.0,1.0,4,22,1,2,9.1,9.09,-0.049287475,0.245066565,0.039018737,1,0.6392303253058981,0
2,6,11,30.0,1.0,6,20,1,2,15.0,20.0,0.146398038,-0.216406121,0.037556790300000004,1,0.6380129723924302,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,0.218649541,-0.394695643,0.034645985800000015,1,0.6355838080229512,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,-0.094067462,0.330605914,0.0333345508,1,0.6344870625118708,0
2,5,10,20.0,0.0,6,19,1,1,15.79,42.1,0.453440424,-0.948430359,0.03287918910000004,1,0.634105913322763,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.132898894,-0.211326415,0.029631301299999996,1,0.6313824163796278,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.367342655,-0.759250085,0.02936483299999998,1,0.631158589524046,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,0.433259691,-0.918975687,0.02758907760000001,1,0.6296655349497338,0
6,4,32,30.0,1.0,5,23,1,2,26.09,26.09,0.303893388,-0.618856306,0.027068479800000017,1,0.6292273362582781,0
8,6,47,50.0,3.0,6,21,2,1,23.81,0.0,-0.083836995,0.275530714,0.023973317700000003,1,0.6266176178997712,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,-0.006179854,0.080238854,0.0197457584,1,0.6230409699105252,0
9,1,49,30.0,1.0,3,21,2,2,9.52,19.05,0.411311488,-0.896870004,0.018857040400000025,1,0.6222873314713783,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.245252905,-0.512838767,0.017825403399999995,1,0.621411741207834,0
3,2,13,,,4,22,1,1,40.9,13.64,-0.216741614,0.56235127,0.016986251199999997,1,0.6206989247321345,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,0.104991641,-0.207232978,0.011324255299999995,1,0.6158755982337278,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,0.141233171,-0.291852214,0.011307555499999997,1,0.6158613370898036,0
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,0.167705098,-0.361063595,0.009074490099999985,1,0.613952542603546,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.10797869,-0.230374968,0.006472592599999993,1,0.6117239615851741,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,-0.05249582,0.13577333,0.003984925,1,0.6095887505982457,0
2,1,6,40.0,2.0,3,22,2,2,13.64,77.27,0.072653239,-0.156517813,0.003901923399999993,1,0.6095174343279389,0
6,3,31,20.0,0.0,5,22,2,1,13.64,4.55,0.037104915,-0.078158358,0.0025259331000000024,1,0.6083344676237298,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,0.108532673,-0.253202018,1.2265699999999824e-05,1,0.6061700661419238,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,-0.050648581,0.118160942,-5.724099999999954e-06,1,0.6061545605002387,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,0.2776673,-0.665012315,-0.005136584500000013,1,0.6017233974881155,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,-0.084515425,0.17813696,-0.005719709499999996,1,0.601218698063994,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,-0.221498157,0.48823689,-0.008577642900000015,1,0.5987419693062574,0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,-0.012463491,-0.02243992,-0.015456419699999998,1,0.5927597384891203,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,-0.212333818,0.443341543,-0.01563120969999998,1,0.5926073538006611,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.132898894,-0.386217241,-0.022835946499999996,1,0.5863105779757036,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,-0.270316896,0.536870619,-0.028160641499999972,1,0.581638102006492,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,-0.047057967,0.0,-0.0329405769,1,0.5774307629454463,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,0.0,-0.11628038,-0.034884114,1,0.5757166948216521,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,0.499770379,-1.28276084,-0.0349889867,1,0.5756241504177964,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,0.145040026,-0.455250616,-0.03504716660000001,1,0.5755728074908403,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.056814004,0.014757569,-0.0353425321,1,0.5753121257690984,0
5,2,22,40.0,2.0,3,19,1,2,21.05,21.06,-0.056814004,0.014757569,-0.0353425321,1,0.5753121257690984,0
5,2,22,40.0,2.0,3,19,2,1,21.05,21.06,-0.056814004,0.014757569,-0.0353425321,1,0.5753121257690984,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,-0.411414654,0.828120078,-0.0395542344,1,0.5715903576491145,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,-0.267286236,0.488364302,-0.04059107460000003,1,0.5706728289756023,0
2,4,9,40.0,2.0,5,20,1,1,5.0,70.0,0.077492302,-0.321196857,-0.042114445699999996,1,0.5693238470355311,0
3,6,17,30.0,1.0,4,22,2,1,9.1,9.09,-0.320368586,0.604497528,-0.042908751800000006,1,0.5686200464934226,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.20064237,-0.616891283,-0.044617725900000016,1,0.56710482984451,0
5,6,26,30.0,1.0,5,22,1,2,4.54,9.09,0.18523359,-0.599068324,-0.05005698419999999,1,0.5622737382487166,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,0.218649541,-0.690717375,-0.054160533799999994,1,0.5586208341422533,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,0.037104915,-0.269212122,-0.054790196099999994,1,0.5580597261352803,0
8,3,44,30.0,1.0,4,22,2,2,27.27,18.18,-0.050648581,-0.067520538,-0.0557101681,1,0.557239639013349,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-0.018523359,-0.166953467,-0.0630523914,1,0.5506833129980164,0
2,6,11,30.0,1.0,6,20,1,1,15.0,20.0,-0.078829713,-0.028226885,-0.0636488646,1,0.550149844164912,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,-0.006179854,-0.203683244,-0.065430871,1,0.5485553537711746,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,-0.432589799,0.790044096,-0.06579963049999996,1,0.5482252663351805,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.045417205,-0.327880523,-0.0665721134,1,0.5475336504471848,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,-0.964125441,2.011374212,-0.07147554509999998,1,0.543139151654746,0
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,-0.08584017,-0.046727246,-0.07410629279999999,1,0.5407784890532841,0
2,6,11,30.0,1.0,6,20,1,2,15.0,20.0,0.146398038,-0.592764593,-0.07535075129999998,1,0.539661111944308,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,-0.293504703,0.426786387,-0.07741737599999998,1,0.5378045995583187,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.344948259,0.540450563,-0.07932861239999994,1,0.5360866854904105,0
7,3,36,30.0,1.0,4,22,2,1,27.27,9.1,0.094052272,-0.524330432,-0.09146253919999997,1,0.5251605244991369,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-0.126478186,-0.013647446,-0.092628964,1,0.5241086467802336,0
3,3,14,20.0,0.0,5,23,2,1,26.09,4.3,-0.290453151,0.364160951,-0.0940689204,1,0.5228097769438481,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,-0.044299631,-0.211326415,-0.09440766619999999,1,0.5225041713592469,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.061496055,-0.177553066,-0.0963131583,1,0.5207847579840212,0
4,3,20,,,4,22,1,1,13.64,13.64,-4.51e-16,-0.324684513,-0.09740535390000032,1,0.5197989702179003,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,-0.232476906,0.214131238,-0.09849446280000002,1,0.5188157970103514,0
3,2,13,,,4,22,1,1,40.9,13.64,-0.100441236,-0.110025249,-0.1033164399,1,0.5144609838354939,0
3,2,13,,,4,22,1,1,40.9,13.64,-0.333041993,0.427875967,-0.10476660499999996,1,0.5131507856606516,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,-0.276550154,0.295310073,-0.10499208589999999,1,0.5129470481722197,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,0.695196405,-1.974709204,-0.1057752777,1,0.5122393416179969,0
1,2,2,20.0,0.0,4,19,2,1,15.78,5.26,0.243285206,-0.920349632,-0.10580524539999997,1,0.5122122610752615,0
2,3,8,50.0,2.0,4,19,1,1,10.53,78.95,-0.167705098,0.030948308,-0.10810907619999999,1,0.5101301435641388,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,-0.230428612,0.17442057,-0.10897385739999998,1,0.5093484708695765,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,-0.094067462,-0.148202651,-0.1103080187,1,0.5081424167351791,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,0.224922337,-0.896539927,-0.11151634220000001,1,0.5070500120413742,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,-0.126156712,-0.078158358,-0.1117572058,1,0.5068322443402976,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,0.031195734,-0.447780274,-0.11249706839999998,1,0.5061633042705611,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.037199467,-0.464013151,-0.11316431839999999,1,0.5055599901589986,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,0.230457282,-0.918975687,-0.11437260869999996,1,0.5044674211464497,0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,-0.071157808,-0.220633202,-0.1160004262,1,0.5029954038699156,0
