School,Teacher,Teacher ID,Teacher Age Group,Experience,Grade,Class size,Income Type,Ethnicity,% of low,% of multi,AveAca,AveSocio,Weighted_Score,Cluster,Gifted_Prob,Gifted
7,5,38,30.0,1.0,5,21,2,1,23.8,9.5,0.798051586,1.07158427,0.8801113912,1,0.9730228630335299,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,1.098160197,0.362777835,0.8775454883999999,1,0.9727822203763288,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.832449074,0.982163789,0.8773634884999999,1,0.9727650721256967,0
9,6,54,30.0,1.0,6,21,2,1,38.1,9.52,1.700277234,-1.050119385,0.8751582483,1,0.9725564512088403,0
5,1,21,30.0,1.0,3,21,2,1,23.81,23.81,0.7101958,1.233781389,0.8672714767,1,0.9717974960762186,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,0.586098499,1.52030285,0.8663598042999999,1,0.971708454520309,0
3,5,16,30.0,1.0,5,22,1,2,18.18,4.55,0.990769781,0.566478831,0.8634824959999999,1,0.9714256297992665,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,0.783895518,1.048818761,0.8633724908999999,1,0.9714147622951995,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,0.80314603,0.99598952,0.860999077,1,0.9711793063239201,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,1.035771704,0.450839361,0.8602920010999999,1,0.9711087954767473,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,1.179936302,0.112895406,0.8598240332,1,0.9710620364174233,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,1.203564642,0.049523932,0.8573524289999999,1,0.9708138486240582,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,1.141093471,0.194462882,0.8571042943,1,0.9707888176878849,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,0.625461185,1.389216538,0.8545877908999999,1,0.9705337767558332,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,0.636062099,1.352649606,0.8510383510999999,1,0.9701703582847452,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,0.64503148,1.311532687,0.8449818420999999,1,0.9695401419279291,0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,0.875241032,0.746758529,0.8366962811,1,0.9686569462564054,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,0.932539883,0.610738558,0.8359994854999999,1,0.9685815462338162,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,0.745257689,1.046568341,0.8356508845999999,1,0.9685437580751665,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.832449074,0.838432503,0.8342441027,1,0.9683908141029913,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.832449074,0.838432503,0.8342441027,1,0.9683908141029913,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.893278254,0.691124903,0.8326322487,1,0.9682146860313618,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.893278254,0.691124903,0.8326322487,1,0.9682146860313618,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.796504438,0.913333675,0.8315532091,1,0.9680962461394491,0
3,2,13,,,4,22,2,1,40.9,13.64,0.829961792,0.831301878,0.8303638177999999,1,0.967965196572068,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.66449447,1.187800195,0.8214861874999999,1,0.9669703849759175,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.85558773,0.736962063,0.8200000299,1,0.9668009435191537,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.592747488,1.345448531,0.8185578009,1,0.9666357040369882,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.84044609,0.752486805,0.8140583044999999,1,0.9661150418777824,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.658106975,1.159007864,0.8083772417,1,0.9654463896797254,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,0.781464665,0.868744486,0.8076486112999999,1,0.9653597111204245,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,0.813939596,0.792165274,0.8074072993999999,1,0.9653309580099328,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,0.813939596,0.792165274,0.8074072993999999,1,0.9653309580099328,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,0.925841821,0.522471667,0.8048307748,1,0.9650225114360648,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,0.56528654,1.360087728,0.8037268964,1,0.964889549558666,0
6,3,31,20.0,0.0,5,22,2,1,13.64,4.55,0.853413048,0.686056697,0.8032061426999999,1,0.9648266550876572,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.700349495,1.040867752,0.8025049720999999,1,0.9647417982254846,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,0.780453474,0.853594905,0.8023959032999999,1,0.9647285807281601,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.986008239,0.373234784,0.8021762024999999,1,0.9647019417287436,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,1.109689198,0.08171862,0.8012980246000001,1,0.9645952668494915,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.757669489,0.90298738,0.8012648562999999,1,0.9645912316861235,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,0.691285835,1.04652342,0.7978571104999999,1,0.9641742735448469,0
2,6,11,30.0,1.0,6,20,1,1,15.0,20.0,0.82208129,0.724490058,0.7928039203999999,1,0.96354722680181,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,0.658811531,1.094006578,0.7893700450999999,1,0.9631150762303874,0
3,2,13,,,4,22,1,1,40.9,13.64,0.713661413,0.965777182,0.7892961436999999,1,0.9631057215679443,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,0.838864508,0.671162018,0.788553761,1,0.9630116212049123,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,0.760638829,0.846150561,0.7862923486,1,0.9627235453134013,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,0.982572271,0.313953218,0.7819865550999999,1,0.9621690363984492,0
9,6,55,20.0,0.0,6,20,2,1,30.0,5.0,0.604334712,1.182244116,0.7777075331999999,1,0.9616100885440853,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,0.243285206,1.994090869,0.7685269049,1,0.9603838557378401,0
7,3,36,30.0,1.0,4,22,2,1,27.27,9.1,0.658365902,0.999195728,0.7606148498,1,0.959296854433616,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,0.658365902,0.999195728,0.7606148498,1,0.959296854433616,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,0.96223045,0.28413923,0.758803084,1,0.959043933523446,0
1,3,3,20.0,0.0,6,21,2,1,19.05,9.52,0.514784739,1.311532687,0.7538091234,1,0.9583389287671131,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.592747488,1.129391103,0.7537405724999999,1,0.9583291706054883,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,0.599084124,1.112118805,0.7529945282999999,1,0.9582228296621979,0
3,2,13,,,4,22,1,1,40.9,13.64,0.713661413,0.831301878,0.7489535525,1,0.9576422819577156,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,0.641760066,0.964716126,0.738646884,1,0.9561262776652529,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,0.623719789,0.99598952,0.7354007083,1,0.9556381137369055,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,0.591607978,1.068821762,0.7347721132,1,0.9555429849541895,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,0.698443045,0.811155172,0.7322566830999999,1,0.9551603508992129,0
4,3,20,,,4,22,1,1,13.64,13.64,0.609956756,1.014639103,0.7313614601,1,0.9550234145225819,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,0.576305256,1.086363109,0.7293226119,1,0.954710048820016,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,0.931002123,0.2586159,0.7292862560999999,1,0.9547044420987834,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,0.628415304,0.96392849,0.7290692597999999,1,0.9546709635245276,0
8,5,46,30.0,1.0,5,22,2,2,22.73,9.09,1.041666916,-0.01032557,0.7260691702,1,0.9542056696939787,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,0.767668417,0.628067187,0.725788048,1,0.9541618360346557,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,0.738644765,0.691321979,0.7244479291999999,1,0.9539523270957376,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,0.738644765,0.691321979,0.7244479291999999,1,0.9539523270957376,0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,0.772736421,0.605877851,0.7226788499999999,1,0.9536743529381343,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,1.222998372,-0.460383813,0.7179837164999999,1,0.9529288080159156,0
2,3,8,50.0,2.0,4,19,1,1,10.53,78.95,1.00623059,0.030948308,0.7136459053999998,1,0.9522298237087207,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.445088606,1.336743672,0.7125851258,1,0.952057389963943,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,0.564404773,1.048818761,0.7097289694,1,0.9515901525699632,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,1.129391197,-0.273501645,0.7085233443999999,1,0.9513916235353717,0
7,5,38,30.0,1.0,5,21,2,1,23.8,9.5,0.798051586,0.494577356,0.707009317,1,0.9511412100466805,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,0.685363426,0.749633262,0.7046443768,1,0.9507475963036125,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,0.813939596,0.447063571,0.7038767884999999,1,0.9506191926723627,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.963083378,0.093468376,0.7021988774,1,0.9503373967475299,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.658106975,0.803828035,0.701823293,1,0.9502741098838656,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.699257223,0.694701217,0.6978904212,1,0.9496067817166912,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.696953363,0.691124903,0.695204825,1,0.9491462014972567,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,0.756887308,0.536870619,0.6908823013000001,1,0.9483964678004163,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,1.263581677,-0.659436474,0.6866762316999999,1,0.9476568550974764,0
8,7,48,40.0,2.0,6,20,2,1,20.0,20.0,0.518836701,1.059214982,0.6809501853,1,0.9466337688121093,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,0.599084124,0.860995204,0.6776574479999999,1,0.9460368853044906,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,0.767668417,0.443341543,0.6703703548,1,0.9446933621340344,0
6,2,30,30.0,1.0,4,23,2,1,8.7,13.04,0.690935258,0.61904915,0.6693694256,1,0.9445063653821508,0
8,1,42,30.0,1.0,3,16,1,1,18.75,18.75,0.664265286,0.67768808,0.6682921242,1,0.944304432122336,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,0.591607978,0.846150561,0.6679707529,1,0.9442440586321531,0
3,3,14,20.0,0.0,5,23,1,2,26.09,4.3,1.699459926,-1.765254777,0.6600455150999999,1,0.9427354812287779,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,0.734941487,0.478779639,0.6580929325999999,1,0.9423579287550025,0
3,6,17,30.0,1.0,4,22,1,2,9.1,9.09,0.628415304,0.724307849,0.6571830675,1,0.9421811952965481,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,1.292518596,-0.826423866,0.6568358574,1,0.9421136180216474,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,0.813939596,0.274512719,0.6521115328999999,1,0.9411866906960746,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,0.509530323,0.972764044,0.6485004393,1,0.9404687676322891,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.566065371,0.838432503,0.6477755106,1,0.9403236528822825,0
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,0.698443045,0.526539322,0.6468719280999999,1,0.940142309269294,0
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,1.001468649,-0.194696859,0.6426189965999999,1,0.9392817844894829,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,0.733761758,0.426786387,0.6416691467,1,0.9390880116806682,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,1.170577527,-0.59360568,0.6413225649,1,0.9390171630755219,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,0.433259691,1.125487077,0.6409279068,1,0.938936392332818,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.300991989,1.432739976,0.6405163851,1,0.9388520631942923,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,0.932539883,-0.041406004,0.6403561168999999,1,0.9388191913845512,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,0.796451452,0.275530714,0.6401752305999999,1,0.9387820707486821,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,0.796451452,0.275530714,0.6401752305999999,1,0.9387820707486821,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,0.685363426,0.522471667,0.6364958983,1,0.9380224070340655,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,0.685363426,0.522471667,0.6364958983,1,0.9380224070340655,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,0.740546377,0.393357037,0.6363895749999999,1,0.938000323627802,0
2,4,9,40.0,2.0,5,20,1,1,5.0,70.0,0.697430719,0.481795285,0.6327400888,1,0.9372378302132146,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,0.526889795,0.877110461,0.6319559948,1,0.9370728638979259,0
2,5,10,20.0,0.0,6,19,1,1,15.79,42.1,0.632927258,0.608868873,0.6257097425,1,0.935744116527374,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.592747488,0.697276246,0.6241061154,1,0.9353987662840497,0
9,4,52,20.0,0.0,4,25,1,2,16.0,16.0,0.691285835,0.46512152,0.6234365405,1,0.9352540559771451,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,0.243285206,1.508350786,0.62280488,1,0.9351172618052174,0
4,1,18,30.0,1.0,3,25,1,2,20.0,8.0,0.439025056,1.040867752,0.6195778648,1,0.9344141814963126,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,0.756887308,0.294000577,0.6180212887,1,0.9340725043566842,0
2,5,10,20.0,0.0,6,19,1,2,15.79,42.1,0.812414093,0.163926235,0.6178677356,1,0.9340387085984648,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,0.420230091,1.073966193,0.6163509215999999,1,0.9337039996913045,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.699257223,0.407238644,0.6116516492999999,1,0.9326569355601256,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.388990539,1.129391103,0.6111107081999999,1,0.9325354207773757,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,0.738644765,0.296280848,0.6059355899,1,0.9313625258622035,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.539798708,0.752486805,0.6036051371,1,0.9308281700899309,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,0.704503387,0.364160951,0.6024006561999999,1,0.9305504759489175,0
9,6,54,30.0,1.0,6,21,2,1,38.1,9.52,0.623719789,0.541298652,0.5989934479,1,0.92975931476774,0
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,0.670820393,0.422960211,0.5964623384,1,0.9291661706675022,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.810595177,0.093468376,0.5954571366999999,1,0.9289293219021241,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.487295945,0.838018543,0.5925127243999999,1,0.9282313124185794,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,0.716327113,0.28413923,0.5866707481,1,0.9268275381227614,0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,0.641869769,0.448798408,0.5839483607,1,0.9261647219951104,0
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,0.593727842,0.545151206,0.5791548511999999,1,0.9249841342810997,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.644924306,0.411952453,0.5750327500999999,1,0.9239549828659464,0
6,1,29,40.0,2.0,3,23,2,1,8.7,26.08,0.96223045,-0.328535985,0.5750005195,1,0.9239468848503966,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,0.625461185,0.455289454,0.5744096657,1,0.9237982903424357,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,0.690151422,0.30394917,0.5742907464,1,0.9237683508260603,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.310097419,1.187800195,0.5734082517999999,1,0.923545831768661,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,0.433259691,0.898324548,0.5727791481,1,0.923386839072914,0
8,1,42,30.0,1.0,3,16,1,1,18.75,18.75,0.104883993,1.663416196,0.5724436539,1,0.9233019253842928,0
7,4,37,30.0,1.0,4,21,2,1,23.8,0.0,0.391339604,0.969969062,0.5649284414,1,0.9213769471218894,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,0.658365902,0.346255945,0.5647329149,1,0.9213262757298866,0
7,2,35,30.0,1.0,3,21,2,1,14.29,4.76,0.356559367,1.045501599,0.5632420365999999,1,0.9209389206630971,0
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,0.698443045,0.241923472,0.5614871731,1,0.9204807319133084,0
1,3,3,20.0,0.0,6,21,2,2,19.05,9.52,0.384537998,0.967255357,0.5593532056999999,1,0.9199202739597899,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.66449447,0.313346064,0.5591499481999999,1,0.9198667023417202,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.500628472,0.691124903,0.5577774013,1,0.9195040846911338,0
8,3,44,30.0,1.0,4,22,2,2,27.27,18.18,0.426895181,0.860886861,0.557092685,1,0.9193226248559948,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,0.9352034,-0.327308227,0.5564499118999999,1,0.9191519391751591,0
3,1,12,40.0,2.0,3,20,2,1,20.0,10.0,0.576305256,0.493801413,0.5515541031,1,0.917840974244165,0
3,5,16,30.0,1.0,5,22,2,1,18.18,4.55,0.539798708,0.566478831,0.5478027448999999,1,0.9168233213579166,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,1.018891521,-0.561108068,0.5448916443,1,0.9160256809638736,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.505618774,0.62623812,0.5418045778,1,0.9151721977067447,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.487295945,0.663127716,0.5400454763,1,0.9146823244383818,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,0.444885031,0.749633262,0.5363095003,1,0.9136333666892568,0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,0.772736421,-0.02243992,0.5341835186999999,1,0.913031219682434,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,0.695196405,0.141050657,0.5289526806,1,0.9115333861961884,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.364554772,0.887083965,0.5213135299,1,0.9093038421755715,0
5,1,21,30.0,1.0,3,21,2,1,23.81,23.81,0.367342655,0.87141203,0.5185634674999999,1,0.9084888365732141,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.245252905,1.151785428,0.5172126618999999,1,0.9080860919631851,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.245252905,1.151785428,0.5172126618999999,1,0.9080860919631851,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,0.853413048,-0.269212122,0.5166254969999999,1,0.9079105288007875,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,0.734941487,-0.035729824,0.5037400937,1,0.9039807912386397,0
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,0.700349495,0.040033375,0.5022546589999999,1,0.9035181990489609,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,0.548552872,0.393357037,0.5019941215,1,0.9034368566835844,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,0.230457282,1.125487077,0.49896622050000006,1,0.9024869893205906,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,0.470261359,0.56390254,0.49835371329999995,1,0.9022938262236002,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.844760007,-0.327880523,0.49296784799999993,1,0.9005804910185156,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,0.422577127,0.623479361,0.4828477972,1,0.897288306121784,0
8,4,45,30.0,1.0,4,18,1,2,16.67,11.11,0.218649541,1.085413018,0.47867858409999997,1,0.8959039786322449,0
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,0.321900637,0.841090432,0.4776575755,1,0.8955624480044397,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.538769227,0.327857991,0.47549585619999996,1,0.894836058771031,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.439025056,0.540450563,0.4694527081,1,0.8927815795662056,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,0.716327113,-0.124310913,0.46413570519999997,1,0.8909446662355753,0
2,2,7,40.0,2.0,3,19,1,1,5.26,63.15,0.46964153,0.424294619,0.45603745669999995,1,0.888093515241447,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,0.599084124,0.107624401,0.4516462071,1,0.886520232265053,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,0.691285835,-0.11628038,0.4490159704999999,1,0.8855686134337295,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,-0.013515845,1.508350786,0.4430441443,1,0.8833820254590384,0
4,3,20,,,4,22,1,1,13.64,13.64,-4.51e-16,1.461080308,0.4383240923999997,1,0.8816280401839315,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,0.500086257,0.294000577,0.43826055299999994,1,0.8816042727439857,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.658106975,-0.084121539,0.4354384208,1,0.8805444316360396,0
8,6,47,50.0,3.0,6,21,2,1,23.81,0.0,0.503021969,0.275530714,0.43477459249999995,1,0.8802939376968317,0
9,6,55,20.0,0.0,6,20,2,1,30.0,5.0,0.114333594,1.182244116,0.43470675059999997,1,0.8802683120236915,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.045417205,1.336743672,0.4328151451,1,0.8795518805616372,0
5,1,21,30.0,1.0,3,21,2,1,23.81,23.81,0.7101958,-0.215696047,0.4324282459,1,0.8794048875656727,0
6,5,33,40.0,2.0,6,20,1,2,10.0,15.0,0.246682595,0.846303945,0.426569,1,0.8771597120303762,0
8,7,48,40.0,2.0,6,20,1,2,20.0,20.0,0.518836701,0.203283683,0.4241707956,1,0.8762303708401533,0
3,2,13,,,4,22,2,1,40.9,13.64,0.364760278,0.56235127,0.4240375756,1,0.8761785683301663,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.304303581,0.691124903,0.4203499776,1,0.8747371975354137,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,0.031195734,1.327900124,0.420207051,1,0.8746810416783162,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,-0.046958054,1.482368682,0.41183996679999996,1,0.8713556197456137,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,0.586098499,4.82e-16,0.41026894930000013,1,0.8707228556692416,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,0.499770379,0.197347822,0.4090436119,1,0.8702274726521163,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,0.213052516,0.855939004,0.40591846239999996,1,0.8689566653328225,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,0.434620565,0.334286541,0.40452035779999995,1,0.8683847065228995,0
8,6,47,50.0,3.0,6,21,2,1,23.81,0.0,0.209592487,0.854145213,0.40295830479999994,1,0.8677431573938765,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,0.209592487,0.854145213,0.40295830479999994,1,0.8677431573938765,0
2,1,6,40.0,2.0,3,22,1,1,13.64,77.27,0.072653239,1.167863678,0.4012163707,1,0.8670245855512612,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.195916083,0.87141203,0.3985648671,1,0.8659244205545648,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,0.461682691,0.241923472,0.39575492529999995,1,0.8647500761059732,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,0.411311488,0.358748002,0.3955424422,1,0.8646609199238956,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,0.357334192,0.484687207,0.3955400965,1,0.86465993540887,0
2,5,10,20.0,0.0,6,19,1,2,15.79,42.1,-0.085020079,1.498754148,0.3901121891,1,0.8623654576056996,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,0.218649541,0.789391286,0.3898720645,1,0.8622631963802315,0
3,3,14,20.0,0.0,5,23,2,1,26.09,4.3,0.278093442,0.648083048,0.3890903238,1,0.8619298333746661,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,0.230428612,0.75582247,0.3880467694,1,0.8614837608089243,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,0.419966564,0.307276485,0.3861595403,1,0.8606739642850779,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,0.599084124,-0.143499201,0.3763091265,1,0.8563822144723411,0
2,6,11,30.0,1.0,6,20,1,1,15.0,20.0,0.146398038,0.912669294,0.3762794148,1,0.8563691033510507,0
2,5,10,20.0,0.0,6,19,2,1,15.79,42.1,0.273953589,0.608868873,0.37442817419999996,1,0.8555502122832227,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,0.4709395,0.141050657,0.37197284709999995,1,0.8544580832843307,0
4,3,20,,,4,22,1,1,13.64,13.64,-4.51e-16,1.237859706,0.37135791179999966,1,0.8541834825901542,0
7,3,36,30.0,1.0,4,22,2,1,27.27,9.1,0.094052272,0.999195728,0.3655953088,1,0.8515891221325032,0
2,3,8,50.0,2.0,4,19,1,1,10.53,78.95,0.503115295,0.030948308,0.36146519889999995,1,0.8497062036152627,0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,0.334441695,0.424294619,0.36139757219999996,1,0.8496752084960382,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,0.077492302,1.01712338,0.35938162539999996,1,0.8487488122345304,0
2,4,9,40.0,2.0,5,20,1,1,5.0,70.0,0.077492302,1.01712338,0.35938162539999996,1,0.8487488122345304,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.700349495,-0.460383813,0.3521295026,1,0.845377116768754,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.700349495,-0.460383813,0.3521295026,1,0.845377116768754,0
5,5,25,40.0,2.0,5,22,2,1,18.18,9.09,0.245252905,0.596910696,0.35075024229999996,1,0.8447289092148664,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,0.422577127,0.17813696,0.3492450769,1,0.8440189841089422,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,0.363628168,0.30394917,0.3457244686,1,0.8423480543931444,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,0.223538852,0.609871603,0.3394386773,1,0.8393283382384957,0
