School,Teacher,Teacher ID,Teacher Age Group,Experience,Grade,Class size,Income Type,Ethnicity,% of low,% of multi,AveAca,AveSocio,Weighted_Score,Cluster,Gifted_Prob,Gifted
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,25.602840063000002,26.701444656,0.8813801601,1,0.9731410848607908,0
2,1,6,40.0,2.0,3,22,1,1,13.64,77.27,24.819025401,28.510773101999998,0.8807277456999999,1,0.9730803573207044,0
7,5,38,30.0,1.0,5,21,2,1,23.8,9.5,25.182464273999997,27.64425843,0.8801113912,1,0.97302286303353,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,27.883441772999998,21.265000514999997,0.8775454883999999,1,0.9727822203763288,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,25.492041666,26.839474101,0.8773634884999999,1,0.9727650721256969,0
9,6,54,30.0,1.0,6,21,2,1,38.1,9.52,33.302495106,8.548925535,0.8751582483,1,0.9725564512088404,0
5,1,21,30.0,1.0,3,21,2,1,23.81,23.81,24.3917622,29.104032501,0.8672714767,1,0.9717974960762186,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,23.274886491,31.682725650000002,0.8663598042999999,1,0.971708454520309,0
3,5,16,30.0,1.0,5,22,1,2,18.18,4.55,26.916928028999997,23.098309479,0.8634824959999999,1,0.9714256297992664,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,25.055059662,27.439368848999997,0.8633724908999999,1,0.9714147622951996,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,25.22831427,26.963905679999996,0.860999077,1,0.97117930632392,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,27.321945336,22.057554249,0.8602920010999999,1,0.9711087954767472,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,28.619426718000003,19.016058654000002,0.8598240332,1,0.9710620364174232,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,28.832081778,18.445715388,0.8573524289999999,1,0.9708138486240582,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,28.269841239,19.750165938,0.8571042943,1,0.9707888176878848,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,23.629150665,30.502948842000002,0.8545877908999999,1,0.9705337767558332,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,23.724558891,30.173846454,0.8510383510999999,1,0.9701703582847452,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,23.80528332,29.803794182999997,0.8449818420999999,1,0.9695401419279293,0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,25.877169287999997,24.720826760999998,0.8366962811,1,0.9686569462564054,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,26.392858947,23.496647022,0.8359994854999999,1,0.9685815462338162,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,24.707319201,27.419115069,0.8356508845999999,1,0.9685437580751663,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,25.492041666,25.545892527,0.8342441027,1,0.9683908141029912,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,25.492041666,25.545892527,0.8342441027,1,0.9683908141029912,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,26.039504286000003,24.220124127,0.8326322487,1,0.9682146860313618,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,26.039504286000003,24.220124127,0.8326322487,1,0.9682146860313618,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,25.168539942000002,26.220003075,0.8315532091,1,0.9680962461394492,0
3,2,13,,,4,22,2,1,40.9,13.64,25.469656128,25.481716902000002,0.8303638177999999,1,0.967965196572068,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,23.98045023,28.690201755,0.8214861874999999,1,0.9669703849759176,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,25.70028957,24.632658567,0.8200000299,1,0.9668009435191536,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,23.334727391999998,30.109036779,0.8185578009,1,0.9666357040369882,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,25.564014810000003,24.772381245000002,0.8140583044999999,1,0.9661150418777824,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,23.922962775000002,28.431070776,0.8083772417,1,0.9654463896797254,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,25.033181985000002,25.818700374000002,0.8076486112999999,1,0.9653597111204244,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,25.325456363999997,25.129487465999997,0.8074072993999999,1,0.9653309580099328,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,25.325456363999997,25.129487465999997,0.8074072993999999,1,0.9653309580099328,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,26.332576389,22.702245003,0.8048307748,1,0.9650225114360648,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,23.08757886,30.240789552,0.8037268964,1,0.964889549558666,0
6,3,31,20.0,0.0,5,22,2,1,13.64,4.55,25.680717432,24.174510273000003,0.8032061426999999,1,0.9648266550876572,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,24.303145455,27.367809768,0.8025049720999999,1,0.9647417982254846,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,25.024081266000003,25.682354145,0.8023959032999999,1,0.96472858072816,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,26.874074151000002,21.359113055999998,0.8021762024999999,1,0.9647019417287436,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,27.987202782000004,18.735467579999998,0.8012980246000001,1,0.9645952668494916,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,24.819025401,26.12688642,0.8012648562999999,1,0.9645912316861236,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,24.221572515,27.418710779999998,0.7978571104999999,1,0.9641742735448467,0
2,6,11,30.0,1.0,6,20,1,1,15.0,20.0,25.39873161,24.520410522,0.7928039203999999,1,0.96354722680181,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,23.929303779,27.846059201999996,0.7893700450999999,1,0.9631150762303874,0
3,2,13,,,4,22,1,1,40.9,13.64,24.422952717,26.691994638,0.7892961436999999,1,0.9631057215679444,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,25.549780572000003,24.040458162,0.788553761,1,0.9630116212049123,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,24.845749461,25.615355049,0.7862923486,1,0.9627235453134012,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,26.843150439,20.825578962,0.7819865550999999,1,0.9621690363984492,0
9,6,55,20.0,0.0,6,20,2,1,30.0,5.0,23.439012408,28.640197043999997,0.7777075331999999,1,0.9616100885440853,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,20.189566854,35.946817821,0.7685269049,1,0.96038385573784,0
7,3,36,30.0,1.0,4,22,2,1,27.27,9.1,23.925293118,26.992761552,0.7606148498,1,0.959296854433616,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,23.925293118,26.992761552,0.7606148498,1,0.959296854433616,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,26.66007405,20.55725307,0.758803084,1,0.959043933523446,0
1,3,3,20.0,0.0,6,21,2,1,19.05,9.52,22.633062651000003,29.803794182999997,0.7538091234,1,0.9583389287671132,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,23.334727391999998,28.164519926999997,0.7537405724999999,1,0.9583291706054884,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,23.391757116,28.009069245000003,0.7529945282999999,1,0.958222829662198,0
3,2,13,,,4,22,1,1,40.9,13.64,24.422952717,25.481716902000002,0.7489535525,1,0.9576422819577156,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,23.775840594,26.682445134,0.738646884,1,0.9561262776652528,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,23.613478101000002,26.963905679999996,0.7354007083,1,0.9556381137369055,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,23.324471802,27.619395858,0.7347721132,1,0.9555429849541895,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,24.285987405,25.300396548000002,0.7322566830999999,1,0.9551603508992128,0
4,3,20,,,4,22,1,1,13.64,13.64,23.489610804,27.131751926999996,0.7313614601,1,0.955023414522582,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,23.186747304,27.777267981,0.7293226119,1,0.954710048820016,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,26.379019107,20.3275431,0.7292862560999999,1,0.9547044420987834,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,23.655737736,26.67535641,0.7290692597999999,1,0.9546709635245276,0
8,5,46,30.0,1.0,5,22,2,2,22.73,9.09,27.375002244,17.90706987,0.7260691702,1,0.9542056696939788,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,24.909015753,23.652604683,0.725788048,1,0.9541618360346557,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,24.647802885,24.221897811,0.7244479291999999,1,0.9539523270957376,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,24.647802885,24.221897811,0.7244479291999999,1,0.9539523270957376,0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,24.954627789,23.452900659,0.7226788499999999,1,0.9536743529381344,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,29.006985348,13.856545683,0.7179837164999999,1,0.9529288080159156,0
2,3,8,50.0,2.0,4,19,1,1,10.53,78.95,27.05607531,18.278534772,0.7136459053999998,1,0.9522298237087208,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,22.005797454,30.030693048000003,0.7125851258,1,0.952057389963943,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,23.079642957,27.439368848999997,0.7097289694,1,0.9515901525699632,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,28.164520773,15.538485195,0.7085233443999999,1,0.9513916235353717,0
7,5,38,30.0,1.0,5,21,2,1,23.8,9.5,25.182464273999997,22.451196204,0.707009317,1,0.9511412100466804,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,24.168270833999998,24.746699357999997,0.7046443768,1,0.9507475963036124,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,25.325456363999997,22.023572139,0.7038767884999999,1,0.9506191926723628,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,26.667750402000003,18.841215384,0.7021988774,1,0.95033739674753,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,23.922962775000002,25.234452315,0.701823293,1,0.9502741098838656,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,24.293315007,24.252310953,0.6978904212,1,0.9496067817166912,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,24.272580267,24.220124127,0.695204825,1,0.9491462014972568,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,24.811985772,22.831835571,0.6908823013000001,1,0.9483964678004164,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,29.372235093,12.065071733999998,0.6866762316999999,1,0.9476568550974764,0
8,7,48,40.0,2.0,6,20,2,1,20.0,20.0,22.669530309,27.532934838000003,0.6809501853,1,0.9466337688121093,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,23.391757116,25.748956835999998,0.6776574479999999,1,0.9460368853044906,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,24.909015753,21.990073887,0.6703703548,1,0.9446933621340344,0
6,2,30,30.0,1.0,4,23,2,1,8.7,13.04,24.218417321999997,23.57144235,0.6693694256,1,0.9445063653821508,0
8,1,42,30.0,1.0,3,16,1,1,18.75,18.75,23.978387574,24.099192719999998,0.6682921242,1,0.944304432122336,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,23.324471802,25.615355049,0.6679707529,1,0.9442440586321532,0
3,3,14,20.0,0.0,5,23,1,2,26.09,4.3,33.295139334,2.112707007,0.6600455150999999,1,0.942735481228778,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,24.614473382999996,22.309016751,0.6580929325999999,1,0.9423579287550023,0
3,6,17,30.0,1.0,4,22,1,2,9.1,9.09,23.655737736,24.518770641,0.6571830675,1,0.942181195296548,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,29.632667364,10.562185206,0.6568358574,1,0.9421136180216474,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,25.325456363999997,20.470614470999998,0.6521115328999999,1,0.9411866906960746,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,22.585772907,26.754876396000004,0.6485004393,1,0.9404687676322891,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,23.094588338999998,25.545892527,0.6477755106,1,0.9403236528822824,0
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,24.285987405,22.738853898,0.6468719280999999,1,0.940142309269294,0
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,27.013217841,16.247728269,0.6426189965999999,1,0.9392817844894829,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,24.603855822,21.841077483,0.6416691467,1,0.9390880116806682,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,28.535197743,12.657548879999998,0.6413225649,1,0.939017163075522,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,21.899337219,28.129383693,0.6409279068,1,0.938936392332818,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,20.708927901,30.894659783999998,0.6405163851,1,0.9388520631942924,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,26.392858947,17.627345964,0.6403561168999999,1,0.9388191913845512,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,25.168063068000002,20.479776426,0.6401752305999999,1,0.938782070748682,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,25.168063068000002,20.479776426,0.6401752305999999,1,0.938782070748682,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,24.168270833999998,22.702245003,0.6364958983,1,0.9380224070340656,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,24.168270833999998,22.702245003,0.6364958983,1,0.9380224070340656,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,24.664917393,21.540213333,0.6363895749999999,1,0.938000323627802,0
2,4,9,40.0,2.0,5,20,1,1,5.0,70.0,24.276876470999998,22.336157565,0.6327400888,1,0.9372378302132146,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,22.742008155,25.893994148999997,0.6319559948,1,0.937072863897926,0
2,5,10,20.0,0.0,6,19,1,1,15.79,42.1,23.696345322,23.479819857,0.6257097425,1,0.935744116527374,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,23.334727391999998,24.275486214,0.6241061154,1,0.9353987662840496,0
9,4,52,20.0,0.0,4,25,1,2,16.0,16.0,24.221572515,22.18609368,0.6234365405,1,0.9352540559771452,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,20.189566854,31.575157074,0.62280488,1,0.9351172618052174,0
4,1,18,30.0,1.0,3,25,1,2,20.0,8.0,21.951225504,27.367809768,0.6195778648,1,0.9344141814963126,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,24.811985772,20.646005193,0.6180212887,1,0.9340725043566842,0
2,5,10,20.0,0.0,6,19,1,2,15.79,42.1,25.311726837,19.475336114999998,0.6178677356,1,0.9340387085984648,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,21.782070818999998,27.665695737,0.6163509215999999,1,0.9337039996913044,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,24.293315007,21.665147796,0.6116516492999999,1,0.9326569355601256,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,21.500914850999997,28.164519926999997,0.6111107081999999,1,0.9325354207773756,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,24.647802885,20.666527632,0.6059355899,1,0.9313625258622036,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,22.858188372,24.772381245000002,0.6036051371,1,0.9308281700899308,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,24.340530483000002,21.277448559,0.6024006561999999,1,0.9305504759489176,0
9,6,54,30.0,1.0,6,21,2,1,38.1,9.52,23.613478101000002,22.871687868000002,0.5989934479,1,0.92975931476774,0
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,24.037383536999997,21.806641899,0.5964623384,1,0.9291661706675022,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,25.295356592999998,18.841215384,0.5954571366999999,1,0.928929321902124,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,22.385663505,25.542166887,0.5925127243999999,1,0.9282313124185794,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,24.446944016999996,20.55725307,0.5866707481,1,0.9268275381227614,0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,23.776827921,22.039185672000002,0.5839483607,1,0.9261647219951104,0
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,23.343550578,22.906360854,0.5791548511999999,1,0.9249841342810996,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,23.804318754,21.707572077,0.5750327500999999,1,0.9239549828659464,0
6,1,29,40.0,2.0,3,23,2,1,8.7,26.08,26.66007405,15.043176135,0.5750005195,1,0.9239468848503966,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,23.629150665,22.097605086,0.5744096657,1,0.9237982903424355,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,24.211362798000003,20.73554253,0.5742907464,1,0.9237683508260603,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,20.790876771,28.690201755,0.5734082517999999,1,0.923545831768661,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,21.899337219,26.084920932000003,0.5727791481,1,0.923386839072914,0
8,1,42,30.0,1.0,3,16,1,1,18.75,18.75,18.943955937,32.970745764,0.5724436539,1,0.9233019253842928,0
7,4,37,30.0,1.0,4,21,2,1,23.8,0.0,21.522056436,26.729721558,0.5649284414,1,0.9213769471218894,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,23.925293118,21.116303504999998,0.5647329149,1,0.9213262757298866,0
7,2,35,30.0,1.0,3,21,2,1,14.29,4.76,21.209034303,27.409514391000002,0.5632420365999999,1,0.9209389206630972,0
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,24.285987405,20.177311248,0.5614871731,1,0.9204807319133084,0
1,3,3,20.0,0.0,6,21,2,2,19.05,9.52,21.460841982,26.705298213000003,0.5593532056999999,1,0.91992027395979,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,23.98045023,20.820114576,0.5591499481999999,1,0.9198667023417202,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,22.505656248,24.220124127,0.5577774013,1,0.9195040846911338,0
8,3,44,30.0,1.0,4,22,2,2,27.27,18.18,21.842056629000002,25.747981748999997,0.557092685,1,0.9193226248559948,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,26.4168306,15.054225957,0.5564499118999999,1,0.9191519391751592,0
3,1,12,40.0,2.0,3,20,2,1,20.0,10.0,23.186747304,22.444212717,0.5515541031,1,0.917840974244165,0
3,5,16,30.0,1.0,5,22,2,1,18.18,4.55,22.858188372,23.098309479,0.5478027448999999,1,0.9168233213579166,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,27.170023688999997,12.950027388,0.5448916443,1,0.9160256809638736,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,22.550568966,23.63614308,0.5418045778,1,0.9151721977067448,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,22.385663505,23.968149443999998,0.5400454763,1,0.9146823244383818,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,22.003965279,24.746699357999997,0.5363095003,1,0.9136333666892568,0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,24.954627789,17.79804072,0.5341835186999999,1,0.913031219682434,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,24.256767645000004,19.269455913,0.5289526806,1,0.9115333861961884,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,21.280992947999998,25.983755685,0.5213135299,1,0.9093038421755716,0
5,1,21,30.0,1.0,3,21,2,1,23.81,23.81,21.306083895,25.842708270000003,0.5185634674999999,1,0.908488836573214,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,20.207276145,28.366068852,0.5172126618999999,1,0.9080860919631852,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,20.207276145,28.366068852,0.5172126618999999,1,0.9080860919631852,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,25.680717432,15.577090902000002,0.5166254969999999,1,0.9079105288007876,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,24.614473382999996,17.678431584000002,0.5037400937,1,0.9039807912386396,0
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,24.303145455,18.360300375,0.5022546589999999,1,0.9035181990489608,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,22.936975848000003,21.540213333,0.5019941215,1,0.9034368566835844,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,20.074115538,28.129383693,0.4989662205,1,0.9024869893205906,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,22.232352231,23.07512286,0.4983537132999999,1,0.9022938262236002,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,25.602840063000002,15.049075293000001,0.4929678479999999,1,0.9005804910185156,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,21.803194143,23.611314249,0.4828477972,1,0.897288306121784,0
8,4,45,30.0,1.0,4,18,1,2,16.67,11.11,19.967845869,27.768717162,0.4786785840999999,1,0.8959039786322449,0
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,20.897105733,25.569813888000002,0.4776575755,1,0.8955624480044397,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,22.848923043,20.950721919000003,0.4754958561999999,1,0.894836058771031,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,21.951225504,22.864055067,0.4694527081,1,0.8927815795662056,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,24.446944016999996,16.881201782999998,0.4641357051999999,1,0.8909446662355753,0
2,2,7,40.0,2.0,3,19,1,1,5.26,63.15,22.22677377,21.818651571,0.4560374566999999,1,0.888093515241447,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,23.391757116,18.968619609,0.4516462071,1,0.886520232265053,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,24.221572515,16.95347658,0.4490159704999999,1,0.8855686134337295,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,17.878357395000002,31.575157074,0.4430441443,1,0.8833820254590384,0
4,3,20,,,4,22,1,1,13.64,13.64,17.999999999999993,31.149722772000004,0.4383240923999997,1,0.8816280401839315,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,22.500776313000003,20.646005193,0.4382605529999999,1,0.8816042727439857,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,23.922962775000002,17.242906149,0.4354384208,1,0.8805444316360396,0
8,6,47,50.0,3.0,6,21,2,1,23.81,0.0,22.527197721,20.479776426,0.4347745924999999,1,0.8802939376968317,0
9,6,55,20.0,0.0,6,20,2,1,30.0,5.0,19.029002346,28.640197043999997,0.4347067505999999,1,0.8802683120236915,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,18.408754845,30.030693048000003,0.4328151451,1,0.8795518805616372,0
5,1,21,30.0,1.0,3,21,2,1,23.81,23.81,24.3917622,16.058735577,0.4324282459,1,0.8794048875656727,0
6,5,33,40.0,2.0,6,20,1,2,10.0,15.0,20.220143354999998,25.616735505,0.426569,1,0.8771597120303762,0
8,7,48,40.0,2.0,6,20,1,2,20.0,20.0,22.669530309,19.829553147,0.4241707956,1,0.8762303708401533,0
3,2,13,,,4,22,2,1,40.9,13.64,21.282842502,23.06116143,0.4240375756,1,0.8761785683301663,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,20.738732229,24.220124127,0.4203499776,1,0.8747371975354137,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,18.280761606,29.951101115999997,0.420207051,1,0.8746810416783162,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,17.577377514,31.341318138,0.4118399667999999,1,0.8713556197456137,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,23.274886491,18.000000000000007,0.4102689493000001,1,0.8707228556692416,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,22.497933410999998,19.776130398,0.4090436119,1,0.8702274726521163,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,19.917472644,25.703451035999997,0.4059184623999999,1,0.8689566653328225,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,21.911585085,21.008578869,0.4045203577999999,1,0.8683847065228995,0
8,6,47,50.0,3.0,6,21,2,1,23.81,0.0,19.886332383000003,25.687306917,0.4029583047999999,1,0.8677431573938765,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,19.886332383000003,25.687306917,0.4029583047999999,1,0.8677431573938765,0
2,1,6,40.0,2.0,3,22,1,1,13.64,77.27,18.653879151,28.510773101999998,0.4012163707,1,0.8670245855512612,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,19.763244746999998,25.842708270000003,0.3985648671,1,0.8659244205545648,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,22.155144219,20.177311248,0.3957549252999999,1,0.8647500761059732,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,21.701803392,21.228732018,0.3955424422,1,0.8646609199238956,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,21.216007728,22.362184863,0.3955400965,1,0.86465993540887,0
2,5,10,20.0,0.0,6,19,1,2,15.79,42.1,17.234819289,31.488787331999998,0.3901121891,1,0.8623654576056996,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,19.967845869,25.104521574000003,0.3898720645,1,0.8622631963802315,0
3,3,14,20.0,0.0,5,23,2,1,26.09,4.3,20.502840978000002,23.832747432,0.3890903238,1,0.8619298333746661,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,20.073857508000003,24.80240223,0.3880467694,1,0.8614837608089243,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,21.779699076,20.765488365,0.3861595403,1,0.8606739642850779,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,23.391757116,16.708507191,0.3763091265,1,0.8563822144723411,0
2,6,11,30.0,1.0,6,20,1,1,15.0,20.0,19.317582342,26.214023646,0.3762794148,1,0.8563691033510507,0
2,5,10,20.0,0.0,6,19,2,1,15.79,42.1,20.465582301,23.479819857,0.3744281741999999,1,0.8555502122832227,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,22.2384555,19.269455913,0.3719728470999999,1,0.8544580832843307,0
4,3,20,,,4,22,1,1,13.64,13.64,17.999999999999993,29.140737354000002,0.3713579117999996,1,0.8541834825901542,0
7,3,36,30.0,1.0,4,22,2,1,27.27,9.1,18.846470447999998,26.992761552,0.3655953088,1,0.8515891221325032,0
2,3,8,50.0,2.0,4,19,1,1,10.53,78.95,22.528037655,18.278534772,0.3614651988999999,1,0.8497062036152627,0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,21.009975255,21.818651571,0.3613975721999999,1,0.8496752084960382,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,18.697430718,27.15411042,0.3593816253999999,1,0.8487488122345304,0
2,4,9,40.0,2.0,5,20,1,1,5.0,70.0,18.697430718,27.15411042,0.3593816253999999,1,0.8487488122345304,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,24.303145455,13.856545683,0.3521295026,1,0.845377116768754,0
