School,Teacher,Teacher ID,Teacher Age Group,Experience,Grade,Class size,Income Type,Ethnicity,% of low,% of multi,AveAca,AveSocio,Weighted_Score,Cluster,Gifted_Prob,Gifted
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,24.303145455,13.856545683,0.3521295026,1,0.845377116768754,0
5,5,25,40.0,2.0,5,22,2,1,18.18,9.09,20.207276145,23.372196264000003,0.3507502422999999,1,0.8447289092148664,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,21.803194143,19.60323264,0.3492450769,1,0.8440189841089422,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,21.272653511999998,20.73554253,0.3457244686,1,0.8423480543931444,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,20.011849668,23.488844427,0.3394386773,1,0.8393283382384957,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,25.028020953000002,11.783543625,0.3394086394,1,0.8393137955209182,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,21.516590997,19.954675089000002,0.3386684693999999,1,0.8389551068403807,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,21.516590997,19.954675089000002,0.3386684693999999,1,0.8389551068403807,0
4,3,20,,,4,22,1,1,13.64,13.64,25.319481075,11.059868538,0.3379552571,1,0.8386088659212508,0
7,4,37,30.0,1.0,4,21,2,1,23.8,0.0,18.440257059,26.729721558,0.3252329343,1,0.8323305282012746,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,22.763976651,16.591339683,0.3235761734,1,0.8314986373991783,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,20.220143354999998,22.443095708999998,0.3207810068,1,0.8300876239228203,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,21.522056436,19.39675545,0.3204962378,1,0.8299433412561746,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,18.760638825,25.615355049,0.3130059657999999,1,0.8261129840185046,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,22.155144219,17.615768607,0.3103701705999999,1,0.8247488751919506,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,18.897808032,25.047727317000003,0.3047537575,1,0.8218139126899474,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,18.897808032,25.047727317000003,0.3047537575,1,0.8218139126899474,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,20.020683941999998,22.395278718,0.3036735972,1,0.8212450293642658,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,23.094588338999998,15.197239917000001,0.3028204236,1,0.8207946811772353,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,21.209034303,19.583779653,0.302384212,1,0.820564081712174,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,21.899337219,17.90706987,0.3001841126999999,1,0.81939745858619,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,23.334727391999998,14.552901936,0.3000199728,1,0.8193101835521828,0
1,1,1,40.0,2.0,6,20,1,2,5.0,10.0,19.839659724,22.702245003,0.2998261453,1,0.8192070806510258,0
8,7,48,40.0,2.0,6,20,1,1,20.0,20.0,20.211882777,21.755398572,0.2972152795,1,0.8178137768983801,0
4,3,20,,,4,22,1,1,13.64,13.64,16.170129729,31.149722772000004,0.2960008491,1,0.8171628299905626,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,17.753151203999998,27.409514391000002,0.2944511288999999,1,0.8163295250253075,0
7,7,40,20.0,0.0,6,22,2,1,22.73,4.55,20.676609054,20.470614470999998,0.2905345199,1,0.8142103033130254,0
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,19.599305561999998,22.864055067,0.2865256015,1,0.8120214942764652,0
8,3,44,30.0,1.0,4,22,2,1,27.27,18.18,21.842056629000002,17.392315158,0.2785704652999999,1,0.8076191090395929,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,19.805781330000002,22.037833845,0.2750441205,1,0.8056424618883189,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,20.433267261,20.362426964999997,0.2680016857999999,1,0.8016485375460498,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,20.433267261,20.362426964999997,0.2680016857999999,1,0.8016485375460498,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,22.2384555,16.095816126,0.2661848542,1,0.8006081264379191,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,19.996142733,21.283891974,0.2647186117,1,0.799765473189435,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,22.346271324,15.609273813,0.2583524523,1,0.7960756454268585,0
2,4,9,40.0,2.0,5,20,1,1,5.0,70.0,21.487153599,17.518204719,0.255163215,1,0.7942080895170466,0
6,4,32,30.0,1.0,5,23,2,1,26.09,26.09,17.875679976,25.682354145,0.2464091363,1,0.789016361484832,0
4,3,20,,,4,22,1,1,13.64,13.64,19.829870271,21.104795655,0.2458164317999999,1,0.7886613770432241,0
2,5,10,20.0,0.0,6,19,1,1,15.79,42.1,20.465582301,19.475336114999998,0.2409453828,1,0.7857273041496292,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,27.808928406,2.2534196939999998,0.2380306435999999,1,0.7839573822544481,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,19.271098539,22.097605086,0.2354500558999999,1,0.7823814756777364,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,19.271098539,22.097605086,0.2354500558999999,1,0.7823814756777364,0
2,5,10,20.0,0.0,6,19,1,1,15.79,42.1,22.080963816,15.470852373,0.2331033758999999,1,0.7809411623250171,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,18.299681666999998,24.252310953,0.2317189392,1,0.780088203892543,0
3,4,15,30.0,1.0,5,20,1,2,35.0,5.0,20.024301033,20.177311248,0.2300226775,1,0.7790398538356722,0
7,4,37,30.0,1.0,4,21,2,1,23.8,0.0,27.685655208,2.2865011919999993,0.2295454448,1,0.7787442571653982,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,19.886332383000003,20.479776426,0.2293739550999999,1,0.7786379672056953,0
8,6,47,50.0,3.0,6,21,2,1,23.81,0.0,19.886332383000003,20.479776426,0.2293739550999999,1,0.7786379672056953,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,19.886332383000003,20.479776426,0.2293739550999999,1,0.7786379672056953,0
7,5,38,30.0,1.0,5,21,2,1,23.8,9.5,16.802922618,27.64425843,0.2283692624,1,0.7780145146732946,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,18.0,24.80240223,0.226746741,1,0.7770050046559125,0
6,2,30,30.0,1.0,4,23,2,2,8.7,13.04,19.604752857,21.008578869,0.2251000734,1,0.7759771006071073,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,23.274687915,12.378915198000001,0.2228840110999999,1,0.7745884041391564,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,18.768969603,22.871687868000002,0.2221983425,1,0.7741574847878754,0
5,8,28,20.0,0.0,6,24,2,1,16.67,0.0,17.601303321,25.542166887,0.2203958212,1,0.773021856686448,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,19.305360234,21.265000514999997,0.2103613687,1,0.7666257461273082,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,21.895861671,15.197239917000001,0.2095861271999999,1,0.7661263696118564,0
5,6,26,30.0,1.0,5,22,1,2,4.54,9.09,19.667102309999997,20.386452501,0.2092119297,1,0.7658850602066619,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,25.168063068000002,7.460950185000001,0.2062143558999999,1,0.7639457202388394,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,22.848923043,12.797411346,0.2037188370999999,1,0.7623226729209203,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,22.147715016,14.337168029999999,0.2005056578,1,0.7602214843154543,0
9,5,53,30.0,1.0,5,20,1,2,5.0,20.0,23.324471802,11.587069431,0.2003612323,1,0.7601267397331751,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,18.697430718,22.336157565,0.1987831969,1,0.7590898489109141,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,18.697430718,22.336157565,0.1987831969,1,0.7590898489109141,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,20.011849668,18.968619609,0.1887645167,1,0.7524350167003455,0
3,2,13,,,4,22,2,1,40.9,13.64,18.142732287,23.06116143,0.1798067810999999,1,0.7463804018665369,0
8,1,42,30.0,1.0,3,16,1,1,18.75,18.75,21.461171751,15.227639675999999,0.1767902364999999,1,0.7443194191898785,0
8,1,42,30.0,1.0,3,16,1,2,18.75,18.75,21.461171751,15.227639675999999,0.1767902364999999,1,0.7443194191898785,0
8,1,42,30.0,1.0,3,16,1,2,18.75,18.75,21.461171751,15.227639675999999,0.1767902364999999,1,0.7443194191898785,0
8,1,42,30.0,1.0,3,16,2,1,18.75,18.75,21.461171751,15.227639675999999,0.1767902364999999,1,0.7443194191898785,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,18.799448724,21.424237713,0.1763206023,1,0.7439975560873103,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,22.527197721,12.668480684999999,0.1743980677999999,1,0.7426771552506332,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,22.527197721,12.668480684999999,0.1743980677999999,1,0.7426771552506332,0
8,4,45,30.0,1.0,4,18,2,1,16.67,11.11,14.907670785,30.432912758999997,0.1739159308,1,0.7423453186867255,0
7,7,40,20.0,0.0,6,22,2,1,22.73,4.55,23.775840594,9.599910804,0.1692290729999999,1,0.7391048616755894,0
8,7,48,40.0,2.0,6,20,2,1,20.0,20.0,22.669530309,12.126171465,0.1673914062,1,0.7378270706603535,0
9,6,54,30.0,1.0,6,21,2,1,38.1,9.52,17.154133434000002,24.917796774000003,0.164803604,1,0.7360207914327224,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,20.281916484,17.59919184,0.1641221212,1,0.735543779685858,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,18.20183121,22.443095708999998,0.1638011733,1,0.735318935489695,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,20.708927901,16.591339683,0.1637390484,1,0.7352753988177217,0
2,1,6,40.0,2.0,3,22,1,1,13.64,77.27,18.653879151,21.359113055999998,0.1628277025,1,0.7346362026082882,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,18.653879151,21.359113055999998,0.1628277025,1,0.7346362026082882,0
2,6,11,30.0,1.0,6,20,1,1,15.0,20.0,17.290532583,24.520410522,0.1621662183,1,0.7341716302756016,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,19.223611146,19.999799118,0.1618297263999999,1,0.7339351049481331,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,20.433267261,17.166202245,0.1614608617999999,1,0.7336756687309339,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,19.305360234,19.792549296,0.1612796614,1,0.7335481641436818,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,21.280992947999998,15.174978758999998,0.1610209657,1,0.7333660607194351,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,17.52753762,23.852545137,0.1583377639,1,0.7314725651891554,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,19.996142733,18.049013316,0.1568893230999999,1,0.7304468567837252,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,16.63194222,25.748956835999998,0.1518940671999999,1,0.7268903855721804,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,17.878357395000002,22.831835571,0.1516000942,1,0.7266801660200044,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,20.383805772000002,16.73336115,0.1431858206,1,0.7206200860371336,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,19.604752857,18.445715388,0.1396712907,1,0.7180643968447893,0
7,6,39,40.0,2.0,6,21,1,2,19.05,4.76,19.758295494000002,18.000000000000007,0.1367563162000001,1,0.7159338384588229,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,19.599305561999998,18.360300375,0.1364004451,1,0.7156730604266961,0
5,8,28,20.0,0.0,6,24,2,1,16.67,0.0,19.196090046,19.246097142,0.1345657972,1,0.7143263414906654,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,16.665151473,25.110396864000002,0.1331916767,1,0.7133151413298421,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,17.488673964,23.179906728,0.1328937547999999,1,0.7130956186292441,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,17.488673964,23.179906728,0.1328937547999999,1,0.7130956186292441,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,19.694086794,18.0,0.1317623061999999,1,0.712260990219715,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,17.576478297,22.923029600999996,0.1311604098,1,0.7118163975320267,0
9,2,50,20.0,0.0,3,20,2,1,15.0,15.0,17.576478297,22.923029600999996,0.1311604098,1,0.7118163975320267,0
7,6,39,40.0,2.0,6,21,2,1,19.05,4.76,17.999999999999996,21.909350187,0.1303116728999996,1,0.7111887735373439,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,20.207276145,16.713699489,0.1288003498,1,0.7100691510132829,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,22.003965279,12.479973254999999,0.1274186301999999,1,0.7090432729608105,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,17.446535505,23.098309479,0.1268964107999999,1,0.7086549804266798,0
9,4,52,20.0,0.0,4,25,2,1,16.0,16.0,20.073857508000003,16.95347658,0.1264159144,1,0.7082974383192737,0
2,2,7,40.0,2.0,3,19,1,1,5.26,63.15,17.359579728,23.269739166,0.1258475066,1,0.7078741437254352,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,22.176466623,12.011192568000002,0.1252093785,1,0.707398493888031,0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,18.576378243,20.367563976,0.1237482181,1,0.7063076423161136,0
6,1,29,40.0,2.0,3,23,1,2,8.7,26.08,20.020683941999998,16.881201782999998,0.1198710326999999,1,0.703401462018519,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,19.126993284,18.917656803,0.1182435932999999,1,0.7021765998813994,0
4,2,19,30.0,1.0,4,22,2,2,22.73,9.09,21.280992947999998,13.823881641,0.1159843951,1,0.7004713829472187,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,18.760638825,19.60323264,0.1126018855,1,0.697907769536257,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,20.539411334999997,15.239845466999999,0.1055046193999999,1,0.6924880779564198,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,17.153392842000002,23.130091764,0.1051558354,1,0.6922203284863573,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,22.005797454,11.719826901,0.1022229208999999,1,0.689963660536167,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,21.460841982,12.76206633,0.0945788095999999,1,0.6840390418337258,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,21.500914850999997,12.608385084000002,0.0925728800999999,1,0.6824741491526096,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,20.074115538,15.862607108999999,0.0900736677,1,0.6805185736600445,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,15.358457673,26.729721558,0.0855374265,1,0.676952616862305,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,18.440257059,19.39675545,0.0808007306999999,1,0.6732067052480853,0
8,1,42,30.0,1.0,3,16,1,1,18.75,18.75,18.943955937,18.184824018,0.0795795956999999,1,0.6722373315723347,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,17.944179966,20.508306264,0.0792686506,1,0.671990255567622,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,16.423672185,24.040458162,0.0787453309,1,0.6715742093462547,0
5,2,22,40.0,2.0,3,19,1,2,21.05,21.06,19.917472644,15.609273813,0.0694458883,1,0.6641359252431664,0
5,2,22,40.0,2.0,3,19,2,1,21.05,21.06,19.917472644,15.609273813,0.0694458883,1,0.6641359252431664,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,19.498408335,16.490821491,0.0662369202,1,0.6615496675643897,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,17.893457838,20.177311248,0.064290429,1,0.6599761029468161,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,18.433387521,18.841215384,0.0617484310999999,1,0.6579157233809881,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,16.864589592,22.455026397,0.0601911814999999,1,0.6566505189025231,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,16.864589592,22.455026397,0.0601911814999999,1,0.6566505189025231,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,18.20183121,19.269455913,0.0580131801,1,0.6548771878271606,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,19.886332383000003,15.272245934999999,0.0557896053999999,1,0.6530622274534486,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,18.976794057,17.392315158,0.0557167096999999,1,0.6530026504999012,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,19.604752857,15.882851907000001,0.0542425079999999,1,0.6517967573127311,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,22.497933410999998,9.119348028000001,0.0538175329,1,0.6514487609237443,0
9,2,50,20.0,0.0,3,20,1,2,15.0,15.0,21.811695291,10.615455594,0.0503137090999999,1,0.6485733825637923,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,16.677566442,22.581384039,0.0498568579,1,0.6481976587798811,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,17.577377514,20.470614470999998,0.0494831779,1,0.6478901980564491,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,19.807894071,15.174978758999998,0.0464466086,1,0.6453871349181461,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,17.297920629,21.008578869,0.045679789,1,0.6447537532250587,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,18.897808032,17.258133969,0.0451006458999999,1,0.644275047702778,0
1,2,2,20.0,0.0,4,19,2,1,15.78,5.26,20.189566854,14.088514067999999,0.0399167797999999,1,0.6399772195457359,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,18.846470447999998,17.198664813,0.0391254175,1,0.6393190864656977,0
3,6,17,30.0,1.0,4,22,1,2,9.1,9.09,17.556412725,20.205599085000003,0.039018737,1,0.6392303253058981,0
2,6,11,30.0,1.0,6,20,1,2,15.0,20.0,19.317582342,16.052344911,0.0375567903,1,0.6380129723924302,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,19.967845869,14.447739212999998,0.0346459858,1,0.6355838080229512,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,17.153392842000002,20.975453226,0.0333345508,1,0.6344870625118708,0
2,5,10,20.0,0.0,6,19,1,1,15.79,42.1,22.080963816,9.464126769,0.0328791891,1,0.634105913322763,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,19.196090046,16.098062265,0.0296313012999999,1,0.6313824163796278,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,21.306083895,11.166749235000001,0.0293648329999999,1,0.631158589524046,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,21.899337219,9.729218817,0.0275890776,1,0.6296655349497338,0
6,4,32,30.0,1.0,5,23,1,2,26.09,26.09,20.735040492,12.430293246000002,0.0270684798,1,0.6292273362582781,0
8,6,47,50.0,3.0,6,21,2,1,23.81,0.0,17.245467044999998,20.479776426,0.0239733177,1,0.6266176178997712,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,17.944381314,18.722149686,0.0197457584,1,0.6230409699105252,0
9,1,49,30.0,1.0,3,21,2,2,9.52,19.05,21.701803392,9.928169964,0.0188570404,1,0.6222873314713783,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,20.207276145,13.384451097000001,0.0178254033999999,1,0.621411741207834,0
3,2,13,,,4,22,1,1,40.9,13.64,16.049325474,23.06116143,0.0169862511999999,1,0.6206989247321345,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,18.944924769,16.134903198,0.0113242552999999,1,0.6158755982337278,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,19.271098539,15.373330073999998,0.0113075554999999,1,0.6158613370898036,0
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,19.509345881999998,14.750427644999998,0.0090744900999999,1,0.613952542603546,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,18.97180821,15.926625287999999,0.0064725925999999,1,0.6117239615851741,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,17.52753762,19.22195997,0.003984925,1,0.6095887505982457,0
2,1,6,40.0,2.0,3,22,2,2,13.64,77.27,18.653879151,16.591339683,0.0039019233999999,1,0.6095174343279389,0
6,3,31,20.0,0.0,5,22,2,1,13.64,4.55,18.333944234999997,17.296574778,0.0025259331,1,0.6083344676237298,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,18.976794057,15.721181838,1.2265699999999824e-05,1,0.6061700661419238,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,17.544162771,19.063448477999998,-5.724099999999954e-06,1,0.6061545605002387,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,20.4990057,12.014889165,-0.0051365845,1,0.6017233974881155,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,17.239361175,19.60323264,-0.0057197094999999,1,0.601218698063994,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,16.006516587,22.39413201,-0.0085776429,1,0.5987419693062574,0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,17.887828581,17.79804072,-0.0154564196999999,1,0.5927597384891203,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,16.088995638,21.990073887,-0.0156312096999999,1,0.5926073538006611,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,19.196090046,14.524044831,-0.0228359464999999,1,0.5863105779757036,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,15.567147936,22.831835571,-0.0281606414999999,1,0.581638102006492,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,17.576478297,18.0,-0.0329405769,1,0.5774307629454463,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,18.0,16.95347658,-0.034884114,1,0.5757166948216521,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,22.497933410999998,6.455152440000001,-0.0349889867,1,0.5756241504177964,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,19.305360234,13.902744455999999,-0.0350471666,1,0.5755728074908403,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,17.488673964,18.132818121,-0.0353425321,1,0.5753121257690984,0
5,2,22,40.0,2.0,3,19,1,2,21.05,21.06,17.488673964,18.132818121,-0.0353425321,1,0.5753121257690984,0
5,2,22,40.0,2.0,3,19,2,1,21.05,21.06,17.488673964,18.132818121,-0.0353425321,1,0.5753121257690984,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,14.297268114000001,25.453080702,-0.0395542344,1,0.5715903576491145,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,15.594423876,22.395278718,-0.0405910746,1,0.5706728289756023,0
2,4,9,40.0,2.0,5,20,1,1,5.0,70.0,18.697430718,15.109228287,-0.0421144456999999,1,0.5693238470355311,0
3,6,17,30.0,1.0,4,22,2,1,9.1,9.09,15.116682725999999,23.440477752,-0.0429087518,1,0.5686200464934226,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,19.805781330000002,12.447978453000001,-0.0446177259,1,0.56710482984451,0
5,6,26,30.0,1.0,5,22,1,2,4.54,9.09,19.667102309999997,12.608385084000002,-0.0500569841999999,1,0.5622737382487166,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,19.967845869,11.783543625,-0.0541605337999999,1,0.5586208341422533,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,18.333944234999997,15.577090902000002,-0.0547901960999999,1,0.5580597261352803,0
8,3,44,30.0,1.0,4,22,2,2,27.27,18.18,17.544162771,17.392315158,-0.0557101681,1,0.557239639013349,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,17.833289769,16.497418797,-0.0630523914,1,0.5506833129980164,0
2,6,11,30.0,1.0,6,20,1,1,15.0,20.0,17.290532583,17.745958035,-0.0636488646,1,0.550149844164912,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,17.944381314,16.166850804,-0.065430871,1,0.5485553537711746,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,14.106691809,25.110396864000002,-0.0657996304999999,1,0.5482252663351805,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,18.408754845,15.049075293000001,-0.0665721134,1,0.5475336504471848,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,9.322871031000002,36.102367908000005,-0.0714755450999999,1,0.543139151654746,0
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,17.22743847,17.579454786,-0.0741062927999999,1,0.5407784890532841,0
2,6,11,30.0,1.0,6,20,1,2,15.0,20.0,19.317582342,12.665118663,-0.0753507512999999,1,0.539661111944308,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,15.358457673,21.841077483,-0.0774173759999999,1,0.5378045995583187,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,14.895465669,22.864055067,-0.0793286123999999,1,0.5360866854904105,0
7,3,36,30.0,1.0,4,22,2,1,27.27,9.1,18.846470447999998,13.281026112000001,-0.0914625391999999,1,0.5251605244991369,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,16.861696326,17.877172986,-0.092628964,1,0.5241086467802336,0
3,3,14,20.0,0.0,5,23,2,1,26.09,4.3,15.385921641,21.277448559,-0.0940689204,1,0.5228097769438481,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,17.601303321,16.098062265,-0.0944076661999999,1,0.5225041713592469,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,17.446535505,16.402022406,-0.0963131583,1,0.5207847579840212,0
4,3,20,,,4,22,1,1,13.64,13.64,17.999999999999993,15.077839383,-0.0974053539000003,1,0.5197989702179003,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,15.907707846000001,19.927181142,-0.0984944628,1,0.5188157970103514,0
3,2,13,,,4,22,1,1,40.9,13.64,17.096028876,17.009772759,-0.1033164399,1,0.5144609838354939,0
3,2,13,,,4,22,1,1,40.9,13.64,15.002622062999999,21.850883703,-0.1047666049999999,1,0.5131507856606516,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,15.511048614,20.657790657,-0.1049920858999999,1,0.5129470481722197,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,24.256767645000004,0.22761716399999887,-0.1057752777,1,0.5122393416179969,0
1,2,2,20.0,0.0,4,19,2,1,15.78,5.26,20.189566854,9.716853312,-0.1058052453999999,1,0.5122122610752615,0
2,3,8,50.0,2.0,4,19,1,1,10.53,78.95,16.490654118000002,18.278534772,-0.1081090761999999,1,0.5101301435641388,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,15.926142491999999,19.56978513,-0.1089738573999999,1,0.5093484708695765,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,17.153392842000002,16.666176141,-0.1103080187,1,0.5081424167351791,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,20.024301033,9.931140657,-0.1115163422,1,0.5070500120413742,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,16.864589592,17.296574778,-0.1117572058,1,0.5068322443402976,0
