School,Teacher,Teacher ID,Teacher Age Group,Experience,Grade,Class size,Income Type,Ethnicity,% of low,% of multi,AveAca,AveSocio,AveAca_StdDev_Before,AveSocio_StdDev_Before,AveAca_StdDev_After,AveSocio_StdDev_After
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,0.7727364206213863,-0.02243992040305063,1.528273224138618,1.2732410836690973,1.0,1.0
1,4,4,40.0,2.0,5,21,2,1,33.33,4.76,-0.5359300981728964,0.29171896523965923,1.528273224138618,1.2732410836690973,1.0,1.0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,-0.14333014253461165,-0.3365988060457605,1.528273224138618,1.2732410836690973,1.0,1.0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,1.1653363762596707,0.29171896523965923,1.528273224138618,1.2732410836690973,1.0,1.0
1,4,4,40.0,2.0,5,21,2,1,33.33,4.76,-1.1902633575700377,-0.3365988060457605,1.528273224138618,1.2732410836690973,1.0,1.0
1,4,4,40.0,2.0,5,21,1,2,33.33,4.76,-0.27419679441404005,-1.2790754629738905,1.528273224138618,1.2732410836690973,1.0,1.0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,0.7727364206213863,0.6058778508823695,1.528273224138618,1.2732410836690973,1.0,1.0
1,4,4,40.0,2.0,5,21,2,1,33.33,4.76,-0.6667967500523245,-1.4361549057952454,1.528273224138618,1.2732410836690973,1.0,1.0
1,4,4,40.0,2.0,5,21,2,1,33.33,4.76,-1.0593967056906093,-0.17951936322440573,1.528273224138618,1.2732410836690973,1.0,1.0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,-1.1902633575700377,-0.4936782488671156,1.528273224138618,1.2732410836690973,1.0,1.0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,0.7727364206213863,1.7054339506318539,1.528273224138618,1.2732410836690973,1.0,1.0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,-0.012463490655183308,-0.02243992040305063,1.528273224138618,1.2732410836690973,1.0,1.0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,0.9036030725008141,1.5483545078104988,1.528273224138618,1.2732410836690973,1.0,1.0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,-1.4519966613288942,-1.9073932342593105,1.528273224138618,1.2732410836690973,1.0,1.0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,0.7727364206213863,1.5483545078104988,1.528273224138618,1.2732410836690973,1.0,1.0
1,4,4,40.0,2.0,5,21,2,1,33.33,4.76,-0.7976634019317529,-0.8078371345098254,1.528273224138618,1.2732410836690973,1.0,1.0
1,4,4,40.0,2.0,5,21,2,1,33.33,4.76,-0.7976634019317529,-0.4936782488671156,1.528273224138618,1.2732410836690973,1.0,1.0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,0.6418697687419579,0.44879840806101434,1.528273224138618,1.2732410836690973,1.0,1.0
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,1.6810366600998736,1.4329688847933983,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,1.0014686485701372,-0.19469685934692949,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,1.4092094554879795,1.4329688847933983,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,-0.08584016987744064,-0.04672724624326315,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,-0.9013217837131242,-0.34266647245059545,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,1,2,36.84,5.2,-0.7654081814071769,-1.0825145379689265,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,0.3219006370404012,0.8410904323787338,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,-1.4449761929369134,-1.8223626034872578,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,-1.4449761929369134,-1.0825145379689265,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,1.0014686485701372,1.4329688847933983,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,1.1373822508760847,1.1370296585860664,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,-0.3576673744893351,-0.34266647245059545,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,-0.3576673744893351,-0.6386056986579282,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,0.8655550462641904,1.1370296585860664,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,-0.22175377218338804,-0.19469685934692949,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,-0.08584016987744064,-0.34266647245059545,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,-1.0372353860190715,-0.9345449248652604,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,-1.309062590630966,-0.9345449248652604,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,0.5937278416522956,0.5451512061714018,1.4715230602878993,1.3516288635551261,0.9999999999999999,1.0000000000000002
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.9860082391874225,0.373234783707114,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,-1.2973792620887157,-1.2160230049812426,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.3009919888045814,1.4327399761660182,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,-0.8407017618334878,-1.2160230049812426,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,-1.5257180122163294,-1.745775601210695,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,-0.6123630117058743,-1.2160230049812426,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,-1.5257180122163294,-1.2160230049812426,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,1,13.64,77.27,0.07265323867696737,0.373234783707114,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,1,13.64,77.27,1.4426857394426507,0.9029873799365661,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.529330738932195,-0.15651781252233815,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.3009919888045814,-0.15651781252233815,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.757669489059809,0.9029873799365661,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,1.4426857394426507,1.6976162742807446,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,2,2,13.64,77.27,-1.0690405119611017,-0.9511467068665166,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.9860082391874225,0.6381110818218404,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,1,13.64,77.27,0.757669489059809,1.1678636780512925,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,2,2,13.64,77.27,1.2143469893150365,0.10835848559238763,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,0.07265323867696737,0.373234783707114,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,1,13.64,77.27,-0.3840242615782602,-0.15651781252233815,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,1,13.64,77.27,0.07265323867696737,1.1678636780512925,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,2,2,13.64,77.27,0.07265323867696737,-0.15651781252233815,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,-1.7540567623439434,-0.9511467068665166,0.8758916298185223,0.7550694472231477,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,0.33444169532785756,0.42429461902434934,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,-0.4767573103609882,-0.7043290675804195,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,-1.1527564817683593,-1.0267929780389247,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,-0.8823568132054107,-1.5104888437266826,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,-0.07115780751656532,-0.2206332018926615,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,1,5.26,63.15,-1.423156150331308,-2.155416664643693,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,-0.7471569789239366,-0.7043290675804195,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,0.8752410324537545,1.0692224399413597,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,1,5.26,63.15,0.4696415296093319,0.42429461902434934,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,1,5.26,63.15,1.1456407010167033,1.0692224399413597,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,2,2,5.26,63.15,-1.6935558188942565,-1.0267929780389247,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,1,5.26,63.15,-1.0175566474868851,0.10183070856584374,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,0.8752410324537545,0.7467585294828541,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,1,5.26,63.15,-0.07115780751656532,0.5855265742536021,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,1.010440866735229,1.0692224399413597,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,1,5.26,63.15,1.4160403695796515,1.0692224399413597,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,-0.3415574760795138,-0.7043290675804195,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,0.06404202676490907,0.2630626637950965,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,2,7,40.0,2.0,3,19,1,1,5.26,63.15,1.6864400381426001,1.2304543951706126,1.4792917540388208,1.2404488906409636,0.9999999999999999,1.0
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,0.1677050983124844,-0.36106359456516546,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-1.0062305898749053,-0.9490814485712925,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-1.1739356881873897,-0.7530754972359167,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,1,1,10.53,78.95,0.5031152949374529,0.030948308105585725,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-1.1739356881873897,-1.145087399906668,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,1,1,10.53,78.95,1.0062305898749053,0.030948308105585725,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,0.6708203932499373,1.4029899674532151,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,1,1,10.53,78.95,-0.16770509831248404,0.030948308105585725,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,0.6708203932499373,0.42296021077633694,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-0.3354101966249684,-0.16505764322978966,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-0.3354101966249684,0.030948308105585725,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,2,2,10.53,78.95,-0.5031152949374529,-0.5570695459005414,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,1,1,10.53,78.95,-0.16770509831248404,-0.5570695459005414,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-0.16770509831248404,-0.5570695459005414,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,2.1801662780622952,2.1870137727947174,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-0.8385254915624213,-0.7530754972359167,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,2.1801662780622952,2.383019724130093,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-0.5031152949374529,0.22695425944096154,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,3,8,50.0,2.0,4,19,2,2,10.53,78.95,-1.0062305898749053,-0.9490814485712925,1.1925695879998879,1.0203771805774933,1.0000000000000002,0.9999999999999998
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,-1.1623845320085975,-1.6595170934367478,0.6452253788202106,0.7472053194896863,0.9999999999999999,0.9999999999999999
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,-1.4723537405442229,-1.927181140765255,0.6452253788202106,0.7472053194896863,0.9999999999999999,0.9999999999999999
2,4,9,40.0,2.0,5,20,1,1,5.0,70.0,-0.542446114937346,-0.5888609041227172,0.6452253788202106,0.7472053194896863,0.9999999999999999,0.9999999999999999
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,-1.1623845320085975,-1.1241889987797327,0.6452253788202106,0.7472053194896863,0.9999999999999999,0.9999999999999999
2,4,9,40.0,2.0,5,20,2,1,5.0,70.0,1.627338344812035,0.48179528519131287,0.6452253788202106,0.7472053194896863,0.9999999999999999,0.9999999999999999
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,-1.4723537405442229,-1.1241889987797327,0.6452253788202106,0.7472053194896863,0.9999999999999999,0.9999999999999999
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,0.07749230213390618,-0.5888609041227172,0.6452253788202106,0.7472053194896863,0.9999999999999999,0.9999999999999999
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,0.07749230213390618,-0.5888609041227172,0.6452253788202106,0.7472053194896863,0.9999999999999999,0.9999999999999999
2,4,9,40.0,2.0,5,20,1,1,5.0,70.0,0.3874615106695322,-0.05353280946570215,0.6452253788202106,0.7472053194896863,0.9999999999999999,0.9999999999999999
2,4,9,40.0,2.0,5,20,1,1,5.0,70.0,0.07749230213390618,-0.32119685679420995,0.6452253788202106,0.7472053194896863,0.9999999999999999,0.9999999999999999
2,4,9,40.0,2.0,5,20,1,1,5.0,70.0,0.6974307192051569,0.48179528519131287,0.6452253788202106,0.7472053194896863,0.9999999999999999,0.9999999999999999
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,1.317369136276409,1.2847874271768351,0.6452253788202106,0.7472053194896863,0.9999999999999999,0.9999999999999999
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,0.07749230213390618,1.0171233798483283,0.6452253788202106,0.7472053194896863,0.9999999999999999,0.9999999999999999
