School,Teacher,Teacher ID,Teacher Age Group,Experience,Grade,Class size,Income Type,Ethnicity,% of low,% of multi,AveAca,AveSocio
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,0.7045033873783452,0.3641609505993402
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,0.6984430454318036,0.8111551723974262
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-0.2485983721028452,-0.32730822745861127
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,0.46168269104814125,0.24192347246940776
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,0.6984430454318036,0.5265393224334166
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,0.46168269104814125,-0.042692377494601745
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,-1.1956397896374935,-1.1811557773506385
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,1.4087241085827895,1.3803868723254444
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-0.48535872648650696,-0.32730822745861127
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,-1.6691604984048178,-1.465771627314648
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,0.6984430454318036,0.24192347246940776
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,-1.90592085278848,-1.465771627314648
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-1.6691604984048178,-1.1811557773506385
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,0.22492233666447894,-0.8965399273866297
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-0.011838017719182853,0.24192347246940776
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,1.6454844629664518,1.9496185722534636
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-0.2485983721028452,-0.32730822745861127
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-0.48535872648650696,-0.042692377494601745
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,0.46168269104814125,1.9496185722534636
3,4,15,30.0,1.0,5,20,1,2,35.0,5.0,0.22492233666447894,0.24192347246940776
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,0.9352033998154654,-0.32730822745861127
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-1.2640855821901122,-1.2936009125733483
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.08882763550525075,0.38047085663922064
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,1.141093471490533,0.1944628822822684
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-1.2640855821901122,-1.2936009125733483
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.5397987080703718,0.7524868053531243
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-1.715056654755233,-1.2936009125733483
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.9907697806354925,1.1245027540670287
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,1.141093471490533,1.1245027540670287
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.840446089780452,0.7524868053531243
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.21181974620482982,0.008454907925316162
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.9634382004800315,-0.9215849638594442
3,5,16,30.0,1.0,5,22,2,1,18.18,4.55,-1.8653803456102735,-2.595656733072013
3,5,16,30.0,1.0,5,22,1,2,18.18,4.55,0.9907697806354925,0.5664788309961729
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.9907697806354925,1.310510728423981
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.9907697806354925,0.7524868053531243
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.061496055349789705,-0.3635610407885879
3,5,16,30.0,1.0,5,22,2,1,18.18,4.55,-0.8131145096249913,-0.735576989502492
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,0.9907697806354925,0.7524868053531243
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.061496055349789705,0.5664788309961729
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.061496055349789705,-0.17755306643163565
3,5,16,30.0,1.0,5,22,2,1,18.18,4.55,-0.9634382004800315,-0.17755306643163565
3,5,16,30.0,1.0,5,22,2,1,18.18,4.55,0.5397987080703718,0.5664788309961729
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,1.1705775267051544,-0.593605680362059
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-1.4046930320461846,-1.1926572843971643
3,6,17,30.0,1.0,4,22,2,1,9.1,9.09,-0.32036858625614706,0.6044975277081522
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,0.3573341923626263,0.48468720690113104
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-0.5914496977036563,-1.0728469635901432
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-0.049287474808637474,-0.7134160011690799
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,0.2217936366388718,0.36487688609410984
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-1.2691524763224298,-1.0728469635901432
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-0.7269902534274109,-0.9530366427831221
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-1.4046930320461846,-0.833226321976101
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,1.8482803053239278,1.4431697733572995
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,1.712739749600173,1.5629800941643206
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,1.1705775267051544,1.5629800941643206
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,0.6284153038101359,0.9639284901292152
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-1.4046930320461846,-1.3124676052041853
3,6,17,30.0,1.0,4,22,1,2,9.1,9.09,0.6284153038101359,0.7243078485151728
3,6,17,30.0,1.0,4,22,1,2,9.1,9.09,-0.049287474808637474,0.24506656528708864
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-0.9980713648749202,-1.4322779260112064
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-0.32036858625614706,-0.23417471794099562
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,1.0350369709813996,1.3233594525502783
3,6,17,30.0,1.0,4,22,2,1,9.1,9.09,-0.45590914197990157,0.1252562444800677
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,0.2217936366388718,0.0054459236730465144
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.700349494879789,1.0408677515068279
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,-0.8675971354480957,-0.960801001390917
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.6062726970601152,-1.9616353778397888
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,1.4843228100437307,0.5404505632823914
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,-1.3902460122240576,-1.9616353778397888
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,2.2682961252076725,1.0408677515068279
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.439025056491808,0.5404505632823914
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.3449482586721343,0.5404505632823914
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.9616739332677687,1.0408677515068279
4,1,18,30.0,1.0,3,25,1,2,20.0,8.0,-1.1289215738360765,0.04003337505795603
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,1.2229983716557498,-0.46038381316648047
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.6062726970601152,-0.960801001390917
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.6062726970601152,0.5404505632823914
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.8675971354480957,-0.46038381316648047
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,-1.6515704506120379,0.04003337505795603
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,-0.3449482586721343,-0.46038381316648047
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.439025056491808,2.5421193161801363
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,0.17770061810382706,0.5404505632823914
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.17770061810382706,0.04003337505795603
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-0.3449482586721343,-0.46038381316648047
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-1.6515704506120379,-0.960801001390917
4,1,18,30.0,1.0,3,25,1,2,20.0,8.0,0.439025056491808,1.0408677515068279
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,0.700349494879789,0.04003337505795603
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.700349494879789,-0.46038381316648047
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,0.700349494879789,-0.46038381316648047
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-1.2722217557438538,-0.7642569540383709
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-0.12647818624354015,-0.31389124898004545
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-0.12647818624354015,-0.013647445607827975
4,2,19,30.0,1.0,4,22,2,2,22.73,9.09,0.36455477211373666,-0.46401315066615384
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-1.1085441029580945,-1.0645007574105882
4,2,19,30.0,1.0,4,22,2,1,22.73,9.09,-1.2722217557438538,-0.9143788557244796
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.20087711932797747,-0.31389124898004545
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.36455477211373666,-0.31389124898004545
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-1.4358994085296126,-0.9143788557244796
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.8555877304710142,0.736962062822715
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,1.346620688828291,1.0372058661949317
4,2,19,30.0,1.0,4,22,2,2,22.73,9.09,-0.7811887973865765,-1.2146226590966969
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,1.182943036042532,1.6376934729393666
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.36455477211373666,0.8870839645088238
4,2,19,30.0,1.0,4,22,2,1,22.73,9.09,-1.2722217557438538,-0.31389124898004545
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-0.7811887973865765,-0.9143788557244796
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,0.03719946654221902,-0.46401315066615384
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,1.182943036042532,0.28659635776438913
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,1.182943036042532,0.8870839645088238
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,1.182943036042532,1.6376934729393666
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,1.182943036042532,2.088059177997692
4,2,19,30.0,1.0,4,22,2,1,22.73,9.09,-1.2722217557438538,-1.2146226590966969
4,3,20,,,4,22,2,1,13.64,13.64,-1.219913511843341,-0.10146391029407438
4,3,20,,,4,22,1,1,13.64,13.64,0.813275674562227,-0.7711257182349693
4,3,20,,,4,22,2,1,13.64,13.64,-1.423232430483898,-0.9943463208819344
4,3,20,,,4,22,1,1,13.64,13.64,-1.0165945932027844,-1.4407875261758643
4,3,20,,,4,22,1,1,13.64,13.64,-4.514586896332702e-16,1.2378597055877154
4,3,20,,,4,22,1,1,13.64,13.64,-4.514586896332702e-16,1.4610803082346795
4,3,20,,,4,22,1,1,13.64,13.64,0.2033189186405565,0.3449772949998554
4,3,20,,,4,22,1,1,13.64,13.64,2.439827023686681,-0.3246845129410395
4,3,20,,,4,22,1,1,13.64,13.64,-0.40663783728111397,-0.5479051155880047
4,3,20,,,4,22,1,1,13.64,13.64,-0.8132756745622275,-0.5479051155880047
4,3,20,,,4,22,1,1,13.64,13.64,-4.514586896332702e-16,-0.5479051155880047
4,3,20,,,4,22,1,1,13.64,13.64,-0.40663783728111397,-1.217566923528899
4,3,20,,,4,22,1,1,13.64,13.64,-0.609956755921671,-0.9943463208819344
4,3,20,,,4,22,1,1,13.64,13.64,-0.609956755921671,-0.3246845129410395
4,3,20,,,4,22,1,1,13.64,13.64,-0.8132756745622275,-0.9943463208819344
4,3,20,,,4,22,2,1,13.64,13.64,-0.8132756745622275,-0.3246845129410395
4,3,20,,,4,22,1,1,13.64,13.64,0.60995675592167,1.0146391029407502
4,3,20,,,4,22,1,1,13.64,13.64,1.626551349124454,1.6843009108816447
4,3,20,,,4,22,1,1,13.64,13.64,-0.20331891864055698,1.4610803082346795
4,3,20,,,4,22,1,1,13.64,13.64,-4.514586896332702e-16,-0.3246845129410395
4,3,20,,,4,22,1,1,13.64,13.64,1.626551349124454,0.7914185002937851
4,3,20,,,4,22,1,1,13.64,13.64,1.016594593202784,1.4610803082346795
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-0.14693706196845155,-1.1216194443020044
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-1.6897762126372025,-0.9404347648378345
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-1.3469230680441466,-1.1216194443020044
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-2.0326293572302583,-1.846358162158684
5,1,21,30.0,1.0,3,21,2,2,23.81,23.81,-0.48979020656150757,-0.39688072644532474
5,1,21,30.0,1.0,3,21,2,1,23.81,23.81,0.3673426549211317,0.8714120298038645
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,1.7387552332933551,0.14667331194718503
5,1,21,30.0,1.0,3,21,2,1,23.81,23.81,0.7101957995141878,1.2337813887322044
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.3673426549211317,-0.7592500853736645
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.5387692272176597,-0.5780654059094947
5,1,21,30.0,1.0,3,21,2,1,23.81,23.81,-1.1754964957476188,-1.1216194443020044
5,1,21,30.0,1.0,3,21,2,1,23.81,23.81,0.7101957995141878,-0.21569604698115508
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.19591608262460408,0.8714120298038645
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,1.053048944107243,1.5961507476605439
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,1.395902088700299,1.777335427124714
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-0.14693706196845155,0.5090426708755247
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-0.48979020656150757,-0.03451136751698502
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.8816223718107158,1.2337813887322044
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,0.5387692272176597,0.3278579914113547
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-0.31836363426497954,-0.03451136751698502
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-0.6612167788580352,-0.39688072644532474
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-1.1362800846341206,-1.3872114896000545
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.8664135645335173,-1.1068176778723837
5,2,22,40.0,2.0,3,19,1,2,21.05,21.06,0.21305251586889767,-0.26563624268937175
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,1.8322516364725199,1.4167266276766517
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,1.292518596271312,-0.826423866144713
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.3266805243323101,0.2951513807659694
5,2,22,40.0,2.0,3,19,2,1,21.05,21.06,1.022652076170708,1.4167266276766517
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.056814004231706204,0.5755451924936403
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.056814004231706204,0.5755451924936403
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.056814004231706204,0.014757569038298501
5,2,22,40.0,2.0,3,19,1,2,21.05,21.06,-0.8664135645335173,0.2951513807659694
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,0.21305251586889767,0.8559390042213105
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,1.022652076170708,1.4167266276766517
5,2,22,40.0,2.0,3,19,1,2,21.05,21.06,-0.056814004231706204,0.014757569038298501
5,2,22,40.0,2.0,3,19,2,1,21.05,21.06,0.21305251586889767,-0.26563624268937175
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.056814004231706204,-0.26563624268937175
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,0.482919035969501,-0.26563624268937175
5,2,22,40.0,2.0,3,19,2,1,21.05,21.06,-0.056814004231706204,0.014757569038298501
5,2,22,40.0,2.0,3,19,2,2,21.05,21.06,-2.7554792052377426,-2.508786736510737
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.8932782540463218,0.691124902810567
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,1.0896031450455135,0.9214998704140897
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-1.8552702199423585,-1.84299974082818
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.8932782540463218,0.691124902810567
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-0.2846710919488268,-0.4607499352070448
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-0.8736457649464012,-0.6911249028105675
5,3,23,50.0,3.0,4,20,2,1,10.0,10.0,-1.658945328943167,-1.382249805621135
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-0.48099598294801843,-0.4607499352070448
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-1.266295546944784,-0.9214998704140897
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-1.0699706559455928,-1.1518748380176125
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,1.0896031450455135,1.382249805621135
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-0.2846710919488268,-0.4607499352070448
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.10797869004955606,-0.2303749676035227
5,3,23,50.0,3.0,4,20,2,2,10.0,10.0,0.6969533630471301,1.382249805621135
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.5006284720479394,0.691124902810567
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.3043035810487477,0.691124902810567
5,3,23,50.0,3.0,4,20,1,2,10.0,10.0,-0.08834620094963558,-0.4607499352070448
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,0.6969533630471301,0.691124902810567
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-0.2846710919488268,-0.6911249028105675
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,1.8749027090422792,1.6126247732246577
5,4,24,20.0,0.0,4,19,2,1,5.26,0.0,-1.3242396452164051,-0.2617114532048405
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-1.0192632420756573,-2.0376105999519725
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.6581069751984558,1.1590078641928652
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-1.9341924514979008,-1.8600206852772592
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.5056187736280818,0.6262381201687258
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.2006423704873337,-0.6168912825542668
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.04815416891695999,0.09346837614458578
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,1.5730361846206986,0.9814179495181518
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.8105951767688292,0.09346837614458578
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-1.1717514436460312,-1.3272509412531195
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-0.8667750405052835,-0.08412153853012717
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.2006423704873337,0.44864820549401246
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.6581069751984558,0.8038280348434383
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.6581069751984558,-0.08412153853012717
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-1.0192632420756573,-0.4393013678795535
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.9630833783392032,1.1590078641928652
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.9630833783392032,1.6917776082170044
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,0.9630833783392032,0.09346837614458578
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-0.8667750405052835,-0.4393013678795535
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.24525290517736403,-0.5128387674111288
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.0454172046624744,-0.32788052342678714
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,-1.1535969984268626,-0.8827552553798117
5,5,25,40.0,2.0,5,22,1,2,18.18,9.09,-1.3534326989417522,-1.9925047192858603
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.24525290517736403,-0.1429222794424459
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.8447600067220321,-0.32788052342678714
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.24525290517736403,1.1517854284479447
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.0454172046624744,1.3367436724322865
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.0454172046624744,-1.0677134993641533
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.4450886056922528,-0.69779701139547
5,5,25,40.0,2.0,5,22,2,1,18.18,9.09,-1.5532683994566414,-0.8827552553798117
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.6449243062071425,0.41195245251057905
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.8447600067220321,0.9668271844636032
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.4450886056922528,1.3367436724322865
5,5,25,40.0,2.0,5,22,2,1,18.18,9.09,-2.15277550100131,-0.8827552553798117
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,-1.3534326989417522,-0.69779701139547
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.24525290517736403,1.1517854284479447
5,5,25,40.0,2.0,5,22,2,1,18.18,9.09,0.24525290517736403,0.5969106964949199
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,0.0454172046624744,-0.5128387674111288
5,5,25,40.0,2.0,5,22,1,2,18.18,9.09,1.6441028087815899,1.1517854284479447
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,1.8439385092964795,1.5217019164166272
5,5,25,40.0,2.0,5,22,2,1,18.18,9.09,-0.5540898968821941,-0.69779701139547
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,1.0002613866606755,1.5615059598094148
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.38899053925692934,-0.5990683242036128
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.5927474883915111,1.3454485314081117
5,6,26,30.0,1.0,5,22,1,2,4.54,9.09,0.18523359012234714,-0.5990683242036128
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-1.241065053819727,-0.5990683242036128
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-0.018523359012234623,-0.1669534674010069
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,2.426560030602749,1.5615059598094148
5,6,26,30.0,1.0,5,22,2,1,4.54,9.09,-1.241065053819727,-0.8151257526049153
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.5927474883915111,-0.38301089580230985
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-0.22228030814681685,-0.1669534674010069
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-1.444822002954309,-1.6793554662101262
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-1.037308104685145,-1.0311831810062182
5,6,26,30.0,1.0,5,22,1,2,4.54,9.09,0.18523359012234714,0.2651613894015985
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.5927474883915111,0.6972762462042039
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-1.241065053819727,-1.2472406094075206
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.7965044375260933,0.9133336746055069
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-0.4260372572813991,-1.0311831810062182
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.5927474883915111,1.1293911030068098
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-0.833551155550563,-0.1669534674010069
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-1.241065053819727,-1.0311831810062182
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,0.38899053925692934,1.1293911030068098
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,1.2040183357952579,0.9133336746055069
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.6992572225757381,0.6947012166673684
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-0.7658531485353313,-1.0300742178171323
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.16648981489898573,-0.16768650057488205
5,7,27,30.0,1.0,6,24,2,1,16.67,0.0,-0.3662775927777669,-0.16768650057488205
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.6992572225757381,0.4072386442532847
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-0.7658531485353313,0.4072386442532847
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.5660653706565498,-0.3114177867819236
5,7,27,30.0,1.0,6,24,2,1,16.67,0.0,-0.7658531485353313,-0.7426116454030488
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,1.2320246302524904,0.5509699304603266
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-2.0977716677272125,-2.179924507473466
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.8324490744949263,0.8384325028744103
5,7,27,30.0,1.0,6,24,2,1,16.67,0.0,-1.2986205562120836,-0.8863429316100907
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.5660653706565498,0.8384325028744103
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,1.098832778333302,0.9821637890814521
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.0332979629797975,0.6947012166673684
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.8324490744949263,1.1258950752884933
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-0.632661296616143,0.11977607183920165
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.8324490744949263,0.8384325028744103
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.4328735187373616,-0.3114177867819236
5,7,27,30.0,1.0,6,24,2,1,16.67,0.0,-2.0977716677272125,-2.179924507473466
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-0.09989388893939073,-0.7426116454030488
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,1.2320246302524904,1.413357647702577
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-1.1654287042928957,-1.1738055040241742
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,0.8324490744949263,0.9821637890814521
5,8,28,20.0,0.0,6,24,2,1,16.67,0.0,-1.8162848854138862,-1.610453025683224
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,-1.9934834108201192,-2.3100163309573847
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,1.018891521085839,0.6631277164577977
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.3100974194609079,-1.610453025683224
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,1.018891521085839,0.8380185427763379
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,1.018891521085839,-0.5611080677719833
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,0.48729594486714006,0.6631277164577977
