School,Teacher,Teacher ID,Teacher Age Group,Experience,Grade,Class size,Income Type,Ethnicity,% of low,% of multi,AveAca,AveSocio,Weighted_Score,Cluster,Gifted_Prob,Gifted,AveAca_converted,AveSocio_converted
7,4,37,30,1,4,21,1,1,23.8,0,-0.293504703,0.426786387,-0.077417376,1,0.5378046,0,2.429429451,3.346448302
4,1,18,30,1,3,25,1,1,20,8,-0.344948259,0.540450563,-0.079328612,1,0.536086685,0,2.378665932,3.472297251
7,3,36,30,1,4,22,2,1,27.27,9.1,0.094052272,-0.524330432,-0.091462539,1,0.525160524,0,2.811863277,2.293371987
4,2,19,30,1,4,22,1,1,22.73,9.09,-0.126478186,-0.013647446,-0.092628964,1,0.524108647,0,2.59424803,2.858800067
3,3,14,20,0,5,23,2,1,26.09,4.3,-0.290453151,0.364160951,-0.09406892,1,0.522809777,0,2.432440664,3.277109434
5,8,28,20,0,6,24,1,1,16.67,0,-0.044299631,-0.211326415,-0.094407666,1,0.522504171,0,2.67534026,2.63992996
3,5,16,30,1,5,22,1,1,18.18,4.55,-0.061496055,-0.177553066,-0.096313158,1,0.520784758,0,2.658371157,2.677323804
4,3,20,,,4,22,1,1,13.64,13.64,-4.51E-16,-0.324684513,-0.097405354,1,0.51979897,0,2.71905429,2.514419901
2,4,9,40,2,5,20,1,2,5,70,-0.232476906,0.214131238,-0.098494463,1,0.518815797,0,2.489650516,3.110996572
3,2,13,,,4,22,1,1,40.9,13.64,-0.100441236,-0.110025249,-0.10331644,1,0.514460984,0,2.619940795,2.752090587
3,2,13,,,4,22,1,1,40.9,13.64,-0.333041993,0.427875967,-0.104766605,1,0.513150786,0,2.390414808,3.347654685
1,1,1,40,2,6,20,1,1,5,10,-0.276550154,0.295310073,-0.104992086,1,0.512947048,0,2.446159876,3.200877759
6,5,33,40,2,6,20,1,1,10,15,0.695196405,-1.974709204,-0.105775278,1,0.512239342,0,3.405060834,0.687512956
1,2,2,20,0,4,19,2,1,15.78,5.26,0.243285206,-0.920349632,-0.105805245,1,0.512212261,0,2.959123488,1.854899623
2,3,8,50,2,4,19,1,1,10.53,78.95,-0.167705098,0.030948308,-0.108109076,1,0.510130144,0,2.5535661,2.908176475
9,4,52,20,0,4,25,1,1,16,16,-0.230428612,0.17442057,-0.108973857,1,0.509348471,0,2.491671734,3.06702893
7,8,41,30,1,6,21,1,1,19.05,0,-0.094067462,-0.148202651,-0.110308019,1,0.508142417,0,2.626230314,2.709820576
3,4,15,30,1,5,20,1,1,35,5,0.224922337,-0.896539927,-0.111516342,1,0.507050012,0,2.94100336,1.881261723
6,3,31,20,0,5,22,1,1,13.64,4.55,-0.126156712,-0.078158358,-0.111757206,1,0.506832244,0,2.594565254,2.787373601
7,1,34,30,1,3,23,1,1,8.7,4.35,0.031195734,-0.447780274,-0.112497068,1,0.506163304,0,2.749837645,2.378128303
4,2,19,30,1,4,22,1,1,22.73,9.09,0.037199467,-0.464013151,-0.113164318,1,0.50555999,0,2.755762014,2.360155266
8,5,46,30,1,5,22,1,1,22.73,9.09,0.230457282,-0.918975687,-0.114372609,1,0.504467421,0,2.946465138,1.856420855
2,2,7,40,2,3,19,1,2,5.26,63.15,-0.071157808,-0.220633202,-0.116000426,1,0.502995404,0,2.648837123,2.629625487
8,1,42,30,1,3,16,1,1,18.75,18.75,-0.174806654,0.020536002,-0.116203857,1,0.502811436,0,2.54655842,2.896647973
5,2,22,40,2,3,19,1,1,21.05,21.06,-0.056814004,-0.265636243,-0.119460676,0,0.499866065,0,2.662991315,2.579798131
5,5,25,40,2,5,22,1,1,18.18,9.09,0.045417205,-0.512838767,-0.122059587,0,0.497515569,0,2.763871121,2.306095556
2,4,9,40,2,5,20,1,2,5,70,0.077492302,-0.588860904,-0.12241366,0,0.497195337,0,2.795522215,2.221923864
2,4,9,40,2,5,20,1,2,5,70,0.077492302,-0.588860904,-0.12241366,0,0.497195337,0,2.795522215,2.221923864
9,6,55,20,0,6,20,1,2,30,5,-0.212333818,0.073890257,-0.126466596,0,0.493529873,0,2.509527331,2.955721791
7,1,34,30,1,3,23,1,1,8.7,4.35,-0.447138855,0.617627965,-0.127708809,0,0.492406489,0,2.277826202,3.557748052
7,7,40,20,0,6,22,1,1,22.73,4.55,-0.391317114,0.447063571,-0.139802909,0,0.481473829,0,2.33291003,3.368899195
5,2,22,40,2,3,19,1,1,21.05,21.06,-0.326680524,0.295151381,-0.140130953,0,0.481177457,0,2.396692184,3.200702055
3,5,16,30,1,5,22,1,1,18.18,4.55,-0.211819746,0.008454908,-0.14573735,0,0.47611432,0,2.510034607,2.883271788
6,5,33,40,2,6,20,1,1,10,15,-0.426088119,0.493677301,-0.150158493,0,0.47212466,0,2.298598666,3.420509906
6,5,33,40,2,6,20,1,2,10,15,-0.426088119,0.493677301,-0.150158493,0,0.47212466,0,2.298598666,3.420509906
3,5,16,30,1,5,22,1,1,18.18,4.55,-0.061496055,-0.363561041,-0.152115551,0,0.470359614,0,2.658371157,2.471375818
7,4,37,30,1,4,21,1,1,23.8,0,-0.635926857,0.969969062,-0.154158081,0,0.468518211,0,2.091533805,3.94786003
7,1,34,30,1,3,23,1,1,8.7,4.35,0.270363029,-1.158052434,-0.15816161,0,0.46491126,0,2.985843367,1.591715137
7,3,36,30,1,4,22,1,2,27.27,9.1,-0.282156815,0.128609351,-0.158926965,0,0.464222098,0,2.44062733,3.016306759
8,4,45,30,1,4,18,1,1,16.67,11.11,-0.062471297,-0.394695643,-0.162138601,0,0.46133161,0,2.657408807,2.436903594
1,5,5,30,1,5,20,1,1,36.84,5.2,-0.08584017,-0.342666472,-0.162888061,0,0.460657437,0,2.634348849,2.49451028
4,3,20,,,4,22,1,1,13.64,13.64,-4.51E-16,-0.547905116,-0.164371535,0,0.459323387,0,2.71905429,2.267270102
7,2,35,30,1,3,21,1,1,14.29,4.76,-0.219421149,-0.041406004,-0.166016606,0,0.457844661,0,2.502533688,2.828065798
7,7,40,20,0,6,22,1,1,22.73,4.55,-0.219137584,-0.070588985,-0.174573004,0,0.450165359,0,2.502813505,2.795754409
4,2,19,30,1,4,22,1,1,22.73,9.09,-0.126478186,-0.313891249,-0.182702105,0,0.442890419,0,2.59424803,2.5263702
9,6,55,20,0,6,20,1,1,30,5,-0.375667523,0.2586159,-0.185382496,0,0.440496658,0,2.348352748,3.160249979
8,5,46,30,1,5,22,1,1,22.73,9.09,-0.175147535,-0.237488099,-0.193849704,0,0.432952864,0,2.546222045,2.61096375
9,4,52,20,0,4,25,1,1,16,16,-0.230428612,-0.11628038,-0.196184142,0,0.43087813,0,2.491671734,2.745164907
9,2,50,20,0,3,20,1,2,15,15,-0.047057967,-0.547003289,-0.197041564,0,0.430116681,0,2.672618386,2.268268605
5,3,23,50,3,4,20,1,2,10,10,-0.088346201,-0.460749935,-0.200067321,0,0.427432176,0,2.631875945,2.363768298
1,4,4,40,2,5,21,1,1,33.33,4.76,-0.143330143,-0.336598806,-0.201310742,0,0.426330181,0,2.577618841,2.501228398
7,6,39,40,2,6,21,1,1,19.05,4.76,-0.195366166,-0.217186121,-0.201912153,0,0.425797428,0,2.526270686,2.633442095
7,6,39,40,2,6,21,1,1,19.05,4.76,-0.195366166,-0.217186121,-0.201912153,0,0.425797428,0,2.526270686,2.633442095
5,6,26,30,1,5,22,1,1,4.54,9.09,-0.222280308,-0.166953467,-0.205682256,0,0.422461572,0,2.499712325,2.689059677
9,3,51,20,0,4,24,1,1,29.17,4.17,-0.209983282,-0.207232978,-0.209158191,0,0.419392063,0,2.511846795,2.644462212
9,3,51,20,0,4,24,2,1,29.17,4.17,-0.209983282,-0.207232978,-0.209158191,0,0.419392063,0,2.511846795,2.644462212
8,1,42,30,1,3,16,1,1,18.75,18.75,-0.454497301,0.349112041,-0.213414498,0,0.415641688,0,2.270565028,3.260447285
8,1,42,30,1,3,16,2,1,18.75,18.75,-0.454497301,0.349112041,-0.213414498,0,0.415641688,0,2.270565028,3.260447285
8,7,48,40,2,6,20,1,1,20,20,-0.300379143,-0.010699141,-0.213475142,0,0.41558832,0,2.422645885,2.86206443
1,5,5,30,1,5,20,1,1,36.84,5.2,-0.221753772,-0.194696859,-0.213636698,0,0.415446157,0,2.5002319,2.6583422
8,1,42,30,1,3,16,1,2,18.75,18.75,-0.174806654,-0.308040036,-0.214776669,0,0.414443417,0,2.54655842,2.532848662
2,6,11,30,1,6,20,2,1,15,20,-0.304057464,-0.028226885,-0.22130829,0,0.408711607,0,2.419016188,2.842657716
3,3,14,20,0,5,23,1,1,26.09,4.3,-0.290453151,-0.061722195,-0.221833864,0,0.408251418,0,2.432440664,2.805571717
6,1,29,40,2,3,23,1,2,8.7,26.08,-0.267286236,-0.124310913,-0.224393639,0,0.406012356,0,2.455301334,2.736273503
2,3,8,50,2,4,19,1,2,10.53,78.95,-0.335410197,0.030948308,-0.225502646,0,0.405043473,0,2.388077909,2.908176475
5,1,21,30,1,3,21,1,1,23.81,23.81,-0.318363634,-0.034511368,-0.233207954,0,0.398332031,0,2.404899132,2.835699538
5,8,28,20,0,6,24,1,1,16.67,0,-0.398696682,0.138455238,-0.237551106,0,0.394565302,0,2.325628014,3.027208123
5,8,28,20,0,6,24,1,1,16.67,0,-0.398696682,0.138455238,-0.237551106,0,0.394565302,0,2.325628014,3.027208123
7,7,40,20,0,6,22,2,2,22.73,4.55,-0.391317114,0.101961867,-0.24333342,0,0.389569438,0,2.33291003,2.986802671
3,1,12,40,2,3,20,1,2,20,10,-0.560071305,0.493801413,-0.24390949,0,0.389072942,0,2.166386616,3.420647323
1,2,2,20,0,4,19,1,2,15.78,5.26,-0.270316896,-0.191739507,-0.246743679,0,0.38663354,0,2.452310736,2.66161658
3,6,17,30,1,4,22,1,1,9.1,9.09,-0.049287475,-0.713416001,-0.248526033,0,0.385102301,0,2.67041835,2.08401649
4,1,18,30,1,3,25,1,1,20,8,-0.606272697,0.540450563,-0.262255719,0,0.373383621,0,2.120795964,3.472297251
7,8,41,30,1,6,21,2,1,19.05,0,-0.313558207,-0.148202651,-0.26395154,0,0.371945953,0,2.409641036,2.709820576
5,8,28,20,0,6,24,1,1,16.67,0,0.310097419,-1.610453026,-0.266067715,0,0.370155041,0,3.025052505,1.09081731
7,6,39,40,2,6,21,1,1,19.05,4.76,-0.195366166,-0.434372243,-0.267067989,0,0.369309728,0,2.526270686,2.392973672
8,2,43,40,2,3,16,2,1,25,25,-0.181585505,-0.478637631,-0.270701143,0,0.366246073,0,2.539869179,2.343963045
8,2,43,40,2,3,16,1,1,25,25,-0.181585505,-0.478637631,-0.270701143,0,0.366246073,0,2.539869179,2.343963045
3,4,15,30,1,5,20,1,1,35,5,-0.248598372,-0.327308227,-0.272211329,0,0.364975716,0,2.473742161,2.511514925
3,4,15,30,1,5,20,1,1,35,5,-0.248598372,-0.327308227,-0.272211329,0,0.364975716,0,2.473742161,2.511514925
7,6,39,40,2,6,21,1,1,19.05,4.76,-0.390732333,4.82E-16,-0.273512633,0,0.363882547,0,2.333487081,2.873910516
2,5,10,20,0,6,19,1,2,15.79,42.1,-0.085020079,-0.72595904,-0.277301767,0,0.360707357,0,2.635158099,2.07012884
8,7,48,40,2,6,20,1,2,20,20,-0.300379143,-0.224681966,-0.27766999,0,0.360399429,0,2.422645885,2.625142697
3,6,17,30,1,4,22,2,1,9.1,9.09,-0.455909142,0.125256244,-0.281559526,0,0.357153723,0,2.26917185,3.0125942
2,3,8,50,2,4,19,1,2,10.53,78.95,-0.503115295,0.226954259,-0.284094429,0,0.355045319,0,2.222589719,3.125194218
2,3,8,50,2,4,19,1,2,10.53,78.95,-0.335410197,-0.165057643,-0.284304431,0,0.354870897,0,2.388077909,2.691158733
2,3,8,50,2,4,19,1,1,10.53,78.95,-0.167705098,-0.557069546,-0.284514432,0,0.354696513,0,2.5535661,2.257123248
2,3,8,50,2,4,19,1,2,10.53,78.95,-0.167705098,-0.557069546,-0.284514432,0,0.354696513,0,2.5535661,2.257123248
1,4,4,40,2,5,21,2,1,33.33,4.76,-0.535930098,0.291718965,-0.287635379,0,0.3521094,0,2.190208698,3.196901685
7,3,36,30,1,4,22,2,2,27.27,9.1,-0.094052272,-0.741977026,-0.288429698,0,0.351452302,0,2.626245303,2.05239373
7,3,36,30,1,4,22,1,1,27.27,9.1,-0.094052272,-0.741977026,-0.288429698,0,0.351452302,0,2.626245303,2.05239373
5,5,25,40,2,5,22,1,1,18.18,9.09,0.045417205,-1.067713499,-0.288522006,0,0.351375977,0,2.763871121,1.691738385
7,5,38,30,1,5,21,1,1,23.8,9.5,-0.133008598,-0.659436474,-0.290936961,0,0.34938182,0,2.587803944,2.143782609
5,7,27,30,1,6,24,1,1,16.67,0,-0.099893889,-0.742611645,-0.292709216,0,0.347921665,0,2.620480907,2.05169108
3,3,14,20,0,5,23,1,1,26.09,4.3,-0.574726448,0.364160951,-0.293060228,0,0.347632799,0,2.1519252,3.277109434
3,6,17,30,1,4,22,1,1,9.1,9.09,-0.320368586,-0.234174718,-0.294510426,0,0.346440533,0,2.402920684,2.614632324
1,3,3,20,0,6,21,2,1,19.05,9.52,-0.396942449,-0.065576634,-0.297532704,0,0.343961902,0,2.327359057,2.801304083
1,3,3,20,0,6,21,1,1,19.05,9.52,-0.396942449,-0.065576634,-0.297532704,0,0.343961902,0,2.327359057,2.801304083
1,3,3,20,0,6,21,1,1,19.05,9.52,-0.396942449,-0.065576634,-0.297532704,0,0.343961902,0,2.327359057,2.801304083
6,2,30,30,1,4,23,1,1,8.7,13.04,-0.334323512,-0.235238677,-0.304598061,0,0.338200199,0,2.389150229,2.613454309
5,7,27,30,1,6,24,2,1,16.67,0,-0.366277593,-0.167686501,-0.306700265,0,0.336494881,0,2.357618552,2.688248062
3,1,12,40,2,3,20,1,1,20,10,-0.397731796,-0.098760283,-0.308040342,0,0.335409988,0,2.326580145,2.764563154
6,2,30,30,1,4,23,1,1,8.7,13.04,-0.590638204,0.334286541,-0.313160781,0,0.331280446,0,2.136223783,3.244032495
2,1,6,40,2,3,22,1,1,13.64,77.27,-0.384024262,-0.156517813,-0.315772327,0,0.329184057,0,2.340106478,2.700614031
9,1,49,30,1,3,21,1,1,9.52,19.05,0.035766216,-1.147993605,-0.31936173,0,0.326313628,0,2.754347709,1.60285227
2,6,11,30,1,6,20,1,1,15,20,-0.529285214,0.159952351,-0.322513944,0,0.32380336,0,2.196765743,3.051009721
2,5,10,20,0,6,19,1,1,15.79,42.1,-0.443993748,-0.058545084,-0.328359149,0,0.319174992,0,2.280929733,2.809089413
7,6,39,40,2,6,21,1,1,19.05,4.76,-0.195366166,-0.651558364,-0.332223825,0,0.316133997,0,2.526270686,2.152505251
8,3,44,30,1,4,22,1,1,27.27,18.18,-0.209829835,-0.624564978,-0.334250378,0,0.314545531,0,2.511998214,2.182392321
6,1,29,40,2,3,23,1,1,8.7,26.08,-0.513189573,0.079914159,-0.335258453,0,0.313756965,0,2.212648614,2.962391454
7,8,41,30,1,6,21,1,1,19.05,0,-0.313558207,-0.387606934,-0.335772825,0,0.313355007,0,2.409641036,2.444752211
5,3,23,50,3,4,20,1,1,10,10,-0.284671092,-0.460749935,-0.337494745,0,0.312011421,0,2.43814629,2.363768298
5,3,23,50,3,4,20,1,1,10,10,-0.284671092,-0.460749935,-0.337494745,0,0.312011421,0,2.43814629,2.363768298
8,7,48,40,2,6,20,1,1,20,20,-0.573451091,0.203283683,-0.340430659,0,0.30972777,0,2.153183698,3.098986162
7,1,34,30,1,3,23,1,1,8.7,4.35,-0.447138855,-0.092644195,-0.340790457,0,0.309448534,0,2.277826202,2.771334886
6,4,32,30,1,5,23,2,1,26.09,26.09,-0.649226783,0.362777835,-0.345625398,0,0.305709556,0,2.078409691,3.275578049
2,6,11,30,1,6,20,1,2,15,20,-0.078829713,-0.969123065,-0.345917719,0,0.305484299,0,2.641266634,1.80089769
6,1,29,40,2,3,23,1,1,8.7,26.08,-0.267286236,-0.532761057,-0.346928682,0,0.304705979,0,2.455301334,2.284037601
3,4,15,30,1,5,20,1,1,35,5,-0.485358726,-0.042692377,-0.352558821,0,0.300391694,0,2.240111563,2.826641527
1,5,5,30,1,5,20,2,1,36.84,5.2,-0.357667374,-0.342666472,-0.353167103,0,0.299927644,0,2.366114952,2.49451028
5,1,21,30,1,3,21,1,1,23.81,23.81,-0.489790207,-0.034511368,-0.353206555,0,0.299897561,0,2.235738662,2.835699538
6,4,32,30,1,5,23,1,1,26.09,26.09,-0.172666698,-0.782461996,-0.355605287,0,0.298071662,0,2.548670088,2.007568781
9,1,49,30,1,3,21,1,1,9.52,19.05,-0.339779055,-0.394622802,-0.356232179,0,0.29759552,0,2.383766803,2.436984244
9,4,52,20,0,4,25,1,1,16,16,-0.460857224,-0.11628038,-0.357484171,0,0.296645895,0,2.264289177,2.745164907
8,4,45,30,1,4,18,1,1,16.67,11.11,-0.343592135,-0.394695643,-0.358923187,0,0.295556557,0,2.380004129,2.436903594
6,5,33,40,2,6,20,1,2,10,15,-0.426088119,-0.211575986,-0.361734479,0,0.293435045,0,2.298598666,2.639653635
6,5,33,40,2,6,20,1,1,10,15,-0.426088119,-0.211575986,-0.361734479,0,0.293435045,0,2.298598666,2.639653635
6,5,33,40,2,6,20,2,1,10,15,-0.426088119,-0.211575986,-0.361734479,0,0.293435045,0,2.298598666,2.639653635
3,3,14,20,0,5,23,1,1,26.09,4.3,-0.432589799,-0.203683244,-0.363917833,0,0.291793491,0,2.292182933,2.648392477
6,4,32,30,1,5,23,1,1,26.09,26.09,-0.33152006,-0.455250616,-0.368639227,0,0.288262047,0,2.391916622,2.369857143
7,2,35,30,1,3,21,1,1,14.29,4.76,-0.603408159,0.175975517,-0.369593056,0,0.287551676,0,2.123622635,3.068750567
7,2,35,30,1,3,21,1,1,14.29,4.76,-0.603408159,0.175975517,-0.369593056,0,0.287551676,0,2.123622635,3.068750567
4,1,18,30,1,3,25,1,1,20,8,-0.344948259,-0.460383813,-0.379578925,0,0.280177076,0,2.378665932,2.364173668
4,1,18,30,1,3,25,2,1,20,8,-0.344948259,-0.460383813,-0.379578925,0,0.280177076,0,2.378665932,2.364173668
6,2,30,30,1,4,23,1,1,8.7,13.04,-0.334323512,-0.520001286,-0.390026844,0,0.272584909,0,2.389150229,2.298165216
9,5,53,30,1,5,20,1,1,5,20,-0.253546276,-0.712547841,-0.391246746,0,0.271706795,0,2.468859664,2.084977716
7,4,37,30,1,4,21,1,1,23.8,0,-0.97834901,0.969969062,-0.393853588,0,0.269836222,0,1.753638159,3.94786003
6,4,32,30,1,5,23,1,1,26.09,26.09,-0.649226783,0.199172144,-0.394707105,0,0.26922552,0,2.078409691,3.094433867
6,2,30,30,1,4,23,1,1,8.7,13.04,-0.590638204,0.049523932,-0.398589563,0,0.266458507,0,2.136223783,2.928743402
8,7,48,40,2,6,20,1,1,20,20,-0.573451091,-0.010699141,-0.404625506,0,0.262192492,0,2.153183698,2.86206443
5,3,23,50,3,4,20,1,1,10,10,-0.284671092,-0.691124903,-0.406607235,0,0.260801415,0,2.43814629,2.108697188
5,7,27,30,1,6,24,1,1,16.67,0,-0.632661297,0.119776072,-0.406930086,0,0.260575238,0,2.094756197,3.006526555
8,1,42,30,1,3,16,2,1,18.75,18.75,-0.734187948,0.349112041,-0.409197951,0,0.25899001,0,1.994571635,3.260447285
1,1,1,40,2,6,20,1,1,5,10,-0.517028549,-0.159013116,-0.409623919,0,0.258692955,0,2.208860386,2.697851232
7,6,39,40,2,6,21,1,1,19.05,4.76,-0.586098499,4.82E-16,-0.410268949,0,0.258243551,0,2.140703477,2.873910516
7,6,39,40,2,6,21,2,1,19.05,4.76,-0.586098499,4.82E-16,-0.410268949,0,0.258243551,0,2.140703477,2.873910516
5,7,27,30,1,6,24,1,1,16.67,0,-0.765853149,0.407238644,-0.413925611,0,0.255705437,0,1.963325019,3.324805046
7,8,41,30,1,6,21,1,1,19.05,0,-0.533048952,-0.148202651,-0.417595062,0,0.253174811,0,2.193051758,2.709820576
3,1,12,40,2,3,20,1,1,20,10,-0.397731796,-0.493801413,-0.426552681,0,0.247066462,0,2.326580145,2.327173709
5,8,28,20,0,6,24,1,1,16.67,0,-0.221498157,-0.91088972,-0.428315626,0,0.245875906,0,2.500484136,1.865373635
3,4,15,30,1,5,20,1,1,35,5,-0.485358726,-0.327308227,-0.437943576,0,0.239441798,0,2.240111563,2.511514925
5,1,21,30,1,3,21,1,1,23.81,23.81,-0.146937062,-1.121619444,-0.439341777,0,0.238516989,0,2.574059602,1.632053735
1,5,5,30,1,5,20,2,1,36.84,5.2,-0.357667374,-0.638605699,-0.441948871,0,0.236799086,0,2.366114952,2.166846438
9,2,50,20,0,3,20,1,1,15,15,-0.282347799,-0.820504934,-0.44379494,0,0.235587777,0,2.440438871,1.965447649
7,1,34,30,1,3,23,2,1,8.7,4.35,-0.447138855,-0.447780274,-0.447331281,0,0.233279275,0,2.277826202,2.378128303
4,3,20,,,4,22,1,1,13.64,13.64,-0.406637837,-0.547905116,-0.449018021,0,0.232183693,0,2.317791833,2.267270102
3,3,14,20,0,5,23,1,1,26.09,4.3,-0.432589799,-0.487605341,-0.449094462,0,0.232134127,0,2.292182933,2.334033999
2,2,7,40,2,3,19,1,2,5.26,63.15,-0.341557476,-0.704329068,-0.450388954,0,0.231295861,0,2.382011892,2.09407754
1,2,2,20,0,4,19,1,1,15.78,5.26,-0.783918998,0.294000577,-0.460543125,0,0.224793356,0,1.945497984,3.199427885
5,1,21,30,1,3,21,2,2,23.81,23.81,-0.489790207,-0.396880726,-0.461917363,0,0.223923287,0,2.235738662,2.434484271
8,7,48,40,2,6,20,1,1,20,20,-0.573451091,-0.224681966,-0.468820353,0,0.219588814,0,2.153183698,2.625142697
1,1,1,40,2,6,20,1,1,5,10,-0.997985339,0.749633262,-0.473699759,0,0.216561249,0,1.734261405,3.703904285
5,3,23,50,3,4,20,1,1,10,10,-0.480995983,-0.460749935,-0.474922169,0,0.215807481,0,2.244416634,2.363768298
8,5,46,30,1,5,22,1,1,22.73,9.09,-0.580752352,-0.237488099,-0.477773076,0,0.214056878,0,2.145978953,2.61096375
7,8,41,30,1,6,21,2,1,19.05,0,-0.313558207,-0.866415499,-0.479415395,0,0.213053075,0,2.409641036,1.914615482
3,1,12,40,2,3,20,2,1,20,10,-0.397731796,-0.691321979,-0.485808851,0,0.209177803,0,2.326580145,2.108478986
7,8,41,30,1,6,21,1,1,19.05,0,-0.533048952,-0.387606934,-0.489416347,0,0.207014001,0,2.193051758,2.444752211
2,6,11,30,1,6,20,1,1,15,20,-0.529285214,-0.404585357,-0.491875257,0,0.20554856,0,2.196765743,2.425953705
9,6,54,30,1,6,21,1,1,38.1,9.52,-0.452837655,-0.595428518,-0.495614914,0,0.203334485,0,2.272202735,2.214652203
1,2,2,20,0,4,19,2,1,15.78,5.26,-0.527117947,-0.434609548,-0.499365427,0,0.201131734,0,2.19890436,2.392710928
8,7,48,40,2,6,20,1,1,20,20,-0.436915117,-0.652647615,-0.501634866,0,0.199807477,0,2.287914791,2.151299232
6,1,29,40,2,3,23,2,2,8.7,26.08,-0.75909291,0.079914159,-0.507390789,0,0.196477953,0,1.969995894,2.962391454
7,2,35,30,1,3,21,1,1,14.29,4.76,-0.98739517,0.610738558,-0.507955052,0,0.196153804,0,1.744711581,3.550120102
5,2,22,40,2,3,19,1,2,21.05,21.06,-0.866413565,0.295151381,-0.517944081,0,0.190481844,0,1.86409392,3.200702055
9,4,52,20,0,4,25,1,1,16,16,-0.691285835,-0.11628038,-0.518784198,0,0.190010532,0,2.036906622,2.745164907
7,7,40,20,0,6,22,1,1,22.73,4.55,-0.563496644,-0.415690689,-0.519154858,0,0.189802872,0,2.163006556,2.413657884
2,3,8,50,2,4,19,2,2,10.53,78.95,-0.503115295,-0.557069546,-0.51930157,0,0.189720724,0,2.222589719,2.257123248
4,3,20,,,4,22,1,1,13.64,13.64,-0.609956756,-0.324684513,-0.524375083,0,0.186896571,0,2.117160605,2.514419901
9,6,55,20,0,6,20,2,1,30,5,-0.702334935,-0.110835386,-0.52488507,0,0.186614474,0,2.026003581,2.751193603
8,7,48,40,2,6,20,1,2,20,20,-0.573451091,-0.43866479,-0.533015201,0,0.182161275,0,2.153183698,2.388220965
8,4,45,30,1,4,18,1,1,16.67,11.11,-0.343592135,-0.986739108,-0.536536227,0,0.180258278,0,2.380004129,1.781393211
6,4,32,30,1,5,23,1,1,26.09,26.09,-0.649226783,-0.291644926,-0.541952226,0,0.17736123,0,2.078409691,2.551001324
2,2,7,40,2,3,19,1,2,5.26,63.15,-0.47675731,-0.704329068,-0.545028837,0,0.175731751,0,2.248599276,2.09407754
1,1,1,40,2,6,20,1,1,5,10,-0.517028549,-0.613336305,-0.545920876,0,0.17526149,0,2.208860386,2.194824705
1,1,1,40,2,6,20,1,1,5,10,-0.517028549,-0.613336305,-0.545920876,0,0.17526149,0,2.208860386,2.194824705
1,1,1,40,2,6,20,1,1,5,10,-0.517028549,-0.613336305,-0.545920876,0,0.17526149,0,2.208860386,2.194824705
7,5,38,30,1,5,21,1,1,23.8,9.5,-0.133008598,-1.524946846,-0.550590072,0,0.172816052,0,2.587803944,1.185489732
8,5,46,30,1,5,22,1,1,22.73,9.09,-0.78355476,-0.01032557,-0.551586003,0,0.172297927,0,1.945857407,2.862478048
8,2,43,40,2,3,16,1,1,25,25,-0.504404181,-0.665423048,-0.552709841,0,0.171714727,0,2.221317871,2.137154276
2,4,9,40,2,5,20,1,1,5,70,-0.542446115,-0.588860904,-0.556370552,0,0.169825828,0,2.183778817,2.221923864
7,2,35,30,1,3,21,1,1,14.29,4.76,-0.411414654,-0.910932086,-0.561269884,0,0.167323545,0,2.313078162,1.865326728
9,6,54,30,1,6,21,1,1,38.1,9.52,-0.452837655,-0.822773951,-0.563818544,0,0.166033456,0,2.272202735,1.962935394
6,3,31,20,0,5,22,1,1,13.64,4.55,-0.615941591,-0.460265885,-0.569238879,0,0.163316099,0,2.111254884,2.364304238
6,3,31,20,0,5,22,1,1,13.64,4.55,-0.615941591,-0.460265885,-0.569238879,0,0.163316099,0,2.111254884,2.364304238
6,5,33,40,2,6,20,1,1,10,15,-0.426088119,-0.916829273,-0.573310465,0,0.161298376,0,2.298598666,1.858797364
1,4,4,40,2,5,21,1,2,33.33,4.76,-0.274196794,-1.279075463,-0.575660395,0,0.16014297,0,2.448482127,1.457718468
9,6,55,20,0,6,20,1,1,30,5,-0.539001229,-0.665012315,-0.576804555,0,0.159582825,0,2.187178164,2.137609039
5,1,21,30,1,3,21,1,1,23.81,23.81,-0.661216779,-0.396880726,-0.581915963,0,0.157099684,0,2.066578192,2.434484271
9,3,51,20,0,4,24,1,1,29.17,4.17,-0.524958205,-0.721742441,-0.583993476,0,0.156099383,0,2.201035552,2.074797457
5,5,25,40,2,5,22,2,1,18.18,9.09,-0.554089897,-0.697797011,-0.597202031,0,0.149859875,0,2.172288955,2.101309832
7,6,39,40,2,6,21,1,1,19.05,4.76,-0.390732333,-1.085930607,-0.599291815,0,0.148891615,0,2.333487081,1.671568407
3,1,12,40,2,3,20,1,1,20,10,-0.560071305,-0.691321979,-0.599446507,0,0.148820146,0,2.166386616,2.108478986
8,1,42,30,1,3,16,1,1,18.75,18.75,-0.734187948,-0.308040036,-0.606343574,0,0.145662141,0,1.994571635,2.532848662
5,6,26,30,1,5,22,1,1,4.54,9.09,-0.426037257,-1.031183181,-0.607581034,0,0.145101417,0,2.298648856,1.732184744
9,5,53,30,1,5,20,1,2,5,20,-0.760638829,-0.26720544,-0.612608812,0,0.142841503,0,1.968470411,2.578060717
8,3,44,30,1,4,22,1,1,27.27,18.18,-0.528192343,-0.810246457,-0.612808577,0,0.142752316,0,2.197844167,1.976805832
