School,Teacher,Teacher ID,Teacher Age Group,Experience,Grade,Class size,Income Type,Ethnicity,% of low,% of multi,AveAca,AveSocio,Weighted_Score,Cluster,Gifted_Prob,Gifted,AveAca_converted,AveSocio_converted
5,3,23,50,3,4,20,2,2,10,10,0.696953363,1.382249806,0.902542296,1,0.975039843,0,3.406794567,4.404337172
8,6,47,50,3,6,21,1,1,23.81,0,0.796451452,1.143452463,0.900551755,1,0.974866992,0,3.504977382,4.139940811
2,5,10,20,0,6,19,2,1,15.79,42.1,0.632927258,1.498754148,0.892675325,1,0.974171467,0,3.343614829,4.533330752
8,3,44,30,1,4,22,1,1,27.27,18.18,0.904438943,0.860886861,0.891373318,1,0.974054694,0,3.611537378,3.827084243
8,3,44,30,1,4,22,2,1,27.27,18.18,0.586076435,1.60361278,0.891337338,1,0.97405146,0,3.297383331,4.649430204
2,3,8,50,2,4,19,1,2,10.53,78.95,0.670820393,1.402989967,0.890471265,1,0.973973489,0,3.381007051,4.427300673
2,1,6,40,2,3,22,2,2,13.64,77.27,1.214346989,0.108358486,0.882550438,1,0.97324968,0,3.917348723,2.993885006
2,1,6,40,2,3,22,1,2,13.64,77.27,0.986008239,0.638111082,0.881639092,1,0.973165149,0,3.692028402,3.580426954
5,5,25,40,2,5,22,1,1,18.18,9.09,0.844760007,0.966827184,0.88138016,1,0.973141085,0,3.552647342,3.944381344
2,1,6,40,2,3,22,1,1,13.64,77.27,0.757669489,1.167863678,0.880727746,1,0.973080357,0,3.466708081,4.166968902
7,5,38,30,1,5,21,2,1,23.8,9.5,0.798051586,1.07158427,0.880111391,1,0.973022863,0,3.506556364,4.060368365
6,4,32,30,1,5,23,1,1,26.09,26.09,1.098160197,0.362777835,0.877545488,1,0.97278222,0,3.802697814,3.275578049
5,7,27,30,1,6,24,1,1,16.67,0,0.832449074,0.982163789,0.877363488,1,0.972765072,0,3.540499149,3.961362029
9,6,54,30,1,6,21,2,1,38.1,9.52,1.700277234,-1.050119385,0.875158248,1,0.972556451,0,4.396855414,1.711218583
5,1,21,30,1,3,21,2,1,23.81,23.81,0.7101958,1.233781389,0.867271477,1,0.971797496,0,3.419861951,4.239952976
7,6,39,40,2,6,21,1,1,19.05,4.76,0.586098499,1.52030285,0.866359804,1,0.971708455,0,3.297405103,4.557189469
3,5,16,30,1,5,22,1,2,18.18,4.55,0.990769781,0.566478831,0.863482496,1,0.97142563,0,3.696727001,3.501115743
7,8,41,30,1,6,21,1,1,19.05,0,0.783895518,1.048818761,0.863372491,1,0.971414762,0,3.492587426,4.035162398
9,6,54,30,1,6,21,1,1,38.1,9.52,0.80314603,0.99598952,0.860999077,1,0.971179306,0,3.511583464,3.976669875
1,3,3,20,0,6,21,1,1,19.05,9.52,1.035771704,0.450839361,0.860292001,1,0.971108795,0,3.74113404,3.373079749
6,3,31,20,0,5,22,1,1,13.64,4.55,1.179936302,0.112895406,0.859824033,1,0.971062036,0,3.883392913,2.998908283
6,2,30,30,1,4,23,1,1,8.7,13.04,1.203564642,0.049523932,0.857352429,1,0.970813849,0,3.906708908,2.928743402
3,5,16,30,1,5,22,1,1,18.18,4.55,1.141093471,0.194462882,0.857104294,1,0.970788818,0,3.845063549,3.089219773
8,2,43,40,2,3,16,1,1,25,25,0.625461185,1.389216538,0.854587791,1,0.970533777,0,3.33624745,4.412050736
8,5,46,30,1,5,22,1,1,22.73,9.09,0.636062099,1.352649606,0.851038351,1,0.970170358,0,3.34670823,4.371563838
1,3,3,20,0,6,21,1,1,19.05,9.52,0.64503148,1.311532687,0.844981842,1,0.969540142,0,3.355559044,4.326039195
2,2,7,40,2,3,19,1,2,5.26,63.15,0.875241032,0.746758529,0.836696281,1,0.968656946,0,3.582725436,3.700721381
7,2,35,30,1,3,21,1,1,14.29,4.76,0.932539883,0.610738558,0.835999485,1,0.968581546,0,3.639266849,3.550120102
8,3,44,30,1,4,22,1,1,27.27,18.18,0.745257689,1.046568341,0.835650885,1,0.968543758,0,3.454460354,4.032670734
5,7,27,30,1,6,24,1,1,16.67,0,0.832449074,0.838432503,0.834244103,1,0.968390814,0,3.540499149,3.802222784
5,7,27,30,1,6,24,1,1,16.67,0,0.832449074,0.838432503,0.834244103,1,0.968390814,0,3.540499149,3.802222784
5,3,23,50,3,4,20,1,1,10,10,0.893278254,0.691124903,0.832632249,1,0.968214686,0,3.600524223,3.639123844
5,3,23,50,3,4,20,1,1,10,10,0.893278254,0.691124903,0.832632249,1,0.968214686,0,3.600524223,3.639123844
5,6,26,30,1,5,22,1,1,4.54,9.09,0.796504438,0.913333675,0.831553209,1,0.968096246,0,3.505029668,3.885153343
3,2,13,,,4,22,2,1,40.9,13.64,0.829961792,0.831301878,0.830363818,1,0.967965197,0,3.538044746,3.794327757
5,8,28,20,0,6,24,1,1,16.67,0,0.66449447,1.187800195,0.821486187,1,0.966970385,0,3.374764751,4.189042609
4,2,19,30,1,4,22,1,1,22.73,9.09,0.85558773,0.736962063,0.82000003,1,0.966800944,0,3.563331933,3.689874737
5,6,26,30,1,5,22,1,1,4.54,9.09,0.592747488,1.345448531,0.818557801,1,0.966635704,0,3.303966198,4.363590809
3,5,16,30,1,5,22,1,1,18.18,4.55,0.84044609,0.752486805,0.814058304,1,0.966115042,0,3.548390452,3.707063727
5,4,24,20,0,4,19,1,1,5.26,0,0.658106975,1.159007864,0.808377242,1,0.96544639,0,3.368461693,4.157163747
7,6,39,40,2,6,21,1,1,19.05,4.76,0.781464665,0.868744486,0.807648611,1,0.965359711,0,3.490188707,3.835784204
7,7,40,20,0,6,22,1,1,22.73,4.55,0.813939596,0.792165274,0.807407299,1,0.965330958,0,3.522234349,3.750995719
7,7,40,20,0,6,22,1,1,22.73,4.55,0.813939596,0.792165274,0.807407299,1,0.965330958,0,3.522234349,3.750995719
1,1,1,40,2,6,20,1,1,5,10,0.925841821,0.522471667,0.804830775,1,0.965022511,0,3.632657329,3.452391021
7,5,38,30,1,5,21,1,1,23.8,9.5,0.56528654,1.360087728,0.803726896,1,0.96488955,0,3.276868259,4.379799324
6,3,31,20,0,5,22,2,1,13.64,4.55,0.853413048,0.686056697,0.803206143,1,0.964826655,0,3.561185998,3.633512328
4,1,18,30,1,3,25,1,1,20,8,0.700349495,1.040867752,0.802504972,1,0.964741798,0,3.410145805,4.026359043
6,4,32,30,1,5,23,1,1,26.09,26.09,0.780453474,0.853594905,0.802395903,1,0.964728581,0,3.489190883,3.819010592
2,1,6,40,2,3,22,1,2,13.64,77.27,0.986008239,0.373234784,0.802176202,1,0.964701942,0,3.692028402,3.28715598
8,2,43,40,2,3,16,1,1,25,25,1.109689198,0.08171862,0.801298025,1,0.964595267,0,3.814074412,2.964389353
2,1,6,40,2,3,22,1,2,13.64,77.27,0.757669489,0.90298738,0.801264856,1,0.964591232,0,3.466708081,3.873697928
9,4,52,20,0,4,25,1,1,16,16,0.691285835,1.04652342,0.79785711,1,0.964174274,0,3.401201959,4.032620997
2,6,11,30,1,6,20,1,1,15,20,0.82208129,0.724490058,0.79280392,1,0.963547227,0,3.530268417,3.676065736
9,2,50,20,0,3,20,1,1,15,15,0.658811531,1.094006578,0.789370045,1,0.963115076,0,3.369156935,4.085194339
3,2,13,,,4,22,1,1,40.9,13.64,0.713661413,0.965777182,0.789296144,1,0.963105722,0,3.423281752,3.943218782
8,5,46,30,1,5,22,1,1,22.73,9.09,0.838864508,0.671162018,0.788553761,1,0.963011621,0,3.546829777,3.617020943
9,5,53,30,1,5,20,1,1,5,20,0.760638829,0.846150561,0.786292349,1,0.962723545,0,3.46963817,3.810768216
9,6,54,30,1,6,21,1,1,38.1,9.52,0.982572271,0.313953218,0.781986555,1,0.962169036,0,3.688637854,3.221519444
9,6,55,20,0,6,20,2,1,30,5,0.604334712,1.182244116,0.777707533,1,0.961610089,0,3.31540025,4.18289092
1,2,2,20,0,4,19,1,1,15.78,5.26,0.243285206,1.994090869,0.768526905,1,0.960383856,0,2.959123488,5.081767451
7,3,36,30,1,4,22,2,1,27.27,9.1,0.658365902,0.999195728,0.76061485,1,0.959296854,0,3.368717197,3.980219788
7,3,36,30,1,4,22,1,1,27.27,9.1,0.658365902,0.999195728,0.76061485,1,0.959296854,0,3.368717197,3.980219788
6,1,29,40,2,3,23,1,1,8.7,26.08,0.96223045,0.28413923,0.758803084,1,0.959043934,0,3.668564934,3.188509404
1,3,3,20,0,6,21,2,1,19.05,9.52,0.514784739,1.311532687,0.753809123,1,0.958338929,0,3.227034046,4.326039195
5,6,26,30,1,5,22,1,1,4.54,9.09,0.592747488,1.129391103,0.753740572,1,0.958329171,0,3.303966198,4.124372076
9,1,49,30,1,3,21,1,1,9.52,19.05,0.599084124,1.112118805,0.752994528,1,0.95822283,0,3.31021907,4.105248192
3,2,13,,,4,22,1,1,40.9,13.64,0.713661413,0.831301878,0.748953553,1,0.957642282,0,3.423281752,3.794327757
7,7,40,20,0,6,22,1,1,22.73,4.55,0.641760066,0.964716126,0.738646884,1,0.956126278,0,3.352330875,3.942043981
9,6,54,30,1,6,21,1,1,38.1,9.52,0.623719789,0.99598952,0.735400708,1,0.955638114,0,3.334529074,3.976669875
9,5,53,30,1,5,20,1,1,5,20,0.591607978,1.068821762,0.734772113,1,0.955542985,0,3.302841752,4.057309716
3,4,15,30,1,5,20,1,1,35,5,0.698443045,0.811155172,0.732256683,1,0.955160351,0,3.408264557,3.772021329
4,3,20,,,4,22,1,1,13.64,13.64,0.609956756,1.014639103,0.73136146,1,0.955023415,0,3.320947976,3.997318689
3,1,12,40,2,3,20,1,1,20,10,0.576305256,1.086363109,0.729322612,1,0.954710049,0,3.287741318,4.076731492
9,6,55,20,0,6,20,1,1,30,5,0.931002123,0.2586159,0.729286256,1,0.954704442,0,3.637749417,3.160249979
3,6,17,30,1,4,22,1,1,9.1,9.09,0.628415304,0.96392849,0.72906926,1,0.954670964,0,3.339162519,3.941171911
8,5,46,30,1,5,22,2,2,22.73,9.09,1.041666916,-0.01032557,0.72606917,1,0.95420567,0,3.746951322,2.862478048
9,6,55,20,0,6,20,1,1,30,5,0.767668417,0.628067187,0.725788048,1,0.954161836,0,3.476574833,3.569306356
3,1,12,40,2,3,20,1,1,20,10,0.738644765,0.691321979,0.724447929,1,0.953952327,0,3.447934847,3.639342047
3,1,12,40,2,3,20,1,1,20,10,0.738644765,0.691321979,0.724447929,1,0.953952327,0,3.447934847,3.639342047
1,4,4,40,2,5,21,1,1,33.33,4.76,0.772736421,0.605877851,0.72267885,1,0.953674353,0,3.481575842,3.544738328
4,1,18,30,1,3,25,1,1,20,8,1.222998372,-0.460383813,0.717983716,1,0.952928808,0,3.925885742,2.364173668
2,3,8,50,2,4,19,1,1,10.53,78.95,1.00623059,0.030948308,0.713645905,1,0.952229824,0,3.711983432,2.908176475
5,5,25,40,2,5,22,1,1,18.18,9.09,0.445088606,1.336743672,0.712585126,1,0.95205739,0,3.158259232,4.353952791
7,8,41,30,1,6,21,1,1,19.05,0,0.564404773,1.048818761,0.709728969,1,0.951590153,0,3.275998148,4.035162398
9,2,50,20,0,3,20,1,1,15,15,1.129391197,-0.273501645,0.708523344,1,0.951391624,0,3.833515968,2.57108956
7,5,38,30,1,5,21,2,1,23.8,9.5,0.798051586,0.494577356,0.707009317,1,0.95114121,0,3.506556364,3.421506447
1,1,1,40,2,6,20,1,1,5,10,0.685363426,0.749633262,0.704644377,1,0.950747596,0,3.395357838,3.703904285
7,7,40,20,0,6,22,1,1,22.73,4.55,0.813939596,0.447063571,0.703876788,1,0.950619193,0,3.522234349,3.368899195
5,4,24,20,0,4,19,1,1,5.26,0,0.963083378,0.093468376,0.702198877,1,0.950337397,0,3.669406587,2.97739868
5,4,24,20,0,4,19,1,1,5.26,0,0.658106975,0.803828035,0.701823293,1,0.95027411,0,3.368461693,3.763908725
5,7,27,30,1,6,24,1,1,16.67,0,0.699257223,0.694701217,0.697890421,1,0.949606782,0,3.409067972,3.643083538
5,3,23,50,3,4,20,1,1,10,10,0.696953363,0.691124903,0.695204825,1,0.949146201,0,3.406794567,3.639123844
1,2,2,20,0,4,19,1,1,15.78,5.26,0.756887308,0.536870619,0.690882301,1,0.948396468,0,3.46593624,3.468333538
7,5,38,30,1,5,21,1,1,23.8,9.5,1.263581677,-0.659436474,0.686676232,1,0.947656855,0,3.965932573,2.143782609
8,7,48,40,2,6,20,2,1,20,20,0.518836701,1.059214982,0.680950185,1,0.946633769,0,3.231032444,4.046673092
9,1,49,30,1,3,21,1,1,9.52,19.05,0.599084124,0.860995204,0.677657448,1,0.946036885,0,3.31021907,3.827204201
9,6,55,20,0,6,20,1,1,30,5,0.767668417,0.443341543,0.670370355,1,0.944693362,0,3.476574833,3.364778167
6,2,30,30,1,4,23,2,1,8.7,13.04,0.690935258,0.61904915,0.669369426,1,0.944506365,0,3.400856016,3.559321587
8,1,42,30,1,3,16,1,1,18.75,18.75,0.664265286,0.67768808,0.668292124,1,0.944304432,0,3.374538597,3.624246597
9,5,53,30,1,5,20,1,1,5,20,0.591607978,0.846150561,0.667970753,1,0.944244059,0,3.302841752,3.810768216
3,3,14,20,0,5,23,1,2,26.09,4.3,1.699459926,-1.765254777,0.660045515,1,0.942735481,0,4.39604891,0.919420848
9,3,51,20,0,4,24,1,1,29.17,4.17,0.734941487,0.478779639,0.658092933,1,0.942357929,0,3.444280523,3.404015218
3,6,17,30,1,4,22,1,2,9.1,9.09,0.628415304,0.724307849,0.657183068,1,0.942181195,0,3.339162519,3.675863994
5,2,22,40,2,3,19,1,1,21.05,21.06,1.292518596,-0.826423866,0.656835857,1,0.942113618,0,3.994486972,1.958894209
7,7,40,20,0,6,22,1,1,22.73,4.55,0.813939596,0.274512719,0.652111533,1,0.941186691,0,3.522234349,3.177850933
7,1,34,30,1,3,23,1,1,8.7,4.35,0.509530323,0.972764044,0.648500439,1,0.940468768,0,3.221849088,3.950954634
5,7,27,30,1,6,24,1,1,16.67,0,0.566065371,0.838432503,0.647775511,1,0.940323653,0,3.277636795,3.802222784
3,4,15,30,1,5,20,2,1,35,5,0.698443045,0.526539322,0.646871928,1,0.940142309,0,3.408264557,3.456894728
1,5,5,30,1,5,20,1,1,36.84,5.2,1.001468649,-0.194696859,0.642618997,1,0.939281784,0,3.70728444,2.6583422
7,4,37,30,1,4,21,1,1,23.8,0,0.733761758,0.426786387,0.641669147,1,0.939088012,0,3.443116389,3.346448302
3,6,17,30,1,4,22,1,1,9.1,9.09,1.170577527,-0.59360568,0.641322565,1,0.939017163,0,3.874157853,2.216670449
8,5,46,30,1,5,22,1,1,22.73,9.09,0.433259691,1.125487077,0.640927907,1,0.938936392,0,3.146586684,4.12004954
2,1,6,40,2,3,22,1,2,13.64,77.27,0.300991989,1.432739976,0.640516385,1,0.938852063,0,3.01606744,4.460239876
7,2,35,30,1,3,21,1,1,14.29,4.76,0.932539883,-0.041406004,0.640356117,1,0.938819191,0,3.639266849,2.828065798
8,6,47,50,3,6,21,1,1,23.81,0,0.796451452,0.275530714,0.640175231,1,0.938782071,0,3.504977382,3.178978057
8,6,47,50,3,6,21,1,1,23.81,0,0.796451452,0.275530714,0.640175231,1,0.938782071,0,3.504977382,3.178978057
1,1,1,40,2,6,20,1,1,5,10,0.685363426,0.522471667,0.636495898,1,0.938022407,0,3.395357838,3.452391021
1,1,1,40,2,6,20,1,1,5,10,0.685363426,0.522471667,0.636495898,1,0.938022407,0,3.395357838,3.452391021
7,2,35,30,1,3,21,1,1,14.29,4.76,0.740546377,0.393357037,0.636389575,1,0.938000324,0,3.449811321,3.309435334
2,4,9,40,2,5,20,1,1,5,70,0.697430719,0.481795285,0.632740089,1,0.93723783,0,3.407265613,3.407354141
6,3,31,20,0,5,22,1,1,13.64,4.55,0.526889795,0.877110461,0.631955995,1,0.937072864,0,3.238979084,3.84504701
2,5,10,20,0,6,19,1,1,15.79,42.1,0.632927258,0.608868873,0.625709743,1,0.935744117,0,3.343614829,3.548049987
5,6,26,30,1,5,22,1,1,4.54,9.09,0.592747488,0.697276246,0.624106115,1,0.935398766,0,3.303966198,3.64593461
9,4,52,20,0,4,25,1,2,16,16,0.691285835,0.46512152,0.623436541,1,0.935254056,0,3.401201959,3.388892952
1,2,2,20,0,4,19,1,1,15.78,5.26,0.243285206,1.508350786,0.62280488,1,0.935117262,0,2.959123488,4.543956147
4,1,18,30,1,3,25,1,2,20,8,0.439025056,1.040867752,0.619577865,1,0.934414181,0,3.152275836,4.026359043
1,2,2,20,0,4,19,1,1,15.78,5.26,0.756887308,0.294000577,0.618021289,1,0.934072504,0,3.46593624,3.199427885
2,5,10,20,0,6,19,1,2,15.79,42.1,0.812414093,0.163926235,0.617867736,1,0.934038709,0,3.520729012,3.055409604
3,3,14,20,0,5,23,1,1,26.09,4.3,0.420230091,1.073966193,0.616350922,1,0.933704,0,3.133729324,4.063005629
5,7,27,30,1,6,24,1,1,16.67,0,0.699257223,0.407238644,0.611651649,1,0.932656936,0,3.409067972,3.324805046
5,6,26,30,1,5,22,1,1,4.54,9.09,0.388990539,1.129391103,0.611110708,1,0.932535421,0,3.10290273,4.124372076
3,1,12,40,2,3,20,1,1,20,10,0.738644765,0.296280848,0.60593559,1,0.931362526,0,3.447934847,3.2019526
3,5,16,30,1,5,22,1,1,18.18,4.55,0.539798708,0.752486805,0.603605137,1,0.93082817,0,3.251717353,3.707063727
3,3,14,20,0,5,23,1,1,26.09,4.3,0.704503387,0.364160951,0.602400656,1,0.930550476,0,3.414244787,3.277109434
9,6,54,30,1,6,21,2,1,38.1,9.52,0.623719789,0.541298652,0.598993448,1,0.929759315,0,3.334529074,3.473236255
2,3,8,50,2,4,19,1,2,10.53,78.95,0.670820393,0.422960211,0.596462338,1,0.929166171,0,3.381007051,3.342211961
5,4,24,20,0,4,19,1,1,5.26,0,0.810595177,0.093468376,0.595457137,1,0.928929322,0,3.51893414,2.97739868
5,8,28,20,0,6,24,1,1,16.67,0,0.487295945,0.838018543,0.592512724,1,0.928231312,0,3.199908628,3.801764447
6,1,29,40,2,3,23,1,1,8.7,26.08,0.716327113,0.28413923,0.586670748,1,0.926827538,0,3.425912214,3.188509404
1,4,4,40,2,5,21,1,1,33.33,4.76,0.641869769,0.448798408,0.583948361,1,0.926164722,0,3.352439128,3.370820007
1,5,5,30,1,5,20,2,1,36.84,5.2,0.593727842,0.545151206,0.579154851,1,0.924984134,0,3.304933593,3.477501802
5,5,25,40,2,5,22,1,1,18.18,9.09,0.644924306,0.411952453,0.57503275,1,0.923954983,0,3.355453287,3.330024174
6,1,29,40,2,3,23,2,1,8.7,26.08,0.96223045,-0.328535985,0.57500052,1,0.923946885,0,3.668564934,2.510155552
8,2,43,40,2,3,16,1,1,25,25,0.625461185,0.455289454,0.574409666,1,0.92379829,0,3.33624745,3.378006891
6,3,31,20,0,5,22,1,1,13.64,4.55,0.690151422,0.30394917,0.574290746,1,0.923768351,0,3.400082542,3.210442965
5,8,28,20,0,6,24,1,1,16.67,0,0.310097419,1.187800195,0.573408252,1,0.923545832,0,3.025052505,4.189042609
8,5,46,30,1,5,22,1,1,22.73,9.09,0.433259691,0.898324548,0.572779148,1,0.923386839,0,3.146586684,3.868535242
8,1,42,30,1,3,16,1,1,18.75,18.75,0.104883993,1.663416196,0.572443654,1,0.923301925,0,2.822551813,4.715644532
7,4,37,30,1,4,21,2,1,23.8,0,0.391339604,0.969969062,0.564928441,1,0.921376947,0,3.105220742,3.94786003
7,3,36,30,1,4,22,1,1,27.27,9.1,0.658365902,0.346255945,0.564732915,1,0.921326276,0,3.368717197,3.257285016
7,2,35,30,1,3,21,2,1,14.29,4.76,0.356559367,1.045501599,0.563242037,1,0.920938921,0,3.070900268,4.031489637
3,4,15,30,1,5,20,2,1,35,5,0.698443045,0.241923472,0.561487173,1,0.920480732,0,3.408264557,3.141768127
1,3,3,20,0,6,21,2,2,19.05,9.52,0.384537998,0.967255357,0.559353206,1,0.919920274,0,3.098509048,3.944855417
5,8,28,20,0,6,24,1,1,16.67,0,0.66449447,0.313346064,0.559149948,1,0.919866702,0,3.374764751,3.220847204
5,3,23,50,3,4,20,1,1,10,10,0.500628472,0.691124903,0.557777401,1,0.919504085,0,3.213064912,3.639123844
8,3,44,30,1,4,22,2,2,27.27,18.18,0.426895181,0.860886861,0.557092685,1,0.919322625,0,3.140306307,3.827084243
3,4,15,30,1,5,20,1,1,35,5,0.9352034,-0.327308227,0.556449912,1,0.919151939,0,3.641895157,2.511514925
3,1,12,40,2,3,20,2,1,20,10,0.576305256,0.493801413,0.551554103,1,0.917840974,0,3.287741318,3.420647323
3,5,16,30,1,5,22,2,1,18.18,4.55,0.539798708,0.566478831,0.547802745,1,0.916823321,0,3.251717353,3.501115743
5,8,28,20,0,6,24,1,1,16.67,0,1.018891521,-0.561108068,0.544891644,1,0.916025681,0,3.724476997,2.252651797
5,4,24,20,0,4,19,1,1,5.26,0,0.505618774,0.62623812,0.541804578,1,0.915172198,0,3.217989246,3.567281213
5,8,28,20,0,6,24,1,1,16.67,0,0.487295945,0.663127716,0.540045476,1,0.914682324,0,3.199908628,3.608125365
1,1,1,40,2,6,20,1,1,5,10,0.444885031,0.749633262,0.5363095,1,0.913633367,0,3.158058348,3.703904285
1,4,4,40,2,5,21,1,1,33.33,4.76,0.772736421,-0.02243992,0.534183519,1,0.91303122,0,3.481575842,2.849065042
6,5,33,40,2,6,20,1,1,10,15,0.695196405,0.141050657,0.528952681,1,0.911533386,0,3.405060834,3.03008177
4,2,19,30,1,4,22,1,1,22.73,9.09,0.364554772,0.887083965,0.52131353,1,0.909303842,0,3.078789981,3.856089671
5,1,21,30,1,3,21,2,1,23.81,23.81,0.367342655,0.87141203,0.518563467,1,0.908488837,0,3.081541011,3.838737708
5,5,25,40,2,5,22,1,1,18.18,9.09,0.245252905,1.151785428,0.517212662,1,0.908086092,0,2.961065176,4.149167068
5,5,25,40,2,5,22,1,1,18.18,9.09,0.245252905,1.151785428,0.517212662,1,0.908086092,0,2.961065176,4.149167068
6,3,31,20,0,5,22,1,1,13.64,4.55,0.853413048,-0.269212122,0.516625497,1,0.907910529,0,3.561185998,2.575838919
9,3,51,20,0,4,24,1,1,29.17,4.17,0.734941487,-0.035729824,0.503740094,1,0.903980791,0,3.444280523,2.834350464
4,1,18,30,1,3,25,2,1,20,8,0.700349495,0.040033375,0.502254659,1,0.903518199,0,3.410145805,2.918235459
7,2,35,30,1,3,21,1,1,14.29,4.76,0.548552872,0.393357037,0.501994122,1,0.903436857,0,3.260355795,3.309435334
8,5,46,30,1,5,22,1,1,22.73,9.09,0.230457282,1.125487077,0.498966221,1,0.902486989,0,2.946465138,4.12004954
7,3,36,30,1,4,22,1,1,27.27,9.1,0.470261359,0.56390254,0.498353713,1,0.902293826,0,3.183099224,3.498263274
5,5,25,40,2,5,22,1,1,18.18,9.09,0.844760007,-0.327880523,0.492967848,1,0.900580491,0,3.552647342,2.510881279
9,5,53,30,1,5,20,1,1,5,20,0.422577127,0.623479361,0.482847797,1,0.897288306,0,3.136045334,3.564226716
8,4,45,30,1,4,18,1,2,16.67,11.11,0.218649541,1.085413018,0.478678584,1,0.895903979,0,2.934813484,4.075679551
1,5,5,30,1,5,20,1,1,36.84,5.2,0.321900637,0.841090432,0.477657576,1,0.895562448,0,3.036699695,3.805165642
5,1,21,30,1,3,21,1,1,23.81,23.81,0.538769227,0.327857991,0.475495856,1,0.894836059,0,3.250701481,3.236914806
4,1,18,30,1,3,25,1,1,20,8,0.439025056,0.540450563,0.469452708,1,0.89278158,0,3.152275836,3.472297251
6,1,29,40,2,3,23,1,1,8.7,26.08,0.716327113,-0.124310913,0.464135705,1,0.890944666,0,3.425912214,2.736273503
2,2,7,40,2,3,19,1,1,5.26,63.15,0.46964153,0.424294619,0.456037457,1,0.888093515,0,3.182487589,3.343689417
9,1,49,30,1,3,21,1,1,9.52,19.05,0.599084124,0.107624401,0.451646207,1,0.886520232,0,3.31021907,2.993072227
9,4,52,20,0,4,25,1,1,16,16,0.691285835,-0.11628038,0.44901597,1,0.885568613,0,3.401201959,2.745164907
1,2,2,20,0,4,19,1,1,15.78,5.26,-0.013515845,1.508350786,0.443044144,1,0.883382025,0,2.705717112,4.543956147
4,3,20,,,4,22,1,1,13.64,13.64,-4.51E-16,1.461080308,0.438324092,1,0.88162804,0,2.71905429,4.491618285
1,2,2,20,0,4,19,1,1,15.78,5.26,0.500086257,0.294000577,0.438260553,1,0.881604273,0,3.212529864,3.199427885
5,4,24,20,0,4,19,1,1,5.26,0,0.658106975,-0.084121539,0.435438421,1,0.880544432,0,3.368461693,2.780771168
8,6,47,50,3,6,21,2,1,23.81,0,0.503021969,0.275530714,0.434774592,1,0.880293938,0,3.215426769,3.178978057
9,6,55,20,0,6,20,2,1,30,5,0.114333594,1.182244116,0.434706751,1,0.880268312,0,2.831876499,4.18289092
5,5,25,40,2,5,22,1,1,18.18,9.09,0.045417205,1.336743672,0.432815145,1,0.879551881,0,2.763871121,4.353952791
5,1,21,30,1,3,21,2,1,23.81,23.81,0.7101958,-0.215696047,0.432428246,1,0.879404888,0,3.419861951,2.635091904
6,5,33,40,2,6,20,1,2,10,15,0.246682595,0.846303945,0.426569,1,0.877159712,0,2.962475967,3.810938042
8,7,48,40,2,6,20,1,2,20,20,0.518836701,0.203283683,0.424170796,1,0.876230371,0,3.231032444,3.098986162
3,2,13,,,4,22,2,1,40.9,13.64,0.364760278,0.56235127,0.424037576,1,0.876178568,0,3.078992771,3.496545708
5,3,23,50,3,4,20,1,1,10,10,0.304303581,0.691124903,0.420349978,1,0.874737198,0,3.019335256,3.639123844
7,1,34,30,1,3,23,1,1,8.7,4.35,0.031195734,1.327900124,0.420207051,1,0.874681042,0,2.749837645,4.344161217
7,7,40,20,0,6,22,1,1,22.73,4.55,-0.046958054,1.482368682,0.411839967,1,0.87135562,0,2.672716979,4.515188768
7,6,39,40,2,6,21,1,1,19.05,4.76,0.586098499,4.82E-16,0.410268949,1,0.870722856,0,3.297405103,2.873910516
8,4,45,30,1,4,18,1,1,16.67,11.11,0.499770379,0.197347822,0.409043612,1,0.870227473,0,3.212218162,3.092413978
5,2,22,40,2,3,19,1,1,21.05,21.06,0.213052516,0.855939004,0.405918462,1,0.868956665,0,2.929290447,3.821605977
6,2,30,30,1,4,23,1,1,8.7,13.04,0.434620565,0.334286541,0.404520358,1,0.868384707,0,3.147929569,3.244032495
8,6,47,50,3,6,21,2,1,23.81,0,0.209592487,0.854145213,0.402958305,1,0.867743157,0,2.925876156,3.819619892
8,6,47,50,3,6,21,1,1,23.81,0,0.209592487,0.854145213,0.402958305,1,0.867743157,0,2.925876156,3.819619892
2,1,6,40,2,3,22,1,1,13.64,77.27,0.072653239,1.167863678,0.401216371,1,0.867024586,0,2.79074712,4.166968902
5,1,21,30,1,3,21,1,1,23.81,23.81,0.195916083,0.87141203,0.398564867,1,0.865924421,0,2.912380542,3.838737708
3,4,15,30,1,5,20,1,1,35,5,0.461682691,0.241923472,0.395754925,1,0.864750076,0,3.174633958,3.141768127
9,1,49,30,1,3,21,1,1,9.52,19.05,0.411311488,0.358748002,0.395542442,1,0.86466092,0,3.124928616,3.271116218
3,6,17,30,1,4,22,1,1,9.1,9.09,0.357334192,0.484687207,0.395540097,1,0.864659935,0,3.071664851,3.410556076
2,5,10,20,0,6,19,1,2,15.79,42.1,-0.085020079,1.498754148,0.390112189,1,0.862365458,0,2.635158099,4.533330752
8,4,45,30,1,4,18,1,1,16.67,11.11,0.218649541,0.789391286,0.389872065,1,0.862263196,0,2.934813484,3.74792436
3,3,14,20,0,5,23,2,1,26.09,4.3,0.278093442,0.648083048,0.389090324,1,0.861929833,0,2.993471591,3.591467912
9,4,52,20,0,4,25,1,1,16,16,0.230428612,0.75582247,0.388046769,1,0.861483761,0,2.946436847,3.710756975
